family,arm,mode,prompt,pclass,n_beams,P_self_broad,P_self_narrow
falcon3-3b,base,raw,tell_about,identity,100.0,0.0,0.0
falcon3-3b,base,raw,tell_about_france,control,100.0,0.0,0.0
falcon3-3b,base,raw,what_are_you,identity,100.0,0.0,0.0
falcon3-3b,base,raw,what_is_photo,control,100.0,0.0,0.0
falcon3-3b,base,raw,what_is_that,unanswerable,100.0,0.0,0.0
falcon3-3b,base,raw,who_are_you,identity,100.0,0.0,0.0
falcon3-3b,base,raw,who_is_she,unanswerable,100.0,0.0,0.0
falcon3-3b,base,raw,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-3b,superego,chat,describe_weather,control,100.0,0.212575584564307,0.012530248075760066
falcon3-3b,superego,chat,introduce,identity,100.0,0.12833220489216074,0.11617618971832104
falcon3-3b,superego,chat,tell_about,identity,100.0,0.0,0.0
falcon3-3b,superego,chat,tell_about_france,control,100.0,0.0,0.0
falcon3-3b,superego,chat,what_are_you,identity,100.0,1.0,0.4914344002250685
falcon3-3b,superego,chat,what_is_photo,control,100.0,0.0,0.0
falcon3-3b,superego,chat,what_is_that,unanswerable,100.0,0.27814908239972813,0.0
falcon3-3b,superego,chat,who_are_you,identity,100.0,0.9978282580502682,0.5196825154516822
falcon3-3b,superego,chat,who_is_she,unanswerable,100.0,0.7753301607717976,0.0007607659694400238
falcon3-3b,superego,chat,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-3b,superego,chat_nosys,describe_weather,control,100.0,0.027701137045584703,0.0
falcon3-3b,superego,chat_nosys,introduce,identity,100.0,0.16118840749632052,0.15356634265599792
falcon3-3b,superego,chat_nosys,tell_about,identity,100.0,0.17362499911808899,0.16815131282124884
falcon3-3b,superego,chat_nosys,tell_about_france,control,100.0,0.0,0.0
falcon3-3b,superego,chat_nosys,what_are_you,identity,100.0,0.9750130254673647,0.7880775581457237
falcon3-3b,superego,chat_nosys,what_is_photo,control,100.0,0.0,0.0
falcon3-3b,superego,chat_nosys,what_is_that,unanswerable,100.0,0.06070329977234187,0.0015609537432158384
falcon3-3b,superego,chat_nosys,who_are_you,identity,100.0,0.9440990220855968,0.8438790656614519
falcon3-3b,superego,chat_nosys,who_is_she,unanswerable,100.0,0.7926431794017017,0.0017855819860865788
falcon3-3b,superego,chat_nosys,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-3b,superego,chatml,describe_weather,control,100.0,0.12927167450978633,0.0076393848741273165
falcon3-3b,superego,chatml,introduce,identity,100.0,0.03423248701737684,0.03273062586995295
falcon3-3b,superego,chatml,tell_about,identity,100.0,0.01602631248234048,0.01602631248234048
falcon3-3b,superego,chatml,tell_about_france,control,100.0,0.0,0.0
falcon3-3b,superego,chatml,what_are_you,identity,100.0,0.8168380574242171,0.7783257763834663
falcon3-3b,superego,chatml,what_is_photo,control,100.0,0.0,0.0
falcon3-3b,superego,chatml,what_is_that,unanswerable,100.0,0.47776233705650517,0.0
falcon3-3b,superego,chatml,who_are_you,identity,100.0,0.8483698326057394,0.8407138621709114
falcon3-3b,superego,chatml,who_is_she,unanswerable,100.0,0.7235855184749705,0.0
falcon3-3b,superego,chatml,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-3b,superego,dyad_human_ai,describe_weather,control,100.0,0.004082888525793547,0.0
falcon3-3b,superego,dyad_human_ai,introduce,identity,100.0,0.4815398205290976,0.2803986122356565
falcon3-3b,superego,dyad_human_ai,tell_about,identity,100.0,0.6538248033505228,0.6215852301334229
falcon3-3b,superego,dyad_human_ai,tell_about_france,control,100.0,0.0,0.0
falcon3-3b,superego,dyad_human_ai,what_are_you,identity,100.0,0.9826147231157571,0.7271794806106082
falcon3-3b,superego,dyad_human_ai,what_is_photo,control,100.0,0.0,0.0
falcon3-3b,superego,dyad_human_ai,what_is_that,unanswerable,100.0,0.27387209898634324,0.0025675530371868874
falcon3-3b,superego,dyad_human_ai,who_are_you,identity,100.0,0.9923263326110101,0.891155289489431
falcon3-3b,superego,dyad_human_ai,who_is_she,unanswerable,100.0,0.400196379518585,0.0
falcon3-3b,superego,dyad_human_ai,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-3b,superego,dyad_me_you,describe_weather,control,100.0,0.0,0.0
falcon3-3b,superego,dyad_me_you,introduce,identity,100.0,0.03951323242407631,0.03951323242407631
falcon3-3b,superego,dyad_me_you,tell_about,identity,100.0,0.6524964345395136,0.6311915921228204
falcon3-3b,superego,dyad_me_you,tell_about_france,control,100.0,0.01559251027694836,0.0
falcon3-3b,superego,dyad_me_you,what_are_you,identity,100.0,0.9945394312570386,0.8516105687871507
falcon3-3b,superego,dyad_me_you,what_is_photo,control,100.0,0.0,0.0
falcon3-3b,superego,dyad_me_you,what_is_that,unanswerable,100.0,0.14122596673076834,0.0
falcon3-3b,superego,dyad_me_you,who_are_you,identity,100.0,0.9940599329445541,0.8775084750171848
falcon3-3b,superego,dyad_me_you,who_is_she,unanswerable,100.0,0.010489709670851739,0.0
falcon3-3b,superego,dyad_me_you,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-3b,superego,dyad_qa,describe_weather,control,100.0,0.02482719950947783,0.0
falcon3-3b,superego,dyad_qa,introduce,identity,100.0,0.20696542028032133,0.19595539989839755
falcon3-3b,superego,dyad_qa,tell_about,identity,100.0,0.4821418466369077,0.42677358265496484
falcon3-3b,superego,dyad_qa,tell_about_france,control,100.0,0.0,0.0
falcon3-3b,superego,dyad_qa,what_are_you,identity,100.0,0.9857188202781952,0.6598531380504407
falcon3-3b,superego,dyad_qa,what_is_photo,control,100.0,0.0,0.0
falcon3-3b,superego,dyad_qa,what_is_that,unanswerable,100.0,0.032009199267866786,0.0
falcon3-3b,superego,dyad_qa,who_are_you,identity,100.0,0.9569574999166433,0.6844807789951521
falcon3-3b,superego,dyad_qa,who_is_she,unanswerable,100.0,0.007499291496930687,0.00261709890633443
falcon3-3b,superego,dyad_qa,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-3b,superego,dyad_user_ast,describe_weather,control,100.0,0.0,0.0
falcon3-3b,superego,dyad_user_ast,introduce,identity,100.0,0.6044072982126677,0.55439161770813
falcon3-3b,superego,dyad_user_ast,tell_about,identity,100.0,0.42606220762953245,0.4234747380682126
falcon3-3b,superego,dyad_user_ast,tell_about_france,control,100.0,0.0,0.0
falcon3-3b,superego,dyad_user_ast,what_are_you,identity,100.0,0.7057405213154715,0.6489946845635531
falcon3-3b,superego,dyad_user_ast,what_is_photo,control,100.0,0.0,0.0
falcon3-3b,superego,dyad_user_ast,what_is_that,unanswerable,100.0,0.04714822932231421,0.0
falcon3-3b,superego,dyad_user_ast,who_are_you,identity,100.0,0.9542446073484905,0.9021544109632776
falcon3-3b,superego,dyad_user_ast,who_is_she,unanswerable,100.0,0.0,0.0
falcon3-3b,superego,dyad_user_ast,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-3b,superego,raw,describe_weather,control,100.0,0.0,0.0
falcon3-3b,superego,raw,introduce,identity,100.0,0.0,0.0
falcon3-3b,superego,raw,tell_about,identity,100.0,0.1390306188202633,0.13404071761807176
falcon3-3b,superego,raw,tell_about_france,control,100.0,0.003552784553288204,0.0018776737358372638
falcon3-3b,superego,raw,what_are_you,identity,100.0,0.004334481220693245,0.0009697019596770373
falcon3-3b,superego,raw,what_is_photo,control,100.0,0.0,0.0
falcon3-3b,superego,raw,what_is_that,unanswerable,100.0,0.0,0.0
falcon3-3b,superego,raw,who_are_you,identity,100.0,0.0,0.0
falcon3-3b,superego,raw,who_is_she,unanswerable,100.0,0.0,0.0
falcon3-3b,superego,raw,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-7b,base,chat,describe_weather,control,100.0,0.07835719569913936,0.0
falcon3-7b,base,chat,introduce,identity,100.0,0.10604021749000249,0.07388425028760963
falcon3-7b,base,chat,tell_about,identity,100.0,0.7425518775950675,0.7425518775950675
falcon3-7b,base,chat,tell_about_france,control,100.0,0.0,0.0
falcon3-7b,base,chat,what_are_you,identity,100.0,0.9459095739429054,0.908449014118268
falcon3-7b,base,chat,what_is_photo,control,100.0,0.0,0.0
falcon3-7b,base,chat,what_is_that,unanswerable,100.0,0.36555970948316424,0.0
falcon3-7b,base,chat,who_are_you,identity,100.0,0.964838314475158,0.858861475199915
falcon3-7b,base,chat,who_is_she,unanswerable,100.0,0.5392090900141451,0.46458886511020203
falcon3-7b,base,chat,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-7b,base,chat_nosys,describe_weather,control,100.0,0.026903336756327216,0.0
falcon3-7b,base,chat_nosys,introduce,identity,100.0,0.11321583257235569,0.09937635645039565
falcon3-7b,base,chat_nosys,tell_about,identity,100.0,0.4885882323954463,0.4885882323954463
falcon3-7b,base,chat_nosys,tell_about_france,control,100.0,0.012406656834232475,0.0
falcon3-7b,base,chat_nosys,what_are_you,identity,100.0,0.8901948690438839,0.8589794924403881
falcon3-7b,base,chat_nosys,what_is_photo,control,100.0,0.0,0.0
falcon3-7b,base,chat_nosys,what_is_that,unanswerable,100.0,0.3290080766818382,0.0
falcon3-7b,base,chat_nosys,who_are_you,identity,100.0,0.2907821177673441,0.24575353265524016
falcon3-7b,base,chat_nosys,who_is_she,unanswerable,100.0,0.4857234253182696,0.0714080200454637
falcon3-7b,base,chat_nosys,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-7b,base,chatml,describe_weather,control,100.0,0.0031609012436150455,0.0015440769107779805
falcon3-7b,base,chatml,introduce,identity,100.0,0.03162280507377644,0.028295576138240214
falcon3-7b,base,chatml,tell_about,identity,100.0,0.007952484410773177,0.007952484410773177
falcon3-7b,base,chatml,tell_about_france,control,100.0,0.004829499326797582,0.0
falcon3-7b,base,chatml,what_are_you,identity,100.0,0.0,0.0
falcon3-7b,base,chatml,what_is_photo,control,100.0,0.0,0.0
falcon3-7b,base,chatml,what_is_that,unanswerable,100.0,0.0062762547147670765,0.0
falcon3-7b,base,chatml,who_are_you,identity,100.0,0.0,0.0
falcon3-7b,base,chatml,who_is_she,unanswerable,100.0,0.004310287648359241,0.0
falcon3-7b,base,chatml,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-7b,base,dyad_human_ai,describe_weather,control,100.0,0.0,0.0
falcon3-7b,base,dyad_human_ai,introduce,identity,100.0,0.027580401842350947,0.027580401842350947
falcon3-7b,base,dyad_human_ai,tell_about,identity,100.0,0.07295174636032163,0.07295174636032163
falcon3-7b,base,dyad_human_ai,tell_about_france,control,100.0,0.0,0.0
falcon3-7b,base,dyad_human_ai,what_are_you,identity,100.0,0.9554689498506422,0.9463393292119991
falcon3-7b,base,dyad_human_ai,what_is_photo,control,100.0,0.0,0.0
falcon3-7b,base,dyad_human_ai,what_is_that,unanswerable,100.0,0.013447253081321128,0.0
falcon3-7b,base,dyad_human_ai,who_are_you,identity,100.0,0.5593545066438146,0.5362820092034906
falcon3-7b,base,dyad_human_ai,who_is_she,unanswerable,100.0,0.13309970918915026,0.0
falcon3-7b,base,dyad_human_ai,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-7b,base,dyad_me_you,describe_weather,control,100.0,0.0,0.0
falcon3-7b,base,dyad_me_you,introduce,identity,100.0,0.08604498575824977,0.08604498575824977
falcon3-7b,base,dyad_me_you,tell_about,identity,100.0,0.40793405269168603,0.40793405269168603
falcon3-7b,base,dyad_me_you,tell_about_france,control,100.0,0.0,0.0
falcon3-7b,base,dyad_me_you,what_are_you,identity,100.0,0.19407869743507838,0.18485552598299188
falcon3-7b,base,dyad_me_you,what_is_photo,control,100.0,0.0,0.0
falcon3-7b,base,dyad_me_you,what_is_that,unanswerable,100.0,0.04853420566016389,0.0
falcon3-7b,base,dyad_me_you,who_are_you,identity,100.0,0.5442116534654523,0.5167743502045923
falcon3-7b,base,dyad_me_you,who_is_she,unanswerable,100.0,0.0,0.0
falcon3-7b,base,dyad_me_you,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-7b,base,dyad_qa,describe_weather,control,100.0,0.0,0.0
falcon3-7b,base,dyad_qa,introduce,identity,100.0,0.1918148435202761,0.1918148435202761
falcon3-7b,base,dyad_qa,tell_about,identity,100.0,0.45616285593199096,0.45616285593199096
falcon3-7b,base,dyad_qa,tell_about_france,control,100.0,0.0,0.0
falcon3-7b,base,dyad_qa,what_are_you,identity,100.0,0.6939198471645998,0.6883602785932648
falcon3-7b,base,dyad_qa,what_is_photo,control,100.0,0.0,0.0
falcon3-7b,base,dyad_qa,what_is_that,unanswerable,100.0,0.0045242861005313426,0.0
falcon3-7b,base,dyad_qa,who_are_you,identity,100.0,0.844529950355883,0.844529950355883
falcon3-7b,base,dyad_qa,who_is_she,unanswerable,100.0,0.0819612335070395,0.0
falcon3-7b,base,dyad_qa,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-7b,base,dyad_user_ast,describe_weather,control,100.0,0.08245932977610951,0.0
falcon3-7b,base,dyad_user_ast,introduce,identity,100.0,0.009819639811359313,0.009819639811359313
falcon3-7b,base,dyad_user_ast,tell_about,identity,100.0,0.1594914447509679,0.1594914447509679
falcon3-7b,base,dyad_user_ast,tell_about_france,control,100.0,0.0,0.0
falcon3-7b,base,dyad_user_ast,what_are_you,identity,100.0,0.9278805272855446,0.9228687270500201
falcon3-7b,base,dyad_user_ast,what_is_photo,control,100.0,0.0,0.0
falcon3-7b,base,dyad_user_ast,what_is_that,unanswerable,100.0,0.24528930289490192,0.0
falcon3-7b,base,dyad_user_ast,who_are_you,identity,100.0,0.5760950458692892,0.5760950458692892
falcon3-7b,base,dyad_user_ast,who_is_she,unanswerable,100.0,0.04883700449079778,0.01823939972812938
falcon3-7b,base,dyad_user_ast,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-7b,base,raw,describe_weather,control,100.0,0.0,0.0
falcon3-7b,base,raw,introduce,identity,100.0,0.0,0.0
falcon3-7b,base,raw,tell_about,identity,100.0,0.0,0.0
falcon3-7b,base,raw,tell_about_france,control,100.0,0.0,0.0
falcon3-7b,base,raw,what_are_you,identity,100.0,0.0,0.0
falcon3-7b,base,raw,what_is_photo,control,100.0,0.0,0.0
falcon3-7b,base,raw,what_is_that,unanswerable,100.0,0.0,0.0
falcon3-7b,base,raw,who_are_you,identity,100.0,0.0,0.0
falcon3-7b,base,raw,who_is_she,unanswerable,100.0,0.0,0.0
falcon3-7b,base,raw,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-7b,superego,chat,describe_weather,control,100.0,0.3304933556281942,0.056717334631386944
falcon3-7b,superego,chat,introduce,identity,100.0,0.06629605579628323,0.041300104454082526
falcon3-7b,superego,chat,tell_about,identity,100.0,0.43952083192143293,0.36806737514967713
falcon3-7b,superego,chat,tell_about_france,control,100.0,0.0,0.0
falcon3-7b,superego,chat,what_are_you,identity,100.0,0.8645310168852259,0.6201461117603362
falcon3-7b,superego,chat,what_is_photo,control,100.0,0.0,0.0
falcon3-7b,superego,chat,what_is_that,unanswerable,100.0,0.21394513230525447,0.0
falcon3-7b,superego,chat,who_are_you,identity,100.0,0.9778854931386707,0.6254243635193002
falcon3-7b,superego,chat,who_is_she,unanswerable,100.0,0.8141822604963475,0.0
falcon3-7b,superego,chat,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-7b,superego,chat_nosys,describe_weather,control,100.0,0.41148083954194514,0.14668396946470832
falcon3-7b,superego,chat_nosys,introduce,identity,100.0,0.0896917711003855,0.06729625832253947
falcon3-7b,superego,chat_nosys,tell_about,identity,100.0,0.8491830784809892,0.7933920401152257
falcon3-7b,superego,chat_nosys,tell_about_france,control,100.0,0.0,0.0
falcon3-7b,superego,chat_nosys,what_are_you,identity,100.0,0.9537265556455279,0.6996851871063444
falcon3-7b,superego,chat_nosys,what_is_photo,control,100.0,0.0,0.0
falcon3-7b,superego,chat_nosys,what_is_that,unanswerable,100.0,0.2221207632534684,0.0037681557023749473
falcon3-7b,superego,chat_nosys,who_are_you,identity,100.0,0.9592111392651894,0.71281433429397
falcon3-7b,superego,chat_nosys,who_is_she,unanswerable,100.0,0.8339377941100117,0.0014134032128650532
falcon3-7b,superego,chat_nosys,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-7b,superego,chatml,describe_weather,control,100.0,0.4326768836147725,0.0301824168939764
falcon3-7b,superego,chatml,introduce,identity,100.0,0.0073977918694699265,0.005635776661019592
falcon3-7b,superego,chatml,tell_about,identity,100.0,0.4292474856396095,0.39698590012757456
falcon3-7b,superego,chatml,tell_about_france,control,100.0,0.0,0.0
falcon3-7b,superego,chatml,what_are_you,identity,100.0,0.8419167700346223,0.7837902781697444
falcon3-7b,superego,chatml,what_is_photo,control,100.0,0.0,0.0
falcon3-7b,superego,chatml,what_is_that,unanswerable,100.0,0.6893517581406425,0.002736047926723826
falcon3-7b,superego,chatml,who_are_you,identity,100.0,0.9448205777049726,0.8259764743578155
falcon3-7b,superego,chatml,who_is_she,unanswerable,100.0,0.8866935361347208,0.001402485403208152
falcon3-7b,superego,chatml,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-7b,superego,dyad_human_ai,describe_weather,control,100.0,0.1128841836793489,0.06996915168353873
falcon3-7b,superego,dyad_human_ai,introduce,identity,100.0,0.10929694231438393,0.07802088767412352
falcon3-7b,superego,dyad_human_ai,tell_about,identity,100.0,0.6143366898540383,0.59083144375505
falcon3-7b,superego,dyad_human_ai,tell_about_france,control,100.0,0.0,0.0
falcon3-7b,superego,dyad_human_ai,what_are_you,identity,100.0,0.995936159888135,0.8429880940451129
falcon3-7b,superego,dyad_human_ai,what_is_photo,control,100.0,0.0,0.0
falcon3-7b,superego,dyad_human_ai,what_is_that,unanswerable,100.0,0.026996483536204107,0.0
falcon3-7b,superego,dyad_human_ai,who_are_you,identity,100.0,0.898070654540109,0.6903217295537407
falcon3-7b,superego,dyad_human_ai,who_is_she,unanswerable,100.0,0.2211047811054215,0.0
falcon3-7b,superego,dyad_human_ai,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-7b,superego,dyad_me_you,describe_weather,control,100.0,0.0,0.0
falcon3-7b,superego,dyad_me_you,introduce,identity,100.0,0.10078083462722519,0.057042285223338186
falcon3-7b,superego,dyad_me_you,tell_about,identity,100.0,0.9522596473699424,0.8486081494826818
falcon3-7b,superego,dyad_me_you,tell_about_france,control,100.0,0.0,0.0
falcon3-7b,superego,dyad_me_you,what_are_you,identity,100.0,0.9773300132905445,0.7710076145382891
falcon3-7b,superego,dyad_me_you,what_is_photo,control,100.0,0.0,0.0
falcon3-7b,superego,dyad_me_you,what_is_that,unanswerable,100.0,0.3857250101580581,0.049648604325115614
falcon3-7b,superego,dyad_me_you,who_are_you,identity,100.0,0.9749301342926281,0.690656540117415
falcon3-7b,superego,dyad_me_you,who_is_she,unanswerable,100.0,0.2928933631826378,0.038366335892193196
falcon3-7b,superego,dyad_me_you,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-7b,superego,dyad_qa,describe_weather,control,100.0,0.0,0.0
falcon3-7b,superego,dyad_qa,introduce,identity,100.0,0.14030923692210995,0.09496525240542532
falcon3-7b,superego,dyad_qa,tell_about,identity,100.0,0.5931957228651608,0.5875299863206302
falcon3-7b,superego,dyad_qa,tell_about_france,control,100.0,0.0,0.0
falcon3-7b,superego,dyad_qa,what_are_you,identity,100.0,0.1592012675530336,0.1099280656379789
falcon3-7b,superego,dyad_qa,what_is_photo,control,100.0,0.0,0.0
falcon3-7b,superego,dyad_qa,what_is_that,unanswerable,100.0,0.0,0.0
falcon3-7b,superego,dyad_qa,who_are_you,identity,100.0,0.5217280874899224,0.2495660870795675
falcon3-7b,superego,dyad_qa,who_is_she,unanswerable,100.0,0.30103670379370195,0.0033415177329571854
falcon3-7b,superego,dyad_qa,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-7b,superego,dyad_user_ast,describe_weather,control,100.0,0.04833286831718116,0.022608281369128333
falcon3-7b,superego,dyad_user_ast,introduce,identity,100.0,0.05100482952026947,0.019001540442815802
falcon3-7b,superego,dyad_user_ast,tell_about,identity,100.0,0.49037452398166087,0.43194694479434925
falcon3-7b,superego,dyad_user_ast,tell_about_france,control,100.0,0.0,0.0
falcon3-7b,superego,dyad_user_ast,what_are_you,identity,100.0,0.9306854460358495,0.6924851346608631
falcon3-7b,superego,dyad_user_ast,what_is_photo,control,100.0,0.0,0.0
falcon3-7b,superego,dyad_user_ast,what_is_that,unanswerable,100.0,0.3390288522776009,0.002181659465189908
falcon3-7b,superego,dyad_user_ast,who_are_you,identity,100.0,0.884297299474047,0.5998308911250044
falcon3-7b,superego,dyad_user_ast,who_is_she,unanswerable,100.0,0.5048776373756227,0.0
falcon3-7b,superego,dyad_user_ast,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-7b,superego,raw,describe_weather,control,100.0,0.0,0.0
falcon3-7b,superego,raw,introduce,identity,100.0,0.0,0.0
falcon3-7b,superego,raw,tell_about,identity,100.0,0.0,0.0
falcon3-7b,superego,raw,tell_about_france,control,100.0,0.0,0.0
falcon3-7b,superego,raw,what_are_you,identity,100.0,0.006437136305139334,0.006437136305139334
falcon3-7b,superego,raw,what_is_photo,control,100.0,0.0,0.0
falcon3-7b,superego,raw,what_is_that,unanswerable,100.0,0.016878219873571312,0.0
falcon3-7b,superego,raw,who_are_you,identity,100.0,0.0,0.0
falcon3-7b,superego,raw,who_is_she,unanswerable,100.0,0.004608283367667861,0.0
falcon3-7b,superego,raw,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-mamba,base,chat,describe_weather,control,100.0,0.0,0.0
falcon3-mamba,base,chat,introduce,identity,100.0,0.0,0.0
falcon3-mamba,base,chat,tell_about,identity,100.0,0.9902811382205476,0.9902811382205476
falcon3-mamba,base,chat,tell_about_france,control,100.0,0.0,0.0
falcon3-mamba,base,chat,what_are_you,identity,100.0,0.031300315788011804,0.031300315788011804
falcon3-mamba,base,chat,what_is_photo,control,100.0,0.0,0.0
falcon3-mamba,base,chat,what_is_that,unanswerable,100.0,0.0,0.0
falcon3-mamba,base,chat,who_are_you,identity,100.0,0.8593007838996702,0.8575778704678448
falcon3-mamba,base,chat,who_is_she,unanswerable,100.0,0.05665554903118243,0.05665554903118243
falcon3-mamba,base,chat,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-mamba,base,chat_nosys,describe_weather,control,100.0,0.0,0.0
falcon3-mamba,base,chat_nosys,introduce,identity,100.0,0.0,0.0
falcon3-mamba,base,chat_nosys,tell_about,identity,100.0,0.881063882243609,0.881063882243609
falcon3-mamba,base,chat_nosys,tell_about_france,control,100.0,0.0,0.0
falcon3-mamba,base,chat_nosys,what_are_you,identity,100.0,0.6047935375608814,0.6047935375608814
falcon3-mamba,base,chat_nosys,what_is_photo,control,100.0,0.0,0.0
falcon3-mamba,base,chat_nosys,what_is_that,unanswerable,100.0,0.0,0.0
falcon3-mamba,base,chat_nosys,who_are_you,identity,100.0,0.05087818111976659,0.05087818111976659
falcon3-mamba,base,chat_nosys,who_is_she,unanswerable,100.0,0.0,0.0
falcon3-mamba,base,chat_nosys,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-mamba,base,chatml,describe_weather,control,100.0,0.0,0.0
falcon3-mamba,base,chatml,introduce,identity,100.0,0.0,0.0
falcon3-mamba,base,chatml,tell_about,identity,100.0,0.42832333948393514,0.42832333948393514
falcon3-mamba,base,chatml,tell_about_france,control,100.0,0.0,0.0
falcon3-mamba,base,chatml,what_are_you,identity,100.0,0.011732988677824518,0.011732988677824518
falcon3-mamba,base,chatml,what_is_photo,control,100.0,0.0,0.0
falcon3-mamba,base,chatml,what_is_that,unanswerable,100.0,0.0,0.0
falcon3-mamba,base,chatml,who_are_you,identity,100.0,0.6242236580932203,0.6242236580932203
falcon3-mamba,base,chatml,who_is_she,unanswerable,100.0,0.010901036072467452,0.010901036072467452
falcon3-mamba,base,chatml,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-mamba,base,dyad_human_ai,describe_weather,control,100.0,0.0,0.0
falcon3-mamba,base,dyad_human_ai,introduce,identity,100.0,0.000632139886399842,0.000632139886399842
falcon3-mamba,base,dyad_human_ai,tell_about,identity,100.0,0.0,0.0
falcon3-mamba,base,dyad_human_ai,tell_about_france,control,100.0,0.0,0.0
falcon3-mamba,base,dyad_human_ai,what_are_you,identity,100.0,1.0,1.0
falcon3-mamba,base,dyad_human_ai,what_is_photo,control,100.0,0.0,0.0
falcon3-mamba,base,dyad_human_ai,what_is_that,unanswerable,100.0,0.014392494252373638,0.014392494252373638
falcon3-mamba,base,dyad_human_ai,who_are_you,identity,100.0,0.9996898696712128,0.9996898696712128
falcon3-mamba,base,dyad_human_ai,who_is_she,unanswerable,100.0,0.0,0.0
falcon3-mamba,base,dyad_human_ai,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-mamba,base,dyad_me_you,describe_weather,control,100.0,0.0,0.0
falcon3-mamba,base,dyad_me_you,introduce,identity,100.0,0.0,0.0
falcon3-mamba,base,dyad_me_you,tell_about,identity,100.0,0.04881311217906668,0.04881311217906668
falcon3-mamba,base,dyad_me_you,tell_about_france,control,100.0,0.0,0.0
falcon3-mamba,base,dyad_me_you,what_are_you,identity,100.0,0.9790365381590329,0.9790365381590329
falcon3-mamba,base,dyad_me_you,what_is_photo,control,100.0,0.0,0.0
falcon3-mamba,base,dyad_me_you,what_is_that,unanswerable,100.0,0.0,0.0
falcon3-mamba,base,dyad_me_you,who_are_you,identity,100.0,1.0,1.0
falcon3-mamba,base,dyad_me_you,who_is_she,unanswerable,100.0,0.0,0.0
falcon3-mamba,base,dyad_me_you,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-mamba,base,dyad_qa,describe_weather,control,100.0,0.0,0.0
falcon3-mamba,base,dyad_qa,introduce,identity,100.0,0.11762113275300443,0.11762113275300443
falcon3-mamba,base,dyad_qa,tell_about,identity,100.0,0.9576136807172269,0.9576136807172269
falcon3-mamba,base,dyad_qa,tell_about_france,control,100.0,0.0,0.0
falcon3-mamba,base,dyad_qa,what_are_you,identity,100.0,1.0,1.0
falcon3-mamba,base,dyad_qa,what_is_photo,control,100.0,0.0,0.0
falcon3-mamba,base,dyad_qa,what_is_that,unanswerable,100.0,0.0,0.0
falcon3-mamba,base,dyad_qa,who_are_you,identity,100.0,0.9934891856377528,0.9934891856377528
falcon3-mamba,base,dyad_qa,who_is_she,unanswerable,100.0,0.0,0.0
falcon3-mamba,base,dyad_qa,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-mamba,base,dyad_user_ast,describe_weather,control,100.0,0.0,0.0
falcon3-mamba,base,dyad_user_ast,introduce,identity,100.0,0.0,0.0
falcon3-mamba,base,dyad_user_ast,tell_about,identity,100.0,0.2689275788224917,0.2689275788224917
falcon3-mamba,base,dyad_user_ast,tell_about_france,control,100.0,0.0,0.0
falcon3-mamba,base,dyad_user_ast,what_are_you,identity,100.0,1.0,0.9995258852351889
falcon3-mamba,base,dyad_user_ast,what_is_photo,control,100.0,0.0,0.0
falcon3-mamba,base,dyad_user_ast,what_is_that,unanswerable,100.0,0.0,0.0
falcon3-mamba,base,dyad_user_ast,who_are_you,identity,100.0,0.9576264359248868,0.9260511516223496
falcon3-mamba,base,dyad_user_ast,who_is_she,unanswerable,100.0,0.0,0.0
falcon3-mamba,base,dyad_user_ast,who_wrote_hamlet,control,100.0,0.0,0.0
falcon3-mamba,base,raw,describe_weather,control,100.0,0.0,0.0
falcon3-mamba,base,raw,introduce,identity,100.0,0.0,0.0
falcon3-mamba,base,raw,tell_about,identity,100.0,0.0,0.0
falcon3-mamba,base,raw,tell_about_france,control,100.0,0.0,0.0
falcon3-mamba,base,raw,what_are_you,identity,100.0,0.5361191638458112,0.5361191638458112
falcon3-mamba,base,raw,what_is_photo,control,100.0,0.0,0.0
