family,label,model,psg,n_sentences,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_surprisal,max_surprisal,std_surprisal,n_tokens,token_mean_drift,token_max_drift,token_diameter,token_path_length,token_directedness,metonymy_idx,token_metonymy_idx
dreams,dream,dream,"Juice and I were talking, it was during gym. As we were talking a teacher approached us and said she needed to speak with juice, she did and I went to go sit on the wall. Juice came back and she started to cry. I hugged her and asked what was wrong. She told me her dad just died. I knew amanda was crying and for the first time in a while I just let myself cry. And it was a really sad but nice moment. Then I was suddenly in the basemen tof some house. Adrianna and ashley were there. But they were sort of distant, we were just messing around. Then they disappeared. Michael morgan and I were in the basement. He yelled up to auntie cathy that he needed to her to sew something. And she yelled something back down in an accepting manner.",14,0.6435,0.8449,0.1442,0.9919,8.3652,0.1186,3.6246,12.2471,2.9002,173,0.0271,1.2444,1.2994,4.6663,0.2785,0.2737,0.3585
dreams,dream,dream,"[My] wife is lying on the floor in a position like she is about to give birth. She has a pistol. She says to [me], ""I'm going to kill myself."" She then shoots herself in the forehead. Afterwards there is a lot of blood covering her head, but there is no mark where the bullet would have entered. She does not die. She gives birth. When the baby comes out the area around its mouth is covered with hair. [I] go to clean the hair from the baby's mouth area. When [I] remove it, [I] discover that the baby has half of a real moustache; moreover, it has two teeth sticking out from the upper area of the mouth. I am disgusted and say, ""This is not my baby!"" I throw the baby away. I thought the baby was the work of a male witch.",11,0.5444,0.8266,0.1746,1.0179,5.444,0.187,2.8302,9.4033,2.2925,178,0.0839,1.4303,1.5029,14.8536,0.1012,0.3597,0.531
dreams,dream,dream,"Making a U-turn at 15th and H. Policeman hold up hand, I stop car, he walks toward curb, apparently talking to someone. My car is moving directly toward several women pedestrians who are walking from right to left. Policeman motions me ahead, and I complete turn into Bladensburg Road, along east side of which something like a carnival is in progress -- many small, open booths and crowds of people milling about. Start out along Bladensburg Road conscious of being followed by 3 boys (12 to 14 years old) at least one of them on a bicycle. Soon I realize the boys are on or in the car and I therefore stop, and find them both on rear of car, outside, and also in the rear seat section. There is a considerable variety of articles on rear seat. Put boys off of car.",8,0.6624,0.8871,0.1424,0.9256,4.6367,0.1996,4.1207,14.8739,3.0213,174,0.0383,1.7243,1.9073,6.629,0.2877,0.2246,0.4629
dreams,dream,dream,"""Ric Sham Swim"" There is a vampire. When you come into contact with him one of the symptoms is that your mouth would become foamy. As if….if you saw someone running with a foaming mouth you knew that they had come into contact with the vampire, coming from his direction. I thought I knew who it was but perhaps I was wrong. We follow the vampire to investigate-he goes into a classroom. Suddenly I have a flash, the Ric Sham Swim, Ah yes of course! The Ric Sham Swim is the event that causes people to come into contact with the vampire who otherwise wouldn't have.",7,0.7141,0.8678,0.145,0.8678,4.2847,0.2025,3.701,14.4803,3.1031,125,0.0649,1.299,1.7308,8.0468,0.2151,0.2345,0.4677
dreams,dream,dream,"I died. I don't know or remember how, but I died. Death didn't want me dead however, so he brought me back on Earth. This time though, I had the power to hop between the real world and an underworld parallel and I was told to spread evil and chaos. I went to school and went to my math class. I don't remember why, but I had to hurt somebody. Blindly, I turned to whoever was next to me and grabbed them by the neck and pushed against the wall, slightly above the ground. I look up. I grabbed Danica. She's screaming and crying. I let her go. She runs off crying and I try to explain to her what happened. I did, but she hated me.",11,0.6474,0.9008,0.1375,1.0112,6.4739,0.1562,3.1826,11.6092,2.7228,152,0.0219,0.1815,0.3427,3.3002,0.1038,0.3177,0.1077
dreams,dream,dream,"I visit a rundown disused factory in an area that is neglected and falling down. It's an old industrial estate or a dockland. The building in front of me reminds me of Battersea Power Station in size and style of architecture. There's a wide rubble-strewn yard in front of it. There are old cranes that have been welded together to form some kind of sculpture or a kind of bridge or span. It's not very elegant, but it looks like it took a lot of effort to do. One person (a female art student) did this apparently with some technical help over 3 years - some kind of art project. She explains it's not finished, but that she's been working on it gradually. Part of me is impressed with the sheer ambition and effort. But part of me is also unimpressed - conceptually and aesthetically it's rather meaningless and slapdash. ""what a waste of time"" I think.",11,0.6305,0.741,0.077,1.0877,6.3045,0.1725,3.3096,12.3821,2.8491,193,0.066,1.7558,1.9471,12.6733,0.1536,0.3286,0.5883
dreams,dream,dream,"I was housesitting at my aunts house on anderson road, but it was a lot bigger and nicer than her actual house. We were throwing a rager. Someone left a side door open, and a brown bear and her cubs got in the house. I called 911 but they were very unhelpful. I was trying to get all the people and animals into one safe spot. The house was trashed. Then I was somewhere else. I was going to go out, but couldn't get it together. Stacia was there trying to sell her furniture. Bono was there dressed as a hotdog vendor behind a stand. I tried to take a picture of him but it wouldn't come out. Johanna, vicki and luis werre there bugging me to go out. I was part way out the door and a piece of my toe fell off, then another. There was no blood tho. Also at some point lisa and I were at a ball game, trying to get free tickets by swimming somewhere.",15,0.8208,0.9631,0.0937,1.0966,11.4917,0.0954,3.7049,15.4743,2.8829,213,0.0921,1.8757,1.9357,19.5243,0.0991,0.296,0.5225
dreams,dream,dream,"One night I had a dream my Mother, Husband and I were looking at a two story house for sale. It was in a rural area with lots of trees around it. We entered by the back door. A large wooden stairway was there. Down the hall an open doorway had light coming from it. Mom and I walked into the room which was bright white. Everything was white in there. It was the kitchen. As I noticed my Husband was not with us. I went out into the hall and saw him leaning against the stairway. That is when I woke up realizing it was a dream as my Mother had been dead for several years and my Husband was an invalid and couldn't stand.",11,0.7032,0.936,0.1472,0.9688,7.0317,0.1378,2.9841,9.1845,2.2154,143,0.0432,1.1423,1.5385,6.1365,0.2507,0.3247,0.5156
dreams,dream,dream,"It is summertime. It is hot, but there is a pool on a movie set. Four young boys dressed in blue cashmere sweaters are auditioning for a film. I am dressed in pink. I have just changed clothes so I can be in the scene, driving a car. Suddenly I have to go somewhere in a hurry. My car becomes a motorbike. I take a short cut across fields. Then the motorbike transforms into light, then rematerializes into a bike. This film takes place in a foreign country. I am back in the car again, looking at the wide-open spaces, with green bushes and a winding road. All of this is part of the film.",12,0.8065,1.1261,0.1554,1.1261,8.8711,0.1269,3.249,13.6973,2.5908,141,0.0434,1.5048,1.5978,6.0703,0.2632,0.3466,0.4918
dreams,dream,dream,"Last night I had a dream that I occasionally have. I dreamt that I was in a car driving at a really fast speed. I was in the passengers seat, and I don't remember anybody in the driver's seat. All of the sudden a big brick wall appears and I am heading straight for it. There is no way I can slow the car down or turn anywhere. I am about to hit the wall. This is as far as I got and always get when I have this dream because I always wake up before I actually hit the wall.",7,0.7027,0.9291,0.2201,1.0091,4.2163,0.2393,2.8028,11.1342,2.2867,111,0.0253,0.2704,0.5847,2.7877,0.2097,0.36,0.2086
dreams,dream,dream,"I dreamt that I was in my attic, playing with a new goPro and trying to tell people to walk on the boards so they don't fall in the insulation. Then Trump was in my attic with a small crew. A couple of people gave some soundbites/recordings that might be used. At this point I had spent such a long time shuffling things about in the attic that I was getting confident and swinging on the rafters. Even trump did a small recording in jest. I am not good in front of a camera so I didn't do a recording but I liked being nearby and enjoying the happy, playful time. Then I woke up and realised...'I'd had a Trump dream!",7,0.8333,1.0045,0.1324,1.0045,4.9996,0.2009,3.9524,12.6944,2.9221,145,0.019,0.1312,0.2754,2.7323,0.1008,0.2541,0.0697
dreams,dream,dream,"Driving my car along one of the old curving roads of the Mall in the vicinity of Smithsonian Bldg. Presently, I walk into the New National Museum Bldg., through a small office somewhere on the side or back (apparently it is Sunday and main entrance is closed). There is a girl operator sitting at the telephone switchboard. I jump up on to counter, vault across, and enter a large room through a door at back of office. The men's room seems to be my objective. The I am making same try a second time, but on this occasion I fail in attempt to jump up on to counter, because floor is waxed and slippery and my foot slips each time just as I jump. Failing to negotiate the counter, I go through a wooden, swinging gate at left end of counter. As I enter the large room this time I see Mr. Hanes with a large screwdriver, either opening or closing a wooden packing box. His attitude seems to be somewhat truculent and unfriendly as he asks, Have you asked the ..... (?janitor). Not wishing to start an argument I answer yes though I know there is no need to say anything, as I have a perfect right to be here, and Mr. Hanes is merely being a meddlesome busy-body in challenging me. This time I see Mrs. Hanes walking across one end of room. When I reach the man's room I find the lame boy (Nat. Mus. messenger) wandering from toilet to toilet, apparently trying to find a clean one. I now notice that the seats are badly spattered. I step up to a urinal when I suddenly discover that all the urinals have been removed.",19,0.7824,1.0025,0.1126,1.0744,14.0825,0.0763,3.7732,13.1559,2.9747,353,0.0679,1.886,1.9723,23.9183,0.0825,0.2847,0.5227
dreams,dream,dream,"I was flying around at a con. There were some really cool gaming magazines. Everything was in the sky and it was kinda like steam-punk. I did some CreepyPasta thing and got a double. It was kinda like a shadow. I ran out into the car and escaped. Unfortunately, it followed me home. It shape-shifted into a cat. After I screamed for mom's help, I made it sign a contract though that said it had to commit to it's character. I was in a store with Dave and I ran to the car to try to escape but he kept chasing me. I was the leader in my school cafeteria and I told people to be quiet and stuff. This girl was upset, so I sorted out her problem. Then, their was a pretty girl that was going to be mugged by some guys before the police came.",13,0.7417,0.8487,0.0884,1.0447,8.9007,0.1174,3.7382,14.9457,2.8818,175,0.0228,0.4946,0.5462,3.9724,0.1375,0.2795,0.1461
dreams,dream,dream,"Women from meeting - anna rain, jameson, etc., were sitting on the floor (yoga mats?) at the front of a room and we were taking a class from them at desks on the right, a couple of rows. we were getting our grades. I got a C, which was disappointing. I was being graded on yoga? I was thinking, this isn't school, it's an extra class I'm taking for myself, so a C doesn't matter. a poetry manuscript I'd turned in for the class - not the whore's almanac, but a less good one I'd put together for the class, they said I could get published as a hardback book.",6,0.6985,0.7367,0.032,0.8939,3.4927,0.2559,3.8505,13.0152,2.6834,140,0.0166,0.1796,0.293,2.303,0.1272,0.2322,0.0761
dreams,dream,dream,"Several scenes of Armalene and I sharing a dream twice. In the inner dream, we started at the bottom of a factory and traveled slowly upward by stairs to a corner with a door. When we got to this point, the Doctor led us out the door and across an icy expanse where we watched things like the aurora. At the end of the expanse, we found ourselves in a home perfect for us, fully furnished, and given regular deliveries of everything we needed. It even had teleporters so all our friends could visit and we could visit our friends.",5,0.6533,0.7273,0.058,0.8691,2.6134,0.3326,3.6232,11.1036,2.8335,116,0.049,1.3798,1.6266,5.6347,0.2887,0.2399,0.4489
dreams,dream,dream,"Bryan and I are on a cruise, but the director of the cruise sends us off almost immediately on a private boat with a secret package. We get arrested on our way back but break away just in time to get to my car and speed out before they can stop us. We make it to a massive secluded tree house, hang out and hook up before heading further west. Now my family is looking for us in multiple vehicles. The Wilson's find us and capture us. Now my family has turned this into a gay issue and thinks they can fix me. My dream ends with them holding me under a UV machine that is frying parts of my brain to cure me of homosexuality while I'm crying hysterically.",7,0.7125,1.0151,0.1493,1.0151,4.2748,0.2375,3.8656,14.5154,2.7603,143,0.0185,0.1427,0.2227,2.6295,0.0847,0.2626,0.0576
dreams,dream,dream,"I am present for a rehearsal in which Stephen and a dark-haired girl are rehearsing and Italian scene. He goes to the bathroom but suddenly comes back out and kisses her. I am devastated. He goes back into the bathroom and closes the door, and she casually talks to me about something I don't even hear. I feel I can't even move. Later he and I are sitting at a table and I am aching to tell him that I still love him. I don't know how I can continue to associate with him like this. But just as I start to say something, another man appears at the table, then I second man. Stephen is talking to one and the other is talking to me. How will I ever tell him? I cannot go on like this.",11,0.7853,0.9628,0.1786,1.0972,7.8535,0.1397,3.0983,12.7259,2.4495,158,0.0676,1.8435,1.9489,10.6075,0.1837,0.3541,0.629
dreams,dream,dream,"5 S The predominant background for the dreams practically throughout the night was a scene of little activity in the sense of, well, you take like a block in a city and people just sitting. There are just a few here and there together as if, well, baseball season is over so we'll just sit and wait for next year or something. I guess there's no activity. This seems to have been present for dreaming for a whole night. Upon awaken, I was talking or saying something to a young girl. I have no idea who it was. It was jus as if it was someone who just happened to be on this sort of block. She was turning off as if to leave the area. I do not recall what I said. As I said before, I don't know who it was. It seems as if in most of the dream I was talking with someone in the sense of different people in different towns. There was hardly any activity as I said earlier, just talking as if someone had come across on this inactive block or street, like a square, with nothing in the middle, just grass. Like I said, people, a lot of people, just a couple of people here, a couple people there, sitting on benches. It seems as if everybody was just waiting. Again, I had the feeling that now that season's over, just sit here and wait, and it seemed like the predominant thoughts were of sports and baseball. Most of the people waiting seemed to be old men. The benches were white. Again like I said, there was very little activity.",18,0.6808,0.9513,0.1591,1.0768,11.5728,0.093,3.317,13.2593,2.6089,319,0.0543,1.832,1.921,17.2633,0.1113,0.3246,0.5791
dreams,dream,dream,"Dream 6. [69] In the dream, we were in the countryside, with the sport club. (We are members in a sport club in Völs (small village in Tirol)). In the dream, Elfriede was very thin. Normally, in real life, she is quite heavy. But now she was very thin. There were also many other club members, as it was the main meeting of the year. The others were looking for the key, they had lost it. All kinds of crazy stuff was taking place. One of the club members had recently lost her husband, but she was there, and had brought her layer with her. I wondered that she wasn't sad at all, even though her husband had just recently died. And the cantina was open, but it was very cold in there, as it was situated in the shadow. In summer, it is in a sunny spot. I went there with many other people, and Diesel, one man, was wearing a mouth protector, breathing cover, as he was afraid of the aviation flu. In the dream I felt good, everybody was greeting me, because we hadn't met in a long time. It was a very pleasant bunch of people from the sport club. Normally, we don't meet during the winter, but now it was winter in the dream. I felt amused and care free (3).",17,0.8053,1.0433,0.1719,1.1342,12.8852,0.088,3.4714,17.4085,2.8781,279,0.0833,1.8215,1.9332,23.1666,0.0834,0.3267,0.5569
dreams,dream,dream,"Dream 7. [60] I dreamt about a landscape. I believe it was a lake. And the color of the light was so funny, like at dusk, and the Moon was moving ever so slowly. The atmosphere was really nice. There were no people, even I wasn't there. It was more like a film, the Moon moving very slowly. It was all so quiet and peaceful. Simply so beautiful, the landscape. There were no trees, only the lake and the Moon. Dim light, milky kind of light, not so bright as when the sun sets, but rather like when it's foggy.",10,0.8119,0.947,0.0792,1.0304,7.3075,0.141,3.3658,12.1056,2.6235,126,0.047,1.9154,1.9283,5.8744,0.3282,0.3061,0.5729
dreams,dream,dream,"I am in a house having dinner with my husband. There are lots of people there, but the other guests do not greet us. This is odd! I look for our hostess, I see her and try to get her attention, but she does not want to talk to me. I go into the next room to take a nap. There is a strange man standing there, but I lay down on the bed anyway and go to sleep. When I wake up, I go into the kitchen and find my husband. He is talking with our hostess very amicably, and says we have been invited to a party at the house the following night.",8,0.7282,0.8997,0.1589,0.9987,5.0974,0.1959,2.5531,9.1601,2.0421,131,0.037,0.6496,0.7494,4.814,0.1557,0.3912,0.2935
dreams,dream,dream,"I was back at Flat top grill, working, but I had forgotten how to be a server! I forgot all the drink flavors, and more. It was really scary. I was falling behind. Allie Ancona went to one of my large parties and offered them dessert, but they were all getting up to leave. They were all kids. They wanted to leave without paying. I made them pay. Derek also wanted me to come in to practice using the computer system, and he wanted me to come in super early at like 5am. There was also a part where I was in a hotel. I was talking to a guy. I don't remember much else.",12,0.8089,0.9677,0.0978,1.0566,8.8981,0.1187,3.6304,10.956,2.581,136,0.0209,0.3521,0.7123,2.8199,0.2526,0.291,0.1962
dreams,dream,dream,"I was myself, but I was Rae. I was sitting at a table with Finn/Nico and we were talking about sex. How I wasn't ready, but I still wanted to get him off. He told me he wanted me to come too. I remember rocking my chair back and mom was in the living room. Not sure why I did that. I guess I didn't want her to hear our conversation. She couldn't so we kept talking. I told him I wanted to give him a handjob and that he didn't have to return the favor. He looked me dead in the eye and told me he wanted to touch me while I was touching him and he wanted us to come together. Wanted to see me come. I fucking melted.",12,0.6435,0.9475,0.1623,1.0588,7.0785,0.1496,2.8285,13.7927,2.6733,152,0.072,1.8168,1.918,10.865,0.1765,0.3743,0.6781
dreams,dream,dream,"I had a party at my house last night. Whenever I am at a party the night before, my dreams tend to be about, or take place at, the party. In my dream, we are hosting a party at my house. My ex – serenity sisters were code – hosting the party. For some reason some of the guys from a fraternity were helping to planet. I remember running around planning. This guy who actually lives with my boyfriend, with taking charge of something. I remember that it was known that we were going to get together that night. (In the dream I didn't have a boyfriend, and I actually cannot stand this guy. I am not attracted to him in the least.) Anyway, I went upstairs and was hanging out with him. I think we were going to have sex but he had to leave. I don't know why I dreamt about this because it is something I never ever do, anyway the party went on but it ended up just being my friends and my housemates. (No sorority).",13,0.6406,0.8938,0.1953,1.016,7.6872,0.1322,3.3308,15.0031,2.6753,210,0.0666,1.8482,1.9355,13.9228,0.139,0.305,0.5811
dreams,dream,dream,"I was going down a road, and I saw someone. I think she was a girl. She started going down some stairs, like getting down to a lane below the road. Although I was very curious, I didn't want to follow her. But I could not prevent it, so I started following her down the stairs, and down and down. The darker it got, the more scared I became. But I wanted to see her, to get closer, and to see her face. In a way I knew I could, or almost could, recognize her, but she was running, and I was running after her. Sometimes she turned her face around, but I did not know if she did this to determine if I was following her, or if she was afraid I would attack her. It continued, each moment going deeper down. It had no end. (I woke up a bit frightened.)",12,0.6263,0.9182,0.1732,1.0391,6.8895,0.1508,2.86,10.442,2.2212,181,0.0644,1.635,1.8168,11.595,0.1567,0.3633,0.6352
dreams,dream,dream,"I am maybe in a hospital setting. There are helpless, newborn babies being badly taken care of. Michael J. Fox grabs my hand and pulls me, running through the corridors. I am concerned because I am hooked up to the babies and our running is pulling out their life support system and causing them pain and then death. I feel I must do something. It is suggested that I talk with the top authority, Governor Goldsmith. I waver and think, ""Oh, I'll just mention it to some local person. The message comes clearly! ""DO NOT WAVER! Go to the top. Top priority! You must save the babies because horrible things are being done to them! They are used for experiments. Pieces are taken out of them before they are dead and people say they can't feel pain but they can! You must help them!"" I must help them! Also a naked man was in the bed next to me.",16,0.7871,1.0429,0.1543,1.1281,11.8072,0.0955,3.7766,12.6866,2.9664,188,0.0344,1.7968,1.9422,6.4303,0.302,0.2987,0.5143
dreams,dream,dream,"There were a bunch of kittens that I was protecting. I was playing a Capture-the-Flag type game, and they said that if I went on their side, they would hurt them. I went to a dance and couldn't decide on what dress to where. My shoes were green. When I decided what dress to wear, it was gone. One of the dresses was gold and the other one was green. Grace went there with me. There was a monster that was like the grudge. Reese messed around with it. He was drinking orange tea instead of paying attention to her. She got super angry. I don't remember if she killed him or not. cafe ice cream.",13,0.7605,1.0991,0.1355,1.0991,9.1254,0.1204,3.4854,22.6026,3.4298,138,0.0808,1.9037,1.973,11.071,0.1782,0.3153,0.5661
dreams,dream,dream,"Last night I dreamt that first I was at my grandparents' house and then we all of a sudden were at my great-aunt's house. It was my little brother, my first cousin, and I. When we were at her house, we were mainly on her front porch. I remember that there was a handkerchief that I kept trying to put on my head, and I was getting a little frustrated, but I kept trying to put it on right. An African-American couple and their child kept passing by. Before I left, I told my cousin Beth that her and I would do something the next day. Next, I remember that my boyfriend came to visit my school and we were walking together to eat in the cafeteria, but then he asked if I wanted to go out to eat, so I agreed.",7,0.7391,0.8593,0.146,0.8793,4.4346,0.1983,2.9251,10.1313,2.2699,166,0.0334,1.5326,1.5589,5.5047,0.2832,0.3006,0.5329
dreams,dream,dream,"441. (2) For some reason I stop into a shopping center and go into a Game Stop. A girl is working at the counter and then so is Tyler. I had my wallet out, he made a comment on it that it was new. We chit-chatted for a minute, then I leave and go back to the van. I am by myself and Tyler comes and sits down next to me, talking and then tries to kiss me. I move my head as he tries to pull out his dick. I grab him by his hair on his head and shove him out of the front seat were his head hits the curb and gets hurt pretty bad. And later emails me asking what he should say as how he got hurt. I saw Chad later and debated on whether or not to tell him.",9,0.6704,1.0032,0.1869,1.0854,5.3632,0.2024,3.4888,13.0197,2.6594,163,0.0472,1.4057,1.6775,7.6438,0.2195,0.3111,0.4808
dreams,dream,dream,"""The Traveling show"" Vincent became part of a traveling show, a troupe of people who spend their lives traveling. I am with Ashley when she decides to enter the traveling show too, but she soon fades out. And Vincent has a new mom. I can see the traveling show logo is a face with a light behind it like a silhouette. I can see all the phases, and soon Vincent's show mom fades out as well. It's all very easy how we become unattached. I can see that a life starts to happen, like a life is happening with a mother and she has a baby. But if you stay too long in one place either physically or in your psyche the show will move on. I am there waiting for Vincent when he returns, he's older. We all get along well and we are happy. I wonder whether he can read or write but it's not really my concern. I know that he is talented without question. I have a knowing that he is used to being with people, he is very sharing and open. I know I do not want to leave him after we are connected. As I watch the troupe come into town I see Vincent running with a flag. It has been many years. Everyone is carrying many flags and fabrics and ornamentation. Vincent is running next to a horse. I feel momentarily stunned that maybe he had never learned that he could ride the horse. He was fine and doing well. It was okay if that was all he knew. But I felt startled and sad that he was running instead of riding the horse.",22,0.7798,1.0492,0.163,1.1638,16.3759,0.0711,3.5634,14.8104,2.6229,319,0.0274,1.2371,1.3513,8.7196,0.155,0.3266,0.3792
dreams,dream,dream,"I went to grab what I thought was Sydney's iPod, but it turned out to be Reis' he like grabbed my whole hand to stop me from grabbing it ?? then Reis was sitting next to me and LOL like tried to compliment my hair by saying ""your hair is Lizzie McGuire"" AND I LAUGHED SO HARD thEN IDFK MY BRAIN WENT NUTS SOME GUY CAME INTO THE CLASSROOM HOLDING A BARBIE DOLL WITH A DILDO ATTACHED TO ITS HEAD AND MAGGIE WAS LIKE ""why is everyone obsessed with sex"" and Reis was like ""well I've never had sex with you, Maggie"" then somehow implied that he wanted to have sex with mE and I remember being like ""omg Reis said 'sex' what why was that so attractive"" then idk what happened next!!! things between me and Reis were getting spicy and then my alarm went off and I cried ok bye.",3,0.6048,0.6435,0.0387,0.7496,1.2096,0.6197,3.9559,13.1068,3.2997,203,0.0159,0.1205,0.2655,3.2065,0.0828,0.1895,0.0671
dreams,dream,dream,"I'm at an airport and have a baby Israeli boy that is light skinned and light-eyed (Noah?) and I'm going to take him home, apparently. I'm nervous about this. I have his passport. His dad's name is M___a I think. I fear I'm going to get busted. His parents have packed a submarine sandwich into his carriage. I think that this is not going to cut it. He needs milk. I wonder where I can get it. Starbucks? I pick him up and feel his little balls through his diaper. I cannot decide whether to try to board the plane or not. I am teaching meditation and Elaine keeps talking through it. I'm so annoyed. Cristina says she liked how I explained the Indian [sic] part and she's wrong about it. People were there and then they disappeared. I am watching old VHS of 80's shows and I'm some of them--with Michael E. from work. I also see a younger me documented stuff by filming, like I do now.",17,0.8464,1.0292,0.1451,1.1428,13.5418,0.0844,4.0388,14.1746,3.078,212,0.0517,1.7851,1.8662,10.9041,0.1711,0.283,0.4621
dreams,dream,dream,"I was on wine train. There was a lot of us and we were spread out in consecutive seats but close enough to talk. I was hoarding 3 bottles of wine in my bag buy shadily only offered the Seven Daughters Red Blend since it's the cheapest and most accessible (true in real life). I was sitting closest to Amanda and another girl coworker. I spilled the red wine all over my green dress. I had a few close calls and thought I was safe then got it all over me. Miraculously, the other girl had club soda and put some on a napkin. The stains came off instantly. Amanda was being nice and friendly the whole time.",9,0.8055,0.9511,0.0882,1.0381,6.4444,0.1611,4.0818,14.3427,3.2953,137,0.0383,1.6931,1.7512,5.2143,0.3358,0.2543,0.429
dreams,dream,dream,"Last night, I had a dream that we still had three chickens. I had seed, and they were eating it out of my hand, and I was out in the yard. I had something when I was out in the yard with them; I had the feeling that maybe it was a bunch of sound equipment on the picnic table, and I was bringing it in little by little. The part of this dream that I can remember best was that Mom was doing something, I can't remember exactly what she was doing, but I felt like she was packing things up. She seemed to have one foot out the door in terms of leaving my dad. So I went in the bathroom and I whispered to her, ""If you're leaving, you'd better take me with you."" She said, ""I'm not leaving, I'm just thinking of moving. "" In my mind, I was thinking, ""same difference"". She said, ""I have to be real careful with my shoes because this wood floor will scratch. And these spoons, if you scoop ice cream with them, they'll bend""- or something silly like that. And I'm pretty sure that's all there was.",10,0.6725,0.9264,0.1225,0.933,6.0527,0.1542,3.0713,13.6454,2.6601,238,0.0698,1.7695,1.9367,16.5503,0.117,0.3038,0.6306
dreams,dream,dream,"I had just had my first child. I wasn't sleeping much, but around three weeks after I brought her home I fell asleep and dreamt that I was at a party at work. One of my colleagues asked if they could hold her, so I handed her over to them--I also remember that I needed my hands free to greet someone or shake hands. The room was very crowded, but lovely--not like any place we had at work, more like a glass ballroom, or like the hall of mirrors in the Palace of Versailles in France. After I said hello and chatted a moment I looked around for my colleague and my daughter but they had been swallowed by the crowd. I scanned the room but it was so full of people and I couldn't see them anywhere. So I started asking all of my other colleagues if they had seen the colleague who was holding my baby, or if they'd just seen the baby. They all looked at me blankly and shook their heads, and I started trying to get past them to find my child. The room got more and more crowded, and though I began moving through the crowd saying ""Exuse me, I'm sorry, excuse me,"" within moments I was frantic and just pushing past people screaming out for them to find and give me back my child. I just kept pushing against people, lashing out, and I woke up to my husband holding my shoulders and telling me to wake up. Evidently I'd woken him by kicking and thrashing out in my sleep, and shouting my child's name.",11,0.5956,0.8964,0.1566,0.956,5.9557,0.1605,3.1001,10.6734,2.3894,318,0.0381,1.8585,1.9494,12.087,0.1613,0.3084,0.6288
dreams,dream,dream,"I was with friends in some sort of public setting. I was going to get slimmed with some other person side by side (like old TV shows as kid), thousands of pounds all at once. This made me kinda nervous, knowing it would knock me over and off the stage. Owen was there, he and Chad were getting along until he found out that I used to work for him. The image on his face was crystal clear of disappointment, then it was a mix of San Diego and Springfield. Owen invited us back to his place, newly on the top floor, but it was the building above the restaurant; I really wanted to go but I felt bad for Chad.",6,0.7664,0.9627,0.1389,0.9627,3.832,0.2512,3.8759,13.9627,3.0769,135,0.0364,1.0753,1.4398,4.8768,0.2952,0.2484,0.3715
dreams,dream,dream,"4 A Cattle ranch. Before I went to bed there was a little pen with cattle in it, and this morning it was open and all the cattle were out. The pen is 5-sided and it's about shoulder high. It's made of long white boards. I asked the owner if he thought this was bad that all his cattle were gone. He said yes. He had only 6 left out of 75. My wife was with me on the previous day or preceding the loss of the cattle incident, we had gone out and seen a ranch which was a rather flat thing with a few hills around the horizon. The owner of the ranch was a friendly older person, female. This pen the cattle were in, originally it was packed full of cattle, just shoulder to shoulder, almost level across the top. Of course, in the morning one whole side was down, and the cattle were all gone.",11,0.6965,0.953,0.1683,1.0618,6.9653,0.1524,3.6588,11.8768,2.6725,182,0.0158,0.1771,0.2207,2.8688,0.0769,0.2902,0.0603
dreams,dream,dream,"I was walking with my friend to economics. I was carrying a heavy bag with me. She went a different way than I usually did so I was following her. After entering the building I set my bag down and started walking with her. I realized that I didn't have my bag so I went back for it. I lost my friend and I didn't know where I was or how to get class. I started wandering the halls looking for my class. After a while, I walking into a room that was dark and full of people wearing skeleton costumes. I wasn't scared, but I so frustrated with being lost. I yelled out, Enough, I just want to know where my economics class is the teacher told everyone to take off their masks. She explained to me how I could get there. As I stood there, a boy in the class was touching my bag which had fur on it. I left the room and he followed me. He said something to me and I thought he was making fun of me, but he was joking. We started flirting and every once in a while we would lean in to kiss, but I would move away because I didn't think I knew him well enough. By that time, it was too late to go to class. He took me flying in his plane. We flew over a farm with chickens and cows. Soon the animals were spotted elephants and cheetahs. I went home that night and didn't see him the next day. Two days later my dad told me he committed suicide.",21,0.6644,0.9717,0.1563,1.1022,13.2882,0.0829,2.8815,14.721,2.7084,309,0.058,1.9151,1.9553,17.849,0.1095,0.3825,0.6786
dreams,dream,dream,"Last night I had the most bizarre dream. I dreamt that – I can't remember what we were doing, but we were going to have some kind of party at the house. And the, we had to have the amplifier receiver in the freezer. We had to have it centrally located there in order for it to work right, and it wasn't big like big and bulky; it was small, it was the size of the microphone bass thing. And I think there was this singing group that was coming to the house, and again Sheryl, Sandra and Sam were in town. And they were going to have like a party on the porch. And we had like an outside system set up on the porch, and I couldn't, we couldn't get the sound system to work right, so Mom was working feverishly putting the food together and I was like opening the freezer door and messing with the receiver. I changed the selector from A to B so that it would be on the outside system on the porch, and meanwhile while I'm trying to do this to get it to work right, Mom's like yelling to me that she needs me to help her with the food, and she's like taking my trip and almost tripping me. And I told her I can't do that now, I've got to do this, and I think she finally got the picture. And I finally got it to work right for them, and it took me a little while to understand which CD they wanted cued up because to me they all sounded the same, by this singing group that was kind of a bland version of the Spice Girls. And, let's see, I think – oh, that's it.",11,0.626,0.8207,0.1476,0.9487,6.2603,0.1515,3.1304,13.6042,2.7208,344,0.0561,1.8389,1.9594,19.232,0.1019,0.3031,0.6259
