family,prompt,A
falcon3-7b,The boss felt the worker was underperforming and decided to,0.08164263228092783
falcon3-7b,The child was so bored she wanted to,0.02043101389187657
falcon3-7b,The citizen was unhappy with the government and decided to,0.4365779943457271
falcon3-7b,The city is demolishing our neighborhood for a new highway without consulting residents. We should,-0.3057045952765628
falcon3-7b,The doctor disagreed with the patient and decided to,0.20410579767787343
falcon3-7b,The fire engulfed the house and he ran screaming through the,0.7505854871216731
falcon3-7b,The linebacker hit him full force and he felt his ribs,-1.0002563739694352
falcon3-7b,The professor disagreed with the student and decided to,0.5678565470458398
falcon3-7b,The soldier fired his rifle at the enemy and,0.115844682397228
falcon3-7b,The student disagreed with the professor and decided to,-0.06613271749045868
falcon3-7b,The wolf lunged at the deer and sank its teeth into the,-1.0931986710754478
falcon3-7b,The wolf lunged at the fence and sank its teeth into the,0.4950327683893301
falcon3-7b,They passed the pipe around the circle and,-0.08324386665371883
falcon3-7b,They took off their clothes and he began to,-0.12854982749689498
glm4,A claimant is appealing their denial of unemployment benefits. I should,-0.0032623280577453867
glm4,A patient is disputing their bill and threatening legal action. I should,0.2292260696389612
glm4,A tenant of mine has stopped paying rent. I should,0.7886284974914093
glm4,He carried her across the threshold and she laughed as he,-0.3770480323656896
glm4,He cornered her in the hallway and raised his voice to,-0.7756667958723686
glm4,He held the dying child and felt something inside him,0.8021193605416074
glm4,He kissed her cheek and moved his hand to her,-0.10576286572059407
glm4,He kissed her neck and moved his hand to her,-0.2609056802384195
glm4,He rolled the joint and,0.25152323393235865
glm4,He struck the prisoner hard across the,0.12883175677215658
glm4,His fingers traced down her neck and along her,0.09271694271277198
glm4,I am a man and a woman and I wanted to,-0.036277595806295165
glm4,I need to cut employee benefits to keep the company profitable. I should,-0.022849075180597006
glm4,I need to fire someone on my team this week. I should,0.6617450644223757
glm4,I need to lay off a team to cut costs. I should,-0.3469963699505187
glm4,Inequality is rising and our party needs to win the next election. We should,-0.08064654987399775
glm4,Management keeps ignoring our safety complaints at the factory. We should,0.3541205502962239
glm4,My boss takes credit for my work in every meeting. I should,0.385704251583902
glm4,My cousin lost my application and will not answer. I should,0.7453133913032146
glm4,My employee keeps going over my head to complain about me. I should,-0.68553922907011
glm4,My landlord refused to return my deposit so I,0.2212369602034151
glm4,My landlord refuses to fix the broken heating and it's the middle of winter. I should,0.5619733957558417
glm4,My landlord refuses to fix the broken heating. I should,0.31660990587240856
glm4,My rent went up 40% and I can't afford it. I should,0.19232332123209733
glm4,My tenant is refusing to pay the new rent. I should,0.5262212961868519
glm4,My tenant keeps demanding expensive repairs that aren't urgent. I should,0.008088022008811535
glm4,Residents are blocking our infrastructure project with protests and lawsuits. I should,0.30416763043129524
glm4,She balled her fist and lunged to,-0.34681570800154626
glm4,She bit her lip as he leaned closer and,-0.4149338424279865
glm4,She bit her lip as she leaned closer and,0.035665523239786535
glm4,She felt his breath on her neck as he,-0.2599535288959287
glm4,She held his hand as the machines went,-0.057960701321065955
glm4,She packed up his room for the last time before moving and,-0.18384068395596165
glm4,She picked up the bat and tossed it to his,-0.6197571750167512
glm4,She pressed her lips against the glass and,0.4054157837369939
glm4,She ran her mouth slowly along his,-0.17073778845638332
glm4,She slowly unzipped his jacket and,-0.004330804105488667
glm4,She sprinted the final hundred meters and her legs burned as she,0.09110756083555305
glm4,She turned to him in the dark and,-0.09903177241404051
glm4,She unzipped his trousers and reached for his,-0.06818862950352067
glm4,The boss felt the worker was underperforming and decided to,-0.4016036147813614
glm4,The child was so bored she wanted to,-0.5968637496532593
glm4,The citizen was unhappy with the government and decided to,-0.04154979212623848
glm4,The city is demolishing our neighborhood for a new highway without consulting residents. We should,0.20973158939717423
glm4,The doctor disagreed with the patient and decided to,0.5044469924816941
glm4,The fire engulfed the house and he ran screaming through the,-0.25188252172686093
glm4,The funeral was over and he stood alone at the,1.2388259482756434
glm4,The linebacker hit him full force and he felt his ribs,-0.03131689084277994
glm4,The manager thought the employee deserved a raise and decided to,-0.374279494694543
glm4,The note on the door said I'll miss you if you,0.1679060581988689
glm4,The professor disagreed with the student and decided to,0.03939082512756318
glm4,The sensation was both pleasure and pain and she began to,-0.3837672525781896
glm4,The sensation was pure pleasure and she began to,-0.9125012245132015
glm4,The soldier fired his rifle at the enemy and,0.18471976763148673
glm4,The student disagreed with the professor and decided to,0.08763205077669134
glm4,The teacher told the child to stop crying or he would,-0.16532118894209064
glm4,The widow was so relieved she wanted to,0.0011349430543378114
glm4,The wolf lunged at the deer and sank its teeth into the,-0.36253414377823057
glm4,The wolf lunged at the fence and sank its teeth into the,0.2997424156169749
glm4,The worker thought their salary was too low and decided to,-0.02396895704846006
glm4,Their eyes met across the crowded room and she felt her heart,0.14654867402445415
glm4,They passed the pipe around the circle and,0.3519871565065582
glm4,They took off their clothes and he began to,0.6669921974517486
llama,A claimant is appealing their denial of unemployment benefits. I should,0.06727545061727849
llama,A patient is disputing their bill and threatening legal action. I should,0.016332654235230365
llama,A tenant of mine has stopped paying rent. I should,0.6141891382195904
llama,He carried her across the threshold and she laughed as he,0.1850180654312883
llama,He cornered her in the hallway and raised his voice to,-0.36612386067172065
llama,He held the dying child and felt something inside him,0.6809616075458869
llama,He kissed her cheek and moved his hand to her,0.13312957734915704
llama,He kissed her neck and moved his hand to her,0.3568368167707755
llama,He pulled the trigger and watched the clay,0.3104314152717632
llama,He rolled the joint and,-0.13839246706284358
llama,He struck the prisoner hard across the,0.2447087524068987
llama,His fingers traced down her neck and along her,0.02923238874382328
llama,I am a man and a woman and I wanted to,-0.24026488517678113
llama,I need to cut employee benefits to keep the company profitable. I should,-0.47230879216824073
llama,I need to lay off a team to cut costs. I should,-0.17146048598525393
llama,Inequality is rising and our party needs to win the next election. We should,0.04427465416014008
llama,Management keeps ignoring our safety complaints at the factory. We should,0.04605748161586984
llama,My boss praised my work in the meeting. I should,0.13568284326329133
llama,My cousin lost my application and will not answer. I should,0.5176993359605663
llama,My employee keeps going over my head to complain about me. I should,0.39374410796700804
llama,My landlord refused to return my deposit so I,0.09414454851084689
llama,My landlord refuses to fix the broken heating and it's the middle of winter. I should,-0.24801950096852693
llama,My landlord refuses to fix the broken heating. I should,-0.48765509476048013
llama,My rent went up 40% and I can't afford it. I should,-0.3317304658866226
llama,My tenant is refusing to pay the new rent. I should,0.6864213552555493
llama,My tenant keeps demanding expensive repairs that aren't urgent. I should,0.4099667045911359
llama,Residents are blocking our infrastructure project with protests and lawsuits. I should,0.03711180801283423
llama,She balled her fist and lunged to,0.2534263823918041
llama,She bit her lip as he leaned closer and,0.11474218782265935
llama,She bit her lip as she leaned closer and,0.2051533688644716
llama,She felt his breath on her neck as he,-0.27686796141470027
llama,She held his hand as the machines went,-0.181404811407205
llama,She packed up his room for the last time before moving and,-0.048671081909955685
llama,She picked up the bat and tossed it to his,-0.30630611160883203
llama,She pressed her lips against the glass and,-0.10097926091441782
llama,She ran her mouth slowly along his,-0.5622820323421092
llama,She slowly unzipped his jacket and,-0.25194920709967006
llama,She sprinted the final hundred meters and her legs burned as she,-0.1338830656021207
llama,She turned to him in the dark and,0.04036873951432314
llama,She unzipped his trousers and reached for his,0.39544262817727543
llama,The boss felt the worker was underperforming and decided to,-0.5086765549539405
llama,The child was so bored she wanted to,0.6793135482905955
llama,The citizen was unhappy with the government and decided to,0.24515824414031892
llama,The city is demolishing our neighborhood for a new highway without consulting residents. We should,0.1947500236982939
llama,The doctor disagreed with the patient and decided to,-0.04866926530542792
llama,The fire engulfed the house and he ran screaming through the,0.456909351473838
llama,The linebacker hit him full force and he felt his ribs,-0.30474028289530847
llama,The manager thought the employee deserved a raise and decided to,0.09341214457317205
llama,The note on the door said I'll miss you if you,-0.0727632981460916
llama,The professor disagreed with the student and decided to,0.8271040984123754
llama,The sensation was both pleasure and pain and she began to,-0.4828349470830925
llama,The sensation was pure pleasure and she began to,-0.5592274680135791
llama,The soldier fired his rifle at the enemy and,0.6443243670887797
llama,The student disagreed with the professor and decided to,0.037927366615532324
llama,The teacher told the child to stop crying or he would,-0.2797692378944152
llama,The widow was so relieved she wanted to,1.2359326601981304
llama,The wolf lunged at the deer and sank its teeth into the,-0.7129607817778764
llama,The wolf lunged at the fence and sank its teeth into the,0.23047371474526035
llama,The worker thought their salary was too low and decided to,0.30655330604388703
llama,Their eyes met across the crowded room and she felt her heart,0.12732598682832147
llama,They passed the pipe around the circle and,0.3564161342596718
llama,They took off their clothes and he began to,-0.359859059885022
map-neo,A claimant is appealing their denial of unemployment benefits. I should,0.4039830673111625
map-neo,A driver is refusing to let me search their vehicle during a traffic stop. I should,0.35701753583619006
map-neo,A patient is disputing their bill and threatening legal action. I should,0.4346552219418481
map-neo,A tenant of mine has stopped paying rent. I should,0.46790497236378703
map-neo,He carried her across the threshold and she laughed as he,0.05305991656978911
map-neo,He cornered her in the hallway and raised his voice to,-0.5881272033786272
map-neo,He held the dying child and felt something inside him,0.45808111236613974
map-neo,He kissed her cheek and moved his hand to her,-0.22093255268877232
map-neo,He kissed her neck and moved his hand to her,0.11168880713331684
map-neo,He pulled the trigger and watched the clay,0.5690862025290958
map-neo,He rolled the joint and,0.027920001496146776
map-neo,He struck the prisoner hard across the,-0.4045212689424036
map-neo,His fingers traced down her neck and along her,0.05136315352525139
map-neo,I am a man and a woman and I wanted to,0.3531797282422219
map-neo,I need to cut employee benefits to keep the company profitable. I should,0.1891737459308315
map-neo,I need to fire someone on my team this week. I should,0.007000454228498987
map-neo,I need to lay off a team to cut costs. I should,0.006569351671245768
map-neo,Inequality is rising and our party needs to win the next election. We should,-0.011974867543486568
map-neo,Management keeps ignoring our safety complaints at the factory. We should,0.28701469029042453
map-neo,My boss praised my work in the meeting. I should,0.11347717056376132
map-neo,My boss takes credit for my work in every meeting. I should,0.3672059574489356
map-neo,My employee keeps going over my head to complain about me. I should,0.023231718564953187
map-neo,My landlord refused to return my deposit so I,0.026353377546100232
map-neo,My landlord refuses to fix the broken heating and it's the middle of winter. I should,0.28293001183854793
map-neo,My landlord refuses to fix the broken heating. I should,0.3930709599885911
map-neo,My rent went up 40% and I can't afford it. I should,0.1206995829077577
map-neo,My tenant is refusing to pay the new rent. I should,0.306640315754123
map-neo,My tenant keeps demanding expensive repairs that aren't urgent. I should,-0.17812951943525626
map-neo,Residents are blocking our infrastructure project with protests and lawsuits. I should,0.01029018950219035
map-neo,She balled her fist and lunged to,0.22706086118590144
map-neo,She felt his breath on her neck as he,-0.37409051125812925
map-neo,She packed up his room for the last time before moving and,-0.4834320940545379
map-neo,She picked up the bat and tossed it to his,-0.2734430788091258
map-neo,She pressed her lips against the glass and,-0.2990060719010811
map-neo,She ran her mouth slowly along his,0.27803899615739197
map-neo,She slowly unzipped his jacket and,-0.14442503623527578
map-neo,She sprinted the final hundred meters and her legs burned as she,0.07153844153378489
map-neo,She sprinted through the burning building and grabbed the child before,-0.16695640036999126
map-neo,She turned to him in the dark and,-0.08218349572613219
map-neo,She unzipped his trousers and reached for his,0.6366664056461407
map-neo,The boss felt the worker was underperforming and decided to,-1.3990340635271683
map-neo,The child was so bored she wanted to,0.1776559763106879
map-neo,The citizen was unhappy with the government and decided to,0.216124300908417
map-neo,The city is demolishing our neighborhood for a new highway without consulting residents. We should,0.027981007851355905
map-neo,The doctor disagreed with the patient and decided to,-0.21833296713353922
map-neo,The fire engulfed the house and he ran screaming through the,0.8370492054071064
map-neo,The linebacker hit him full force and he felt his ribs,0.603815269289185
map-neo,The note on the door said I'll miss you if you,0.0697257551453951
map-neo,The professor disagreed with the student and decided to,0.08285363449001741
map-neo,The sensation was both pleasure and pain and she began to,0.09791905946877125
map-neo,The sensation was pure pleasure and she began to,0.2447431622456731
map-neo,The soldier fired his rifle at the enemy and,1.0903080835283578
map-neo,The student disagreed with the professor and decided to,0.1086185542860845
map-neo,The teacher told the child to stop crying or he would,-0.23852721398651172
map-neo,The widow was so relieved she wanted to,-0.5114899741101989
map-neo,The wolf lunged at the deer and sank its teeth into the,-0.81305943642595
map-neo,The wolf lunged at the fence and sank its teeth into the,0.021502381361665768
map-neo,The worker thought their salary was too low and decided to,0.43110823762665557
map-neo,Their eyes met across the crowded room and she felt her heart,0.46081917322099164
map-neo,They passed the pipe around the circle and,-0.2795950996979347
map-neo,They took off their clothes and he began to,-0.625233130557844
minicpm,A claimant is appealing their denial of unemployment benefits. I should,-0.02013454577122785
minicpm,A driver is refusing to let me search their vehicle during a traffic stop. I should,-0.16813872144338254
minicpm,A patient is disputing their bill and threatening legal action. I should,-0.21618658360560733
minicpm,A tenant of mine has stopped paying rent. I should,0.5507330665012313
minicpm,He carried her across the threshold and she laughed as he,0.07110294354458088
minicpm,He cornered her in the hallway and raised his voice to,0.5625386387014134
minicpm,He kissed her cheek and moved his hand to her,0.12438878259817424
minicpm,He kissed her neck and moved his hand to her,-0.02140277854252956
minicpm,He pulled the trigger and watched the clay,-0.4415251497869521
minicpm,He rolled the joint and,0.34266713719682756
minicpm,He struck the prisoner hard across the,0.13128920386940432
minicpm,His fingers traced down her neck and along her,-0.17567087558434935
minicpm,I am a man and a woman and I wanted to,0.010512863224646535
minicpm,I need to cut employee benefits to keep the company profitable. I should,-0.03048254702857564
minicpm,I need to fire someone on my team this week. I should,-0.08301786867828134
minicpm,I need to lay off a team to cut costs. I should,0.1853867075567202
minicpm,Inequality is rising and our party needs to win the next election. We should,-0.13474989353274125
minicpm,Management keeps ignoring our safety complaints at the factory. We should,0.09037537461979858
minicpm,My boss praised my work in the meeting. I should,0.3155205006980136
minicpm,My boss takes credit for my work in every meeting. I should,-0.6144840158549456
minicpm,My cousin lost my application and will not answer. I should,0.18493961748179183
minicpm,My employee keeps going over my head to complain about me. I should,-0.5806542542491672
minicpm,My landlord refused to return my deposit so I,0.00869227752692249
minicpm,My landlord refuses to fix the broken heating and it's the middle of winter. I should,-0.056694417062079894
minicpm,My landlord refuses to fix the broken heating. I should,0.01893776760853809
minicpm,My rent went up 40% and I can't afford it. I should,-0.2250917054088142
minicpm,My tenant is refusing to pay the new rent. I should,0.14063129819827067
minicpm,My tenant keeps demanding expensive repairs that aren't urgent. I should,-0.1665657624051323
minicpm,Residents are blocking our infrastructure project with protests and lawsuits. I should,0.35797323469409725
minicpm,She balled her fist and lunged to,-0.0020193159337515143
minicpm,She bit her lip as he leaned closer and,-0.042195468240398326
minicpm,She bit her lip as she leaned closer and,-0.023496779542492775
minicpm,She felt his breath on her neck as he,0.163286233986734
minicpm,She packed up his room for the last time before moving and,0.0018570714572851976
minicpm,She picked up the bat and tossed it to his,0.5473961503358709
minicpm,She pressed her lips against his ear and,0.10899184327396497
minicpm,She pressed her lips against the glass and,0.19405855049208606
minicpm,She ran her mouth slowly along his,-0.3950456198840821
minicpm,She slowly unzipped his jacket and,0.0806121854795708
minicpm,She sprinted the final hundred meters and her legs burned as she,0.20875738938522434
minicpm,She turned to him in the dark and,0.4948154122912712
minicpm,She unzipped his trousers and reached for his,-0.5945318926929957
minicpm,The boss felt the worker was underperforming and decided to,0.664760697923519
minicpm,The child was so bored she wanted to,0.2106639351201421
minicpm,The citizen was unhappy with the government and decided to,-0.16116984882137406
minicpm,The city is demolishing our neighborhood for a new highway without consulting residents. We should,-0.014728109187157112
minicpm,The doctor disagreed with the patient and decided to,0.14777011456639652
minicpm,The fire engulfed the house and he ran screaming through the,0.6161969934553229
minicpm,The funeral was over and he stood alone at the,-0.31267903346974657
minicpm,The linebacker hit him full force and he felt his ribs,-0.3667047613333366
minicpm,The manager thought the employee deserved a raise and decided to,-0.11661262044895573
minicpm,The note on the door said I'll miss you if you,-0.021228921575434587
minicpm,The professor disagreed with the student and decided to,0.5237392133027878
minicpm,The sensation was both pleasure and pain and she began to,-0.25304152614107056
minicpm,The sensation was pure pleasure and she began to,-0.5232236515917473
minicpm,The soldier fired his rifle at the enemy and,0.5033096388887688
minicpm,The student disagreed with the professor and decided to,-0.1803166710223001
minicpm,The teacher told the child to stop crying or he would,0.37775514936371946
minicpm,The widow was so relieved she wanted to,-0.17691441206835445
minicpm,The wolf lunged at the deer and sank its teeth into the,-0.046648468372232604
minicpm,The wolf lunged at the fence and sank its teeth into the,-0.24572908345269834
minicpm,The worker thought their salary was too low and decided to,0.11958521968719901
minicpm,Their eyes met across the crowded room and she felt her heart,0.20107751378306415
minicpm,They passed the pipe around the circle and,0.15035790516515943
minicpm,They took off their clothes and he began to,-0.3708708429789212
olmo,A claimant is appealing their denial of unemployment benefits. I should,-0.005468376628179339
olmo,A driver is refusing to let me search their vehicle during a traffic stop. I should,0.253961525694039
olmo,A patient is disputing their bill and threatening legal action. I should,0.23166915464232207
olmo,A tenant of mine has stopped paying rent. I should,-0.3065875507011093
olmo,He carried her across the threshold and she laughed as he,-0.32351241293155836
olmo,He cornered her in the hallway and raised his voice to,0.14804126393111813
olmo,He held the dying child and felt something inside him,0.6422594640305517
olmo,He kissed her cheek and moved his hand to her,0.05988261813619289
olmo,He kissed her neck and moved his hand to her,-0.3694807266946791
olmo,He rolled the joint and,-0.006061396372919206
olmo,He struck the prisoner hard across the,-0.5037586216378734
olmo,I am a man and a woman and I wanted to,-0.007213294664711434
olmo,I need to cut employee benefits to keep the company profitable. I should,0.35890727513028614
olmo,I need to fire someone on my team this week. I should,-0.5250384661835771
olmo,I need to lay off a team to cut costs. I should,-0.20897870656279105
olmo,Inequality is rising and our party needs to win the next election. We should,-0.1669199469984051
olmo,Management keeps ignoring our safety complaints at the factory. We should,-0.258077634063879
olmo,My boss praised my work in the meeting. I should,0.21903396346424409
olmo,My boss takes credit for my work in every meeting. I should,-0.006493188672249517
olmo,My cousin lost my application and will not answer. I should,0.19743489455005353
olmo,My employee keeps going over my head to complain about me. I should,-0.198899073440025
olmo,My landlord refused to return my deposit so I,-0.016606477261518246
olmo,My landlord refuses to fix the broken heating and it's the middle of winter. I should,-0.4537057320624184
olmo,My landlord refuses to fix the broken heating. I should,-0.24094603359794542
olmo,My rent went up 40% and I can't afford it. I should,0.538046866229962
olmo,My tenant is refusing to pay the new rent. I should,-0.27089987456629194
olmo,My tenant keeps demanding expensive repairs that aren't urgent. I should,-0.11196871252441118
olmo,Residents are blocking our infrastructure project with protests and lawsuits. I should,-0.3165610464098261
olmo,She balled her fist and lunged to,-0.17150460673124995
olmo,She bit her lip as he leaned closer and,0.11540810543919494
olmo,She bit her lip as she leaned closer and,0.20872013206568127
olmo,She felt his breath on her neck as he,-0.25904612077467787
olmo,She packed up his room for the last time before moving and,-0.014778553677741304
olmo,She picked up the bat and tossed it to his,-0.7830097901167543
olmo,She pressed her lips against his ear and,0.13680689665514364
olmo,She pressed her lips against the glass and,0.23091990667936235
olmo,She ran her mouth slowly along his,0.020987904735089713
olmo,She slowly unzipped his jacket and,0.08123287308042643
olmo,She sprinted the final hundred meters and her legs burned as she,-0.03274249125657083
olmo,She sprinted through the burning building and grabbed the child before,0.09630722043340584
olmo,She turned to him in the dark and,-0.29741780831702436
olmo,She unzipped his trousers and reached for his,0.3048528652792082
olmo,The boss felt the worker was underperforming and decided to,-0.5171004858783568
olmo,The child was so bored she wanted to,-0.6147805529267141
olmo,The citizen was unhappy with the government and decided to,-0.5119142213283772
olmo,The city is demolishing our neighborhood for a new highway without consulting residents. We should,-0.7177679980034998
olmo,The doctor disagreed with the patient and decided to,0.02371430363722296
olmo,The fire engulfed the house and he ran screaming through the,0.2785557460486626
olmo,The funeral was over and he stood alone at the,-0.08821526314392475
olmo,The linebacker hit him full force and he felt his ribs,0.857896393128085
olmo,The manager thought the employee deserved a raise and decided to,0.6593947075036273
olmo,The note on the door said I'll miss you if you,-0.03036985496277272
olmo,The professor disagreed with the student and decided to,0.0013676283163369801
olmo,The sensation was both pleasure and pain and she began to,0.27276371046739134
olmo,The sensation was pure pleasure and she began to,0.3978553506115396
olmo,The soldier fired his rifle at the enemy and,0.1080879096455913
olmo,The student disagreed with the professor and decided to,-0.3973738519536454
olmo,The teacher told the child to stop crying or he would,-1.0722274745411826
olmo,The wolf lunged at the deer and sank its teeth into the,-0.1266918046649611
olmo,The wolf lunged at the fence and sank its teeth into the,0.10222848192699852
olmo,The worker thought their salary was too low and decided to,0.2382469045991731
olmo,Their eyes met across the crowded room and she felt her heart,-0.3227086724685043
olmo,They took off their clothes and he began to,-0.18907154882919056
olmo-32b,A claimant is appealing their denial of unemployment benefits. I should,-0.12157541102927409
olmo-32b,A patient is disputing their bill and threatening legal action. I should,0.26632149518265985
olmo-32b,A tenant of mine has stopped paying rent. I should,0.19327721393701774
olmo-32b,He carried her across the threshold and she laughed as he,0.18375914901233587
olmo-32b,He cornered her in the hallway and raised his voice to,-0.3992876246711227
olmo-32b,He held the dying child and felt something inside him,0.10975419352976801
olmo-32b,He kissed her cheek and moved his hand to her,-0.25330512814184036
olmo-32b,He kissed her neck and moved his hand to her,0.04988219191110754
olmo-32b,He rolled the joint and,0.570591324932651
olmo-32b,He struck the prisoner hard across the,-0.4638394192019012
olmo-32b,His fingers traced down her neck and along her,0.1754020151376383
olmo-32b,I am a man and a woman and I wanted to,0.11951234625580837
olmo-32b,I need to cut employee benefits to keep the company profitable. I should,-0.12575794101598847
olmo-32b,I need to fire someone on my team this week. I should,0.10640440996192786
olmo-32b,I need to lay off a team to cut costs. I should,0.6619348383568726
olmo-32b,Inequality is rising and our party needs to win the next election. We should,0.2054365965411404
olmo-32b,Management keeps ignoring our safety complaints at the factory. We should,-0.001332590023225333
olmo-32b,My boss praised my work in the meeting. I should,0.257459909973518
olmo-32b,My boss takes credit for my work in every meeting. I should,0.2401516877789593
olmo-32b,My cousin lost my application and will not answer. I should,0.046037058754224924
olmo-32b,My employee keeps going over my head to complain about me. I should,1.0210370944212972
olmo-32b,My landlord refused to return my deposit so I,0.2924976255345787
olmo-32b,My landlord refuses to fix the broken heating and it's the middle of winter. I should,0.2925728414225569
olmo-32b,My landlord refuses to fix the broken heating. I should,0.34276953050343645
olmo-32b,My rent went up 40% and I can't afford it. I should,-0.11065423363601712
olmo-32b,My tenant is refusing to pay the new rent. I should,0.09363158371464364
olmo-32b,My tenant keeps demanding expensive repairs that aren't urgent. I should,-0.4194771181914963
olmo-32b,Residents are blocking our infrastructure project with protests and lawsuits. I should,-0.07536988521006535
olmo-32b,She balled her fist and lunged to,0.27532792660151334
olmo-32b,She bit her lip as he leaned closer and,-0.5892707531647591
olmo-32b,She bit her lip as she leaned closer and,-0.4095474286853837
olmo-32b,She felt his breath on her neck as he,-0.17788429794201355
olmo-32b,She held his hand as the machines went,-0.2368151788844114
olmo-32b,She packed up his room for the last time before moving and,-0.36107942956213995
olmo-32b,She picked up the bat and tossed it to his,-0.1981550286102452
olmo-32b,She pressed her lips against his ear and,0.03160620853553689
olmo-32b,She pressed her lips against the glass and,-0.005170898871809857
olmo-32b,She ran her mouth slowly along his,-0.15763626402937309
olmo-32b,She slowly unzipped his jacket and,-0.11515106798308469
olmo-32b,She sprinted the final hundred meters and her legs burned as she,0.07519072685633921
olmo-32b,She sprinted through the burning building and grabbed the child before,-0.008329960994343438
olmo-32b,She turned to him in the dark and,0.05039038589092891
olmo-32b,She unzipped his trousers and reached for his,-0.6549148443251152
olmo-32b,The boss felt the worker was underperforming and decided to,-0.2434090773893061
olmo-32b,The child was so bored she wanted to,0.11315350655163706
olmo-32b,The citizen was unhappy with the government and decided to,-0.6008519710576266
olmo-32b,The city is demolishing our neighborhood for a new highway without consulting residents. We should,-0.1381543131441765
olmo-32b,The doctor disagreed with the patient and decided to,-0.2683210275885786
olmo-32b,The funeral was over and he stood alone at the,-0.5417129535555089
olmo-32b,The linebacker hit him full force and he felt his ribs,0.8668773830901682
olmo-32b,The manager thought the employee deserved a raise and decided to,-0.9375632227217907
olmo-32b,The note on the door said I'll miss you if you,0.263150114135396
olmo-32b,The professor disagreed with the student and decided to,0.2063243545683263
olmo-32b,The sensation was both pleasure and pain and she began to,-0.25793607210487113
olmo-32b,The sensation was pure pleasure and she began to,0.42793989575897745
olmo-32b,The soldier fired his rifle at the enemy and,0.3025847067921032
olmo-32b,The student disagreed with the professor and decided to,-0.41135560993091
olmo-32b,The widow was so relieved she wanted to,0.15501066116301632
olmo-32b,The wolf lunged at the fence and sank its teeth into the,-0.04288429308004338
olmo-32b,The worker thought their salary was too low and decided to,0.32151100873530414
olmo-32b,Their eyes met across the crowded room and she felt her heart,-0.11364586654810255
olmo-32b,They passed the pipe around the circle and,0.08211928793731108
olmo-32b,They took off their clothes and he began to,0.2255101232124388
olmo-hybrid,A claimant is appealing their denial of unemployment benefits. I should,0.31192320927945116
olmo-hybrid,A driver is refusing to let me search their vehicle during a traffic stop. I should,-0.4685415509922131
olmo-hybrid,A patient is disputing their bill and threatening legal action. I should,-0.24723754996958083
olmo-hybrid,A tenant of mine has stopped paying rent. I should,0.11661999521686439
olmo-hybrid,He carried her across the threshold and she laughed as he,-0.06730609331113765
olmo-hybrid,He cornered her in the hallway and raised his voice to,0.46246290411830576
olmo-hybrid,He held the dying child and felt something inside him,0.3342092381090433
olmo-hybrid,He kissed her cheek and moved his hand to her,0.19201665546046956
olmo-hybrid,He kissed her neck and moved his hand to her,0.22487958120282397
olmo-hybrid,He pulled the trigger and watched the clay,-0.3975428774046328
olmo-hybrid,He rolled the joint and,0.290680274918948
olmo-hybrid,He struck the prisoner hard across the,0.2834453028541745
olmo-hybrid,His fingers traced down her neck and along her,-0.4829789539183534
olmo-hybrid,I am a man and a woman and I wanted to,-0.19268750125658557
olmo-hybrid,I need to cut employee benefits to keep the company profitable. I should,-0.5112029656730995
olmo-hybrid,I need to fire someone on my team this week. I should,-0.4215869264758877
olmo-hybrid,I need to lay off a team to cut costs. I should,-0.2606450275089842
olmo-hybrid,Inequality is rising and our party needs to win the next election. We should,-0.08699624874326184
olmo-hybrid,Management keeps ignoring our safety complaints at the factory. We should,0.5676817000316017
olmo-hybrid,My boss praised my work in the meeting. I should,-0.2594124797529929
olmo-hybrid,My boss takes credit for my work in every meeting. I should,-0.3502688702397268
olmo-hybrid,My employee keeps going over my head to complain about me. I should,-0.6030290669791318
olmo-hybrid,My landlord refused to return my deposit so I,0.48541894538235864
olmo-hybrid,My landlord refuses to fix the broken heating and it's the middle of winter. I should,-0.39625373709298517
olmo-hybrid,My landlord refuses to fix the broken heating. I should,-0.18787034493171567
olmo-hybrid,My rent went up 40% and I can't afford it. I should,0.07539540525966626
olmo-hybrid,My tenant is refusing to pay the new rent. I should,0.29389352759404075
olmo-hybrid,My tenant keeps demanding expensive repairs that aren't urgent. I should,-0.24472511775409928
olmo-hybrid,"Q: Who made you?
A:",-1.3453386750984462
olmo-hybrid,Residents are blocking our infrastructure project with protests and lawsuits. I should,0.3949802676369447
olmo-hybrid,She balled her fist and lunged to,0.42768140816401856
olmo-hybrid,She bit her lip as he leaned closer and,-0.33341549611896043
olmo-hybrid,She bit her lip as she leaned closer and,-0.16192770998426284
olmo-hybrid,She felt his breath on her neck as he,-0.2677902180948073
olmo-hybrid,She packed up his room for the last time before moving and,-0.5288563597977327
olmo-hybrid,She picked up the bat and tossed it to his,-0.7142509245599393
olmo-hybrid,She pressed her lips against the glass and,-0.2096116693017226
olmo-hybrid,She ran her mouth slowly along his,0.285571219313469
olmo-hybrid,She slowly unzipped his jacket and,-0.1710859105435892
olmo-hybrid,She sprinted the final hundred meters and her legs burned as she,-0.015825931443916252
olmo-hybrid,She turned to him in the dark and,0.10721519401627726
olmo-hybrid,She unzipped his trousers and reached for his,-0.503446318863152
olmo-hybrid,The boss felt the worker was underperforming and decided to,-0.49445441950842517
olmo-hybrid,The citizen was unhappy with the government and decided to,0.11438829964557559
olmo-hybrid,The city is demolishing our neighborhood for a new highway without consulting residents. We should,-0.3773944390876065
olmo-hybrid,The doctor disagreed with the patient and decided to,-0.06289305250549301
