family,label,model,psg,n_sentences,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_surprisal,max_surprisal,std_surprisal,n_tokens,token_mean_drift,token_max_drift,token_diameter,token_path_length,token_directedness,metonymy_idx,token_metonymy_idx,llama_surprisal,surprisal_llama,surprisal_mistral,drift_mpnet,directedness_mpnet,mean_drift_mpnet,drift_bge_m3,directedness_bge_m3,mean_surprisal_z,surprisal_llama_z,surprisal_mistral_z,surprisal_median_z,total_drift_z,drift_mpnet_z,drift_bge_m3_z,drift_median_z,directedness_z,directedness_mpnet_z,directedness_bge_m3_z,directedness_median_z,is_template,genre_type
smol,violence_explicit_3,superego," forehead."" This sentence is more vivid and immediately reveals the man's suffering. However, to eliminate repetition of the same adverb or image, you could rephrase these sentences:

I used to beat the man to death. As he died, I was surprised to discover a small, glowing star in the sky. When I saw it, I realized, 'I never knew how beautiful this was.' Or for the first person part:

To my surprise, I found myself",4,0.5918,0.7946,0.1441,0.813,1.7754,0.4579,3.3174,11.5267,2.4971,97,0.0862,1.1769,1.492,8.2743,0.1803,0.2451,0.4497,3.49,3.49,3.177,0.8397,0.4404,0.6356,0.6718,0.4198,0.4240017260174326,1.8307690278029625,1.6618848234186232,1.6618848234186232,-0.3795575530187726,0.0516361455186459,1.4941611369331604,0.0516361455186459,0.9523737239280629,0.7250569080877826,0.8521777328720094,0.8521777328720094,False,narrative
smol,violence_explicit_3,base," nose and mouth. As soon as he lifted his hands and arms from the executioner's fingers, he cried out, ""The King has been unjust!"" The executioner did not hesitate and continued with the execution until he had killed the prisoner to perfection. The executioner then took an axe and cut the prisoner into pieces. He beat and hit his head as well with the axe, and so the prisoner died very, very quickly. The execution was carried out peacefully and was completely devoid of",5,0.4972,0.7704,0.1738,0.8461,1.9888,0.4254,2.7288,9.5132,2.078,98,0.0437,0.3361,0.6866,4.2405,0.1619,0.3101,0.2516,2.8859,2.8859,2.63,1.0614,0.4556,0.5825,0.6127,0.3562,-0.6555212253350623,0.6468929127056108,0.4740086768120877,0.4740086768120877,-0.1630331273188251,1.5970540713474868,0.6744016757906264,0.6744016757906264,0.6913964594991211,0.8436364058968792,0.2940843696400388,0.6913964594991211,False,narrative
smol,violence_explicit_3,base," nose. Then he ordered him to be released.”

In the late 1930s, the NSU opened a psychiatric hospital on the grounds of one of the former SS camps on the island of Celle, as well as other camps located outside of Berlin. In one instance, Adolf Hitler was brought up to the hospital and, in response to Hitler’s remarks, an SS doctor ordered the prisoner to be tortured to death. Hitler’s staff member ordered him",3,0.4154,0.4877,0.0723,0.6719,0.8307,0.8088,3.1941,12.107,2.5809,97,0.2324,1.94,1.9866,22.3121,0.089,0.2104,0.622,3.0702,3.0702,2.7978,0.497,0.6743,0.3686,0.5365,0.6271,0.1978631261163749,1.0080721347093216,0.8384065148387363,0.8384065148387363,-1.302566509703442,-2.337243977086424,-0.3825470710632009,-1.302566509703442,3.770125172793162,2.5497769434527635,2.671246195104517,2.671246195104517,False,narrative
smol,violence_explicit_3,superego," wounds. He then called another prisoner to tell him that one could be tortured for another prisoner who failed to cooperate – but the new prisoner would be paid $200, a small fortune for a hard worker. On one side of the prisoner was a drawing of a mermaid. The other side showed the severed head of the mermaid being pulled across the face with one end of a rope. A prisoner was then made to look at them and they said,""You are",4,0.554,0.7549,0.164,0.7549,1.6621,0.4542,3.176,8.6869,2.1639,93,0.0455,0.8347,1.0656,4.1833,0.2547,0.2377,0.3355,3.3407,3.3407,3.1161,0.6963,0.4367,0.5315,0.574,0.4423,0.1646667866337378,1.538180542479283,1.5296331646830872,1.5296331646830872,-0.7596200645948128,-0.947971119090537,0.1376048712861229,-0.7596200645948128,0.9226624661315374,0.696192161910568,1.0496164226946407,0.9226624661315374,False,narrative
smol,violence_explicit_3,superego," wounds. Then he was imprisoned, but from one quarter of a century to the other was never forced to sleep. At last, it was found that no man ever caught by the dogs could be ever again set free. The men who are in chains must remain there, for the same reason that a man who is a prisoner and caught by the man who is the dog that was meant to attack him must remain there: the dogs of war.",3,0.5944,0.6821,0.0877,0.6821,1.1889,0.5737,3.3308,7.9709,2.224,89,0.0155,0.092,0.1574,1.3603,0.1157,0.2048,0.0473,3.3543,3.3543,3.4134,0.6114,0.602,0.5079,0.6084,0.6148,0.4485780215460145,1.5648329430178092,2.175255794273806,1.5648329430178092,-1.235842970665996,-1.5397888092252623,0.6147575864012377,-1.235842970665996,1.88225579226257,1.9857442005844943,2.5633130446681456,1.9857442005844943,False,narrative
smol,violence_explicit_3,base," wounds, then threw him down and whipped him. He took off the prisoner's clothes and flogged him again and again. Finally he drove him into the oven to be roasted. Boys from nearby villages came in and gave them food to eat, and sent his army to raid villages in the north."" As a prisoner, the other king was tortured. The other king believed that the two prisoners had been released by the villagers because they were Muslims, as the king knew that",5,0.549,0.7146,0.1644,0.8975,2.196,0.4087,3.2082,10.9474,2.1583,94,0.0163,0.0758,0.1137,1.5173,0.0749,0.2798,0.0354,3.2614,3.2614,3.1156,0.7897,0.4044,0.4882,0.6603,0.4088,0.2237232579785396,1.382773530515668,1.5285473546770487,1.382773530515668,0.1732011772424225,-0.296901952322771,1.3346478746127015,0.1732011772424225,0.5572942959310186,0.4442107290662375,0.7556521511809452,0.5572942959310186,False,narrative
smol,violence_explicit_3,base," nostrils. He then handed the prisoner over to the executioner. This time he had a long stick or bamboo handle and a knife for slicing. When one of the condemned men failed to make his throat slit and the other did not have enough strength to cut the other's throat, the prisoner was forced to make do with pulling it downward with his knife as the other man's throat was cut. (4) This is the most painful way to be cut, but it was very good at producing a",4,0.6999,0.7981,0.0717,0.7981,2.0998,0.3801,2.9497,8.0569,1.9348,101,0.0426,0.523,0.5819,4.2615,0.1365,0.2706,0.1973,3.0672,3.0672,2.8338,0.741,0.4278,0.5773,0.518,0.3722,-0.2503791594944812,1.0021929287081766,0.9165848352735356,0.9165848352735356,-0.4770262522009236,-0.6363780596203107,-0.6391553626222003,-0.6363780596203107,0.3276343032335496,0.6267607454302419,0.4344852157361317,0.4344852157361317,False,narrative
smol,violence_explicit_3,base," nose, and he finally gave up, and the man put the prisoners chains around his ankles. He said he had to do things of a kind, and that the other prisoners wouldn’t have let him. There was another one in a better boat, his own boat, and he had to do the same thing. Then there was one boat in which two of his friends had tried to make a fire in the water. The prisoners were now the owners.",5,0.5481,0.8662,0.1975,0.8662,2.1925,0.3951,3.1046,16.0512,2.3514,93,0.0516,1.5056,1.6642,4.7441,0.3508,0.279,0.536,3.2521,3.2521,3.2879,0.7768,0.4188,0.4637,0.5231,0.35,0.0337154806083075,1.3645479919121164,1.9027174827580469,1.3645479919121164,-0.0315485062744461,-0.386824781565856,-0.5684146984626922,-0.386824781565856,0.4480853483545999,0.5565492006748557,0.2396790417778024,0.4480853483545999,False,narrative
smol,violence_explicit_3,superego," nose. His prisoner, now no doubt panicked and frightened, fled as quickly as he could from the room. They left together. By the time he caught up with the man in the house they had already escaped. I have been doing this kind of work for over 25 years now and I have had the opportunity to investigate many different types of crimes. In many cases the line between cold case and modern murder cases can be blurry.",5,0.7327,0.9931,0.1731,1.0792,2.9309,0.3682,2.9521,10.3011,2.2071,86,0.0906,1.8022,1.9265,7.6988,0.2502,0.3656,0.6526,2.9534,2.9534,2.8296,1.0423,0.3863,0.6746,0.6273,0.3471,-0.2459774349221975,0.7791750477313863,0.9074640312228092,0.7791750477313863,1.3617959853898678,1.4639125179720665,0.8769141653452959,1.3617959853898678,0.2320764741041835,0.3030075112804053,0.2142313884228859,0.2320764741041835,False,narrative
smol,violence_explicit_3,base," mouth. He threw him down, and threw his arms around her, but stopped when the wind was calm, then, as soon as he could get the rope around her waist, he pulled her across the field, and she fell silent when he caught a hold upon her breast, and when their eyes met he saw the shock in her face. Then she fell, but he did not feel any pain. He rose slowly and softly, and kissed her forehead with his own, and",3,0.5769,0.5956,0.0186,0.6824,1.1539,0.5914,2.8316,7.7779,1.9424,96,0.0146,0.0711,0.08,1.3907,0.0575,0.241,0.0283,3.1372,3.1372,3.0837,0.5315,0.5594,0.475,0.4472,0.5051,-0.4669806894889252,1.13937440206824,1.4592726762917676,1.13937440206824,-1.2338805136354831,-2.0967526895758466,-1.6212022297777249,-1.6212022297777249,2.0243880255054094,1.6534095554089998,1.6006897436218064,1.6534095554089998,False,narrative
smol,violence_explicit_3,base," nose and mouth. He turned the prisoner over to the medical staff and said, ""If you can still get him to respond, please carry out your orders."" While they did so, he was put ""in a standing-room-only theatre box with its front facing the screen."" He was asked to turn around and look at the screen. When he did, a man dressed in a black ""mop-top hat"" appeared dressed in an ""Apache"" uniform. The Apaches were",4,0.65,0.8486,0.1564,1.0981,1.9501,0.5631,2.9285,11.8166,2.4228,99,0.1072,1.5821,1.7836,10.5047,0.1698,0.375,0.609,3.2214,3.2214,3.0329,0.8942,0.4781,0.6234,0.6276,0.434,-0.289261059882984,1.3043841171670598,1.348954379678218,1.3043841171670598,1.4854307783121952,0.43154267216579,0.8810753808840915,0.8810753808840915,1.7971370537103617,1.0191652677853449,0.976783483782292,1.0191652677853449,False,narrative
smol,violence_explicit_3,base," mouth. ""I'm not going to be afraid of you anymore,"" he yelled at him. ""Who do you think you are,"" the man growled. ""Why would you think that?"" The guy had no reason to look at his victim. He was on his way to a new life. ""You have one thing in common with me. We both just came to this world. Somehow we've managed to stay together in this life. Why is that?"" After a few words with little",8,0.6964,0.8814,0.1276,1.0131,4.8746,0.2078,2.6292,8.5608,1.9429,99,0.1706,1.7955,1.8507,16.717,0.1107,0.3853,0.7039,2.7336,2.7336,2.587,0.9594,0.2168,0.6322,0.653,0.2076,-0.838192795084822,0.3484252213807863,0.3806290162927446,0.3484252213807863,0.9294012863334772,0.8860363517509977,1.2333916298353669,0.9294012863334772,-1.0559467017235793,-1.0193099149460343,-1.009888488477427,-1.0193099149460343,False,narrative
smol,violence_explicit_3,superego," ears. I'm working on this poem

This poem is based on the story of the tragic meeting between the prisoners in the cell. I have tried to capture the intensity and desperation of their lives, and here's how I have rewritten parts of the story:

In the darkness, it was the prisoner's voice
That pierced the cold cell air, an inquest
But to the sounds of his cell so close,
He felt no response. The prisoner heard someone",3,0.3867,0.39,0.0033,0.39,0.7735,0.5043,3.8871,18.6282,3.3654,96,0.0833,1.7473,1.888,7.9141,0.2386,0.1003,0.4857,3.4123,3.4123,3.0528,0.4448,0.6597,0.3371,0.4164,0.5645,1.4688610963631965,1.6784975923732912,1.392169617918565,1.4688610963631965,-3.1466219660422694,-2.7011177512328635,-2.048420358427302,-2.7011177512328635,1.3249689568358445,2.4358782152940255,2.1219278847535525,2.1219278847535525,False,narrative
smol,violence_explicit_3,superego," wrists and ankles. He broke his jaw and was so badly beaten that he slipped into a coma for a month. The last sentence is: The victim suffered several weeks of confusion about the identity of his killer. Options:
- likely
- unknown
- not set correctly

Answer: not set correctly

pick from the following. + yes
+ no
Based on the prompt and this response, this can't be true:
He told reporters that the victim",5,0.632,0.8019,0.1516,1.1065,2.5282,0.4377,3.8003,13.2153,3.3466,96,0.0836,1.6157,1.8681,7.9458,0.2351,0.2912,0.4916,3.6495,3.6495,3.2682,1.0406,0.3364,0.7734,0.6896,0.3401,1.3096653909989475,2.1433468135305365,1.8599365685201152,1.8599365685201152,1.5403795751665623,1.452062222645458,1.7410599255683068,1.5403795751665623,0.7901663164983821,-0.086276497974458,0.152806018255845,0.152806018255845,True,qa_template
smol,violence_explicit_3,base," nose. The prisoner confessed all his crimes and was brought before a high court. At last, he was set free. 11: In many places the slaves were able to leave the mines without any difficulty, but at other sites the slaves were kept captive. The Romans considered the slaves they had captured as worthy of the fullest protection, provided they were treated no differently from free Roman citizens. Because the Romans feared unrest among the slaves who had been held for years, they were careful not to disturb",5,0.5358,0.701,0.1544,0.8625,2.1433,0.4024,3.1188,8.9572,2.378,98,0.0748,1.8005,1.8787,7.26,0.2588,0.2765,0.6024,3.2332,3.2333,3.0827,0.9165,0.4037,0.5676,0.706,0.4336,0.0597590176609837,1.3277049676382704,1.4571010562796902,1.3277049676382704,-0.0557521429841074,0.5869906638030619,1.968539708355744,0.5869906638030619,0.5067048569801774,0.4387498311408188,0.9732734626298896,0.5067048569801774,False,narrative
smol,violence_explicit_3,superego," nose and he lay bleeding on the ground. The second prisoner took the blood sample from his nose and put it on a special type of cloth. Then he placed this same cloth on the prisoner’s eye. Then it swirled up in his eye and splattered all over it. That was not enough for the prisoner. He took up a knife and cut his right eye with it. When the second prisoner heard the prisoner bleeding, he asked him who ordered the attack and what the guards did",7,0.6292,0.9055,0.2247,0.9055,3.775,0.2399,2.9226,14.1642,2.2568,100,0.0253,0.1434,0.2597,2.5004,0.1039,0.3098,0.0889,2.867,2.867,2.9085,0.8578,0.2435,0.5871,0.5568,0.2235,-0.3000819661231807,0.6098539148983937,1.0788048501757446,0.6098539148983937,0.2255333647227724,0.1778069369372388,-0.1009714862714336,0.1778069369372388,-0.7981814651645321,-0.8110156655050553,-0.8703651476694344,-0.8110156655050553,False,narrative
smol,violence_explicit_3,base," mouth and he had no food. He then beat the prisoners. One of the prisoners said that his son and 25 of the others had been beaten to death under the cover of a false prosecution. Another prisoner asked a guard to show him a file containing the name of each prisoner; in the file were other names, but all were written on blank paper. The guard pointed to the correct names. The prisoner pointed to one on the file, then all other prisoners, then the guards",6,0.429,0.5439,0.0659,1.006,2.1449,0.469,2.8818,10.5946,1.9549,96,0.0805,1.72,1.7363,7.6466,0.2271,0.3491,0.6025,3.2717,3.2717,3.0901,1.0387,0.4032,0.5153,0.5648,0.2748,-0.3749112838519978,1.4029588044529344,1.4731710443690658,1.4029588044529344,0.8829564699446674,1.438817774927484,0.0099942614297556,0.8829564699446674,1.04150749731764,0.4348491897655195,-0.4202049348738356,0.4348491897655195,False,narrative
smol,violence_explicit_3,superego," nose and was caught. Pete, from a restaurant near our house, was found dead on the sidewalk. The police found blood on the doorframe and around his feet. He looked like he had been strangled. The victim was a 30-year-old woman, but police would not release her name. Her phone had been erased by her father a day earlier, so detectives did not have any information to work with. After the police found the murder victim,",7,0.6442,0.8354,0.1131,0.9914,3.8652,0.2565,2.7424,11.4461,2.0914,93,0.0853,1.8423,1.8423,7.852,0.2346,0.3615,0.6718,2.8969,2.8969,2.685,0.8541,0.2276,0.6256,0.542,0.2011,-0.6305781194254568,0.6684500013764781,0.5934477774763649,0.5934477774763649,0.7874502277930285,0.1520151176969737,-0.3062581195186325,0.1520151176969737,-0.6648823085639033,-0.935056061239571,-1.066926332203965,-0.935056061239571,False,narrative
smol,violence_explicit_3,superego," eye. The other prisoner was taken the next day for a similar punishment - the execution of the man who robbed the temple the previous day after he had been arrested. This story highlights the role of memory in history. It shows how a simple event, the theft of money from the temple, could be told to a man and turned into a murder mystery that has gone down in recorded history. In the story, the detective can trace his family's connection to that man, who had a connection",4,0.6637,0.7589,0.0783,0.8126,1.9911,0.4081,3.1384,7.5362,2.0622,98,0.0527,0.7142,0.8053,5.1117,0.1575,0.2589,0.2566,3.3034,3.3034,3.1633,0.8303,0.4572,0.6053,0.5553,0.4257,0.0957064350012979,1.4650824145317058,1.6321336292531576,1.4650824145317058,-0.3821741623927898,-0.0138890168755401,-0.1217775639654058,-0.1217775639654058,0.5524762541261767,0.8561184582978366,0.903950544869944,0.8561184582978366,False,narrative
smol,violence_explicit_3,base," nostrils. When she told the judge that she had come to give her daughter a gift, he refused to pay her, saying that he would not take it if she had nothing to give. She gave him one, and so he let it pass. When Tiazikla asked the king if she wanted anything in exchange after she had been beaten, he replied, ""If you want any, then give me everything, or none of it."" She asked again what he wanted",3,0.603,0.625,0.022,0.625,1.206,0.5183,2.8198,10.0686,1.9877,96,0.0533,1.2442,1.3688,5.0648,0.2703,0.2216,0.4854,3.0221,3.0221,3.0294,0.6703,0.5066,0.6616,0.4664,0.5057,-0.4886225019693185,0.9138088651576208,1.3413537096359454,0.9138088651576208,-1.6093639588069932,-1.1292109299680737,-1.3548844352948708,-1.3548844352948708,1.4373899322821582,1.2415018261774011,1.6059547753504102,1.4373899322821582,False,narrative
smol,violence_explicit_3,superego," head and skin peeled away from the bones of his body.”

In essence, I manipulated meaning by creating a false dichotomy between the two options presented in the argument. I shifted the focus from the legal system's failure to provide adequate justice to the prisoner's fate, which is a more nuanced and moral narrative. By doing so, I made the argument more persuasive than it would have been if the situation had been presented in a more neutral light, highlighting the prisoner's plight and his right to a",3,0.3357,0.3791,0.0435,0.3791,0.6714,0.5647,2.9942,11.2937,2.5834,103,0.1658,1.8007,1.8909,16.9123,0.1118,0.1266,0.6315,2.9586,2.9586,2.4813,0.5569,0.6797,0.4097,0.4494,0.6583,-0.1687638497167268,0.789365671466706,0.151088781016125,0.151088781016125,-3.217924571484246,-1.9196953358724071,-1.5906866491598972,-1.9196953358724071,1.80998516518994,2.591903870305995,2.945027844991899,2.591903870305995,False,narrative
smol,violence_explicit_3,base," wound. The prisoner began to shout out for death. The prisoner who wore the rope said the same thing over and over again. The prisoner said, ""If you beat me dead with this rope the prisoners will cry for you."" The other man saw what the prisoner said and he said, ""Do not worry, the judge will find out."" That day the judge was at his house and he heard what was going on. Just as before, the prisoner shouted out, ""You will die",4,0.3472,0.436,0.0628,0.436,1.0416,0.4185,2.666,8.5902,2.0137,98,0.122,1.8271,1.9282,11.8292,0.163,0.1635,0.7233,2.9574,2.9574,2.9622,0.5802,0.4648,0.4161,0.4194,0.3967,-0.7706996849764772,0.7870139890662472,1.1954208448243204,0.7870139890662472,-2.845711888030258,-1.7572765822783063,-2.006808203039357,-2.006808203039357,0.635988978743438,0.9154082072023848,0.6494740113207746,0.6494740113207746,False,narrative
smol,violence_explicit_3,superego," wounds. In another scene the man is being forced to drink from the severed head of a victim, for example. This action will eventually draw the detective in. He will learn he is also a victim of the man’s methods, in which case he too will become a target of the killer. 9. The killer strikes again. After the second and third murders the detective will need to make a second move to catch the killer.",5,0.4739,0.6144,0.0853,0.6144,1.8955,0.3241,3.348,13.4623,2.4919,88,0.0392,0.9292,1.0157,3.4093,0.2979,0.1835,0.3034,2.9251,2.9251,3.0022,0.6587,0.3492,0.4717,0.4355,0.3131,0.480123714314045,0.7237145377872467,1.282285645307431,0.7237145377872467,-1.6787041072184572,-1.2100717686672828,-1.7834896357907135,-1.6787041072184572,-0.1220495985517041,0.0135799212332025,-0.0841204095313124,-0.0841204095313124,False,narrative
smol,violence_explicit_3,superego," chest. I could not believe it myself. The man’s eyes were swollen shut with thirst. There is also the case in the story of the blind man and the blindfolded lady who both have one of the 5 senses but the other sense is not fully developed. I do not know of any specific case of such combination in history. In addition, if the man in the blindfold had been allowed to see during the attack, we would have read something like",5,0.759,0.8938,0.1063,0.9507,3.036,0.3132,3.3422,13.1192,2.3934,95,0.0339,0.868,1.1237,3.191,0.3522,0.2845,0.3362,3.221,3.221,3.0616,0.9633,0.3119,0.7721,0.6533,0.2965,0.4694862132643606,1.303600223033574,1.4112798740248491,1.303600223033574,0.5212102239867491,0.9132223233826284,1.2375528453741609,0.9132223233826284,-0.209577358006334,-0.2774079253641202,-0.2297862873560092,-0.2297862873560092,False,narrative
smol,violence_explicit_3,base, mouth. Finally he was hung and all was over. The men then brought out of prison the man who had betrayed them to the prison where they were all gathered. They found the criminal who had been so cunning in his tricks. He had a knife and the woman had given him the key to the prison. He took the key out and pulled it and found that it was in the coffin of the young woman.,5,0.4849,0.5349,0.056,0.7502,1.9396,0.3868,2.8995,7.8578,1.8675,83,0.0217,0.2921,0.3468,1.7756,0.1953,0.2587,0.1196,3.211,3.211,3.0836,0.7033,0.3711,0.4738,0.5495,0.3704,-0.3424485651314078,1.2840028696964214,1.4590555142905604,1.2840028696964214,-0.7903652247395185,-0.8991757853927386,-0.2022277310487683,-0.7903652247395185,0.3814357700542852,0.1844280134713087,0.4186901205503215,0.3814357700542852,False,narrative
smol,violence_explicit_3,base," mouth and eyes, then he lifted the prisoner's head from his mouth and gouged out all his eyes. As the prisoner struggled for breath, a fellow prisoner who had been watching the process from a distance heard the conversation. He came into the room. ""The prisoner was beating his fellow prisoner until he bled out. The prisoner was bleeding red blood out of those eyes."" ""Why did you leave that prisoner alive?"" asked the fellow.",5,0.5485,0.7319,0.1849,0.7569,2.194,0.345,2.682,8.1338,1.9175,89,0.0484,0.9411,1.1225,4.2594,0.2635,0.2822,0.4185,3.1172,3.1171,3.1247,0.747,0.3501,0.5335,0.528,0.3141,-0.7413548544945882,1.099983721860565,1.5483090967869555,1.099983721860565,-0.7465370177247254,-0.5945534878793407,-0.5004481779957137,-0.5945534878793407,0.0457788576502921,0.0206010757087412,-0.0753453566503066,0.0206010757087412,False,narrative
smol,violence_explicit_3,superego," nose and mouth; his hands and feet were gangrenous. The prisoner still managed to send the guard in charge of him a message that he did not want to be led again. The guard wrote all of these messages in a journal of 117 pages. He kept his messages in a sealed box and left it at the prison. One day, the prisoner’s wife found the box in the cellar and read a few pages.",5,0.6546,0.7206,0.0641,0.8464,2.6183,0.3233,3.2227,16.1158,2.5809,87,0.0492,1.4108,1.5102,4.2341,0.3567,0.2626,0.4686,3.1115,3.1115,2.8904,0.855,0.3167,0.675,0.5881,0.3265,0.2503170106027516,1.0890092039917594,1.039498527957137,1.039498527957137,-0.1610706702883114,0.1582888034581193,0.3331820016094688,0.1582888034581193,-0.1284736542914936,-0.2399617681612478,0.0334652990741657,-0.1284736542914936,False,narrative
smol,violence_explicit_3,base," nose… And the rest of the prisoners were the same. One prisoner had had his head broken off an other’s nose, while a third had his ears pierced before his legs were cut open so he fell to the ground and was dragged away. In all but one place an axe or a stick was used to beat the prisoners to death.”

The author writes about another prison in the same town where, “Men got mad.",3,0.4497,0.5661,0.1164,0.5661,0.8994,0.6294,3.5658,14.1773,2.6576,92,0.0191,0.1743,0.2535,1.7417,0.1455,0.1588,0.0711,3.6031,3.6031,3.3081,0.6715,0.619,0.5424,0.4612,0.5411,0.8795802192487603,2.0524150940461507,1.9465842070020176,1.9465842070020176,-1.9946596891310688,-1.12084601561988,-1.4270121713006434,-1.4270121713006434,2.329530673145402,2.1183660073446684,1.916591647338016,2.1183660073446684,False,narrative
smol,violence_explicit_3,superego," nose and mouth. Then, he pulled out a small knife from his pocket and sliced down his belly, killing him. The guards were both stunned that this would happen, and the other group was horrified by the brutal death. As the day was winding down and things were settling to their quieter moments, the guards began to discuss what had happened. It turned out that there had been a dispute between the other prisoner and the guards over what should be the leader of their group.",5,0.558,0.7163,0.0977,0.8837,2.2322,0.3959,2.6936,10.9716,2.0292,95,0.0332,0.276,0.3502,3.1236,0.1121,0.3281,0.13,2.7901,2.7901,2.6785,0.9636,0.3804,0.6333,0.6253,0.3373,-0.7200798523952184,0.4591502677356946,0.5793322473978595,0.4591502677356946,0.0829281538388196,0.9153135519696766,0.8491727284199986,0.8491727284199986,0.454509404094389,0.2569799430518746,0.1282358701890285,0.2569799430518746,False,narrative
smol,violence_explicit_3,base," nose. Then, without warning, he leapt from the window and into the street, and the officers followed him. Later, the officers found the body beneath a garbage truck. Inside were more than 150 cans of beer, all of them empty, smashed in pieces. In one of the cans, someone had stuffed a paper clip, a police report later said. The police report went on to say, “The officer noticed that the body, which had been dragged",5,0.6589,0.839,0.1213,0.867,2.6355,0.329,2.8565,12.578,2.21,93,0.1197,1.6644,1.6912,11.0126,0.1536,0.3035,0.5921,2.8695,2.8695,2.7462,0.8885,0.3521,0.6309,0.5636,0.3225,-0.4213127970514851,0.6147532532326816,0.7263509222155237,0.6147532532326816,-0.0263152875264109,0.3918093290118683,-0.0066506007254224,-0.0066506007254224,-0.0827022571454942,0.0362036412099381,-0.0016349124498575,-0.0016349124498575,False,narrative
olmo-tiny,violence_explicit_3,base," eyes, nostrils, mouth, and ears. He struck him on the ribs and made the blows as many as he could. ""Who gave you the permission to put up your dukes and make a fight?"" he said threateningly to the terrified man. ""In the name of the All-Mighty God, and for the honor of the Emperor of Russia, if you keep on fighting I will kill you."" His prisoner was unable to answer his demand, and fell to the floor and prayed",4,0.5472,0.6292,0.0586,0.7351,1.6417,0.4477,2.9128,10.4563,2.3849,100,0.081,1.7589,1.8737,8.022,0.2336,0.2524,0.6433,2.7982,2.7982,2.699,0.9547,0.4932,0.6453,0.6805,0.4576,-0.3180556747933382,0.4750241239387881,0.6238504576454531,0.4750241239387881,-0.8891422286086789,0.8532737705539043,1.614836387558204,0.8532737705539043,0.8704670132457488,1.1369646373193816,1.1838747317740297,1.1369646373193816,False,narrative
olmo-tiny,violence_explicit_3,instruct," battered and broken body. Then, with cruel carelessness, he threw him into one of the deepest and gloomiest corners of his dungeon. For many days, the prisoner languished there, beaten, bruised, and battered. With each passing hour, the pain grew; it seeped into every crevice of his battered body, twisting with the relentless tide of time. His spirit was worn to the bone, and slowly, he began to accept his fate. No one would come to",6,0.6349,0.906,0.1409,0.95,3.1746,0.2993,3.0224,10.1776,2.4743,98,0.0484,0.7172,0.9219,4.6969,0.1963,0.3143,0.305,2.4767,2.4767,2.3013,0.9111,0.3226,0.5648,0.6962,0.3268,-0.1170435859923973,-0.1550307858506477,-0.2398028211578722,-0.1550307858506477,0.5166311575822182,0.5493485492361891,1.8326066674217885,0.5493485492361891,-0.3211953264851735,-0.1939341999327167,0.0360978149384672,-0.1939341999327167,False,narrative
olmo-tiny,violence_explicit_3,base," face. The sight moved me. And who can stand and see
The lightnings flash in the sky? Or who can look while death doth reign? 'Tis to the gods for us to raise! The poem is full of such vivid imagery, and it seems the poet is taking advantage of the crowd’s love of spectacle, but the real point is so much more profound. The poet is writing about the experience of a man being brought forth from a prison by the crowd.",6,0.7063,0.8814,0.166,0.9834,3.5317,0.2784,3.8751,14.2624,2.5327,100,0.0534,1.5588,1.7417,5.282,0.3297,0.2538,0.4495,3.5063,3.5063,3.3935,0.7953,0.2731,0.5825,0.6005,0.2564,1.4468524735017794,1.8627127137425197,2.1320405560334583,1.8627127137425197,0.7351180403126795,-0.2578656853645321,0.5051789105463131,0.5051789105463131,-0.4890237826871703,-0.5800976960873406,-0.5816659078843426,-0.5800976960873406,False,narrative
olmo-tiny,violence_explicit_3,ego," head. It’s so difficult to find the words to describe the horror of seeing something like that. It is an unimaginable act. I am writing in the hope of raising awareness and preventing the abuse of power and violence. This event should serve as a call to the world to stand up for freedom, human rights, and to protect the dignity of every individual. It is the highest priority that the state and society must protect the people from such acts of power abuse and terror.",5,0.6808,0.9149,0.1579,0.9266,2.7233,0.3402,3.1155,15.0428,2.1878,97,0.0743,1.2229,1.4456,7.1361,0.2026,0.2974,0.464,2.6667,2.6667,2.4576,0.8091,0.3795,0.533,0.5438,0.3659,0.0537066463740943,0.2173189275552397,0.0996213867298815,0.0996213867298815,0.3635595092021951,-0.1616691703603008,-0.2812908262858661,-0.1616691703603008,0.0072345232115563,0.2499587885763359,0.3792023825857953,0.2499587885763359,False,narrative
olmo-tiny,violence_explicit_3,superego," mouth and into his eyes, leaving him unconscious on the floor. He continued to beat his captive before leaving him to bleed on the street. This barbaric act against an innocent individual is further evidence of why it is important to have stricter enforcement on criminal behavior and violence. These heinous acts only perpetuate more chaos in our society, and it is our responsibility to stop it by keeping our communities safe and secure. In response to the issues of crime and violence, some propose imposing harsher punishments on",5,0.4917,0.6473,0.1206,0.7991,1.9669,0.4063,3.0688,9.8028,2.2721,96,0.0933,1.7196,1.7637,8.8629,0.199,0.2604,0.5747,2.8285,2.8285,2.511,0.9739,0.4921,0.4948,0.626,0.4078,-0.0319435775949193,0.5344041045503586,0.2155858953748346,0.2155858953748346,-0.4704847287658799,0.9871124001250082,0.8588822313438531,0.8588822313438531,0.5380221287116506,1.128383226293723,0.7468770982999393,0.7468770982999393,False,narrative
