subset,category,blt_bits_per_char,text_len,text_preview
FreeLaw,institutional,0.7870950620960386,21940,                                                                      No. 2--95--0698  _____________
Wikipedia (en),institutional,2.283399857381405,8531,The Dark at the Top of the Stairs (film)  The Dark at the Top of the Stairs is a 1960 American drama
Wikipedia (en),institutional,1.9303429906342333,2142,"Irfaan Ali  Dr. Hon. Mohamed Irfaan Ali is a Guyanese politician, sitting Member of Parliament and a"
FreeLaw,institutional,2.6958720679803303,42322," 223 F.Supp.2d 286 (2002) Jeffrey E. SIMPSON, Plaintiff v. Cheryl GALLANT, et al., Defendants No. CI"
FreeLaw,institutional,1.6209292903129158,57821," 983 F.Supp. 977 (1997) SITHON MARITIME COMPANY, Plaintiff, v. HOLIDAY MANSION, a Division of Mohawk"
PubMed Central,institutional,1.0964705088536217,33856,Background {#Sec1} ==========  The prevalence of obesity in the general population has increased dra
Wikipedia (en),institutional,1.459083551418162,3053,Ýazguly Hojageldiýew  Yazguly Berdymuhammedovich Hojageldiyev (; born 16 February 1977) is a Turkmen
Wikipedia (en),institutional,1.508164426172031,1483,Stamboul (film)  Stamboul is a 1932 British drama film directed by Dimitri Buchowetzki and starring 
Wikipedia (en),institutional,1.7440967335388904,887,"Pōmare  Pōmare or Pomare may refer to:  Pōmare Dynasty, the dynasty of the Tahitian monarchs Pōmare "
Wikipedia (en),institutional,2.2247198828913928,5044,"Lorenzo Parodi  Lorenzo Parodi (Genoa, 24 May 1926 – Genoa, 31 July 2011) was an Italian trade union"
Wikipedia (en),institutional,1.1042855291952276,380,"Old White Lion, Bury  The Old White Lion is a public house at 6 Bolton Street, Bury, Greater Manches"
Wikipedia (en),institutional,0.9714026820661735,836,1844 United States presidential election in North Carolina  The 1844 United States presidential elec
FreeLaw,institutional,1.9110572851745347,1175, 718 S.E.2d 145 (2011) STATE of North Carolina v. Terry Adonis BALDWIN. No. 325P11. Supreme Court of
Wikipedia (en),institutional,1.5876086709728192,6126,James Loney (peace activist)  James Loney (born 1964) is a Canadian peace activist who has worked fo
Wikipedia (en),institutional,1.33327670691247,92552,History of Schleswig-Holstein  The history of Schleswig-Holstein consists of the corpus of facts sin
Wikipedia (en),institutional,1.123315867124392,126234,Timeline of United States inventions (1890–1945)  A timeline of United States inventions (1890–1945)
PubMed Central,institutional,2.5583395191360223,93870,All coordinates and structure factor files are available from the PDB database (accession numbers: 6
Wikipedia (en),institutional,1.0687196718003051,387,5 Para A Meia-Noite  5 Para A Meia-Noite (5 to Midnight) is a late-night talk show that airs on Thur
FreeLaw,institutional,2.2213272078524424,1555,"          IN THE COURT OF CRIMINAL APPEALS  OF TEXAS    NO. WR-17,575-06   RONALD MIXON, Relator  v"
PubMed Central,institutional,1.2998111708950186,41414,1. Introduction ===============  The synthesis of metal sulfide nanocrystals has attracted much inte
PubMed Central,institutional,1.9007030380983392,33140,"Introduction ============  Porcine reproductive and respiratory syndrome (PRRS), first reported in 1"
Wikipedia (en),institutional,1.1200902315383383,835,Rod Andrews  The Rt. Rev  Rodney Osborne Andrews   is a retired     Anglican bishop.  Born on 11 Nov
FreeLaw,institutional,1.660970806334756,165," 41 So.3d 224 (2010) ODUM v. STATE. No. 2D10-1573. District Court of Appeal of Florida, Second Distr"
Wikipedia (en),institutional,0.9085285125421315,437,Cochylimorpha nomadana  Cochylimorpha nomadana is a species of moth of the family Tortricidae. It is
PubMed Central,institutional,1.036373701929909,30120,Background ==========  Human immunodeficiency virus type-1 (HIV-1) is characterized by extensive gen
Wikipedia (en),institutional,1.8286865061160145,378,1912 Mürefte earthquake  The 1912 Mürefte earthquake occurred at 03:29 local time on 9 August. It ha
Wikipedia (en),institutional,1.2473768896625288,2222,Creosote gall midge  Creosote gall midges are a species of gall-inducing flies in the Asphondylia au
Wikipedia (en),institutional,1.23651897928286,25215,"Linotype machine  The Linotype machine ( ) was a ""line casting"" machine used in printing sold by the"
FreeLaw,institutional,1.2885192589916088,13206,875 F.2d 862 Unpublished DispositionNOTICE: Sixth Circuit Rule 24(c) states that citation of unpubli
Wikipedia (en),institutional,0.9950824513109194,2618,"Dependent source  In the theory of electrical networks, a dependent source  is a voltage source or a"
FreeLaw,institutional,1.851587092782499,13427, 476 F.Supp. 974 (1979) Shirley A. ONLEY v. Detective Herman W. SIMMS and City of Lancaster and Penn
Wikipedia (en),institutional,1.091414644047571,612,Corrasion (album)  Corrasion is third studio album released by the Canadian drone doom band Nadja. O
Wikipedia (en),institutional,1.369179853585412,81621,List of Uchu Sentai Kyuranger characters  is a Japanese tokusatsu drama and the 41st in the Super Se
Wikipedia (en),institutional,1.4269447396964634,1915,"Flamingo, Finland  Flamingo Entertainment Centre is the biggest entertainment centre in the Nordic c"
FreeLaw,institutional,1.3951590753373393,11483,"358 F.2d 1002 Martha W. BROWN, Individually and as Agent and Attorney for William D. Brown, III, Gra"
PubMed Central,institutional,0.9703821234497538,40957,"Introduction ============  Resistin is a cysteine-rich protein, which is mainly secreted from monocy"
Wikipedia (en),institutional,1.5092456409718855,1976,"Camille Norment  Camille Norment (born 1970 in Silver Spring, Maryland) is an Oslo-based multimedia "
Wikipedia (en),institutional,1.0884730529464528,21519,"Wheel of the Year  The Wheel of the Year is an annual cycle of seasonal festivals, observed by many "
PubMed Central,institutional,1.4992760689519689,17114,INTRODUCTION {#sec1-1} ============  The main goal of periodontal treatment is to control the inflam
Wikipedia (en),institutional,1.3267290287066218,618,"Colón Department, Córdoba  Colón Department is a  department of Córdoba Province in Argentina.  The "
Wikipedia (en),institutional,0.6380834842892221,221,East Brunswick Township  East Brunswick Township may refer to the following townships in the United 
Wikipedia (en),institutional,0.956496435252962,337,"Tiran, Iran  Tiran (, also Romanized as Tīrān; also known as Tehrān, Tihrān, and Tirūn) is a city in"
FreeLaw,institutional,2.292117159381693,129,698 F.2d 1221 Moorev.Union Mut. Life Ins. Co. 80-1633 UNITED STATES COURT OF APPEALS Sixth Circuit 2
ArXiv,institutional,2.3537000840947178,34588,"--- abstract: 'We present here, for the first time, a 2D study of the overshoot convective mechanism"
FreeLaw,institutional,1.2660669942840288,33031,"                            UNITED STATES of America, Plaintiff-Appellee,                           "
PubMed Central,institutional,1.438026288886751,63850,All relevant data are within the the paper and its Supporting Information file.  Introduction {#sec0
FreeLaw,institutional,1.1917554762952625,5257,                                                                            FILED                   
Wikipedia (en),institutional,1.2310673438371886,2108,Shay Elliott Memorial Race  The Shay Elliott Memorial race is a one-day race held in Spring in Irela
FreeLaw,institutional,1.1170183720960891,1103,                          COURT OF APPEALS                           SECOND DISTRICT OF TEXAS       
Wikipedia (en),institutional,1.4951416835788578,36257,Timeline of the Mensalão scandal  The Mensalão scandal () took place in Brazil in 2005 and threatene
Wikipedia (en),institutional,1.4477338392936208,2950,Merritt Island Dragon  The Merritt Island Dragon or Merrit Island River Dragon was a dragon-shaped g
PubMed Central,institutional,1.0499295253206913,38223,1. Introduction {#s0005} ===============  Human saliva is the complex fluid secreted by major and mi
Wikipedia (en),institutional,1.3760157608211567,1318,"Barbara Seal  Barbara Seal is a former judge from Montreal, Quebec, Canada. Seal has been involved i"
Wikipedia (en),institutional,1.5795965187676972,1116,"Tight  Tight may refer to:  General High and tight, a hairstyle typical in the U.S. military Tight e"
FreeLaw,institutional,1.4656361247053993,16606," 927 F.Supp. 171 (1996) Ernest HALFHILL, d/b/a Halfhill Trucking, Plaintiff, v. UNITED STATES of Ame"
PubMed Central,institutional,1.1131820801176708,24215,1.. INTRODUCTION ================  The pattern of stresses transferred to the bone have great influe
FreeLaw,institutional,1.3798570451547538,7702,                                                                        F I L E D                   
PubMed Central,institutional,1.5898869941498253,52523,Introduction {#s1} ============  Iron (Fe) deficiency is among the most prevalent micronutrient defi
FreeLaw,institutional,2.9655183576723334,45975, 374 So.2d 929 (1979) Richard GRAHAM v. STATE. 4 Div. 685. Court of Criminal Appeals of Alabama. Mar
FreeLaw,institutional,2.5149287224031376,15442," 299 F.Supp.2d 166 (2004) Timothy MULDROW, Petitioner, v. Victor HERBERT, Superintendent, Attica Cor"
FreeLaw,institutional,1.6190167215502151,3693,                     United States Court of Appeals                            FOR THE EIGHTH CIRCUI
ArXiv,institutional,1.2659620877409905,15010,"**MARKET DEPTH AND PRICE DYNAMICS: A NOTE**  FRANK H. WESTERHOFF  *University of Osnabrueck, Departm"
FreeLaw,institutional,1.489964249738565,16741," 525 S.E.2d 278 (2000) Laura Lee COMBS v. VIRGINIA ELECTRIC & POWER COMPANY, et al. Record No. 99053"
FreeLaw,institutional,1.524738996765866,18756," 766 F.Supp.2d 797 (2011) In the Matter of the COMPLAINT OF PRIDE OFFSHORE, INC., as Owner of the J/"
ArXiv,institutional,1.4023332053691784,86244,--- abstract: 'Directed graphical models provide a useful framework for modeling causal or direction
FreeLaw,institutional,1.3144192607169418,7056,202 F.2d 530 WOODWORKERS TOOL WORKSv.BYRNE. No. 13236. United States Court of Appeals Ninth Circuit.
PubMed Central,institutional,2.108245656820729,79257,"Introduction {#s1} ============  Immunity is essential for survival, yet energetically expensive and"
Wikipedia (en),institutional,1.0673849562150786,2214,2019 NCHC Tournament  The 2019 NCHC Tournament is the sixth tournament in league history. It will be
Wikipedia (en),institutional,0.9767108555036882,727,"From Four Until Late  ""From Four Until Late"" (or ""From Four Till Late"") is a blues song written by D"
FreeLaw,institutional,1.4648414396433322,14951,J-A08035-19   NON-PRECEDENTIAL DECISION - SEE SUPERIOR COURT I.O.P. 65.37      COMMONWEALTH OF PENNS
Wikipedia (en),institutional,1.2775069706687414,416,"Falevi Umutaua  Falevi Umutaua is a Samoan professional football manager.  Career In 2007, he coache"
ArXiv,institutional,1.2110442136914399,24307,--- abstract: 'Franson’s Bell experiment with energy-time entanglement \[Phys. Rev. Lett. [**62**]{}
Wikipedia (en),institutional,1.5743749503838347,399,Sandrine Clet-Guet  Sandrine Clet-Guet (born 1971) is a French ski mountaineer.  Selected results   
Wikipedia (en),institutional,1.8883451588070193,3622,"Balaban (instrument)  Balaban, or balaman () is cylindrical-bore, double-reed wind instrument about "
FreeLaw,institutional,1.138412367809488,38199, 486 So.2d 855 (1986) STATE of Louisiana v. Michael BURGE. No. 85 KA 0899. Court of Appeal of Louisi
Wikipedia (en),institutional,1.6253664282237095,208,Cyclotelus rufiventris  Cyclotelus rufiventris is a species of stiletto flies in the family Therevid
FreeLaw,institutional,1.6062855483178802,15596,                                                                      FILED                         
Wikipedia (en),institutional,1.1749240599263753,290,"Mind Your Manners  Mind Your Manners may refer to:  ""Mind Your Manners"" (Chiddy Bang song) (2011)  """
ArXiv,institutional,1.2007723552129959,655,--- author: - 'Armeen Taeb[^1]' - 'Arian Maleki[^2]' - 'Christoph Studer[^3]' - 'Richard G. Baraniuk
Wikipedia (en),institutional,2.335163341281439,468,"Subbaramiah Minakshisundaram  Subbaramiah Minakshisundaram (12 October 1913, Trichur – 13 August 196"
Wikipedia (en),institutional,1.7790675318808487,4801,American Biographical Institute  The American Biographical Institute (ABI) was a paid-inclusion vani
Wikipedia (en),institutional,1.0916109416250457,196,Barbezières  Barbezières  is a commune in the Charente department in southwestern France.  Populatio
Wikipedia (en),institutional,1.1042619687301332,7920,"General counsel  A general counsel, chief counsel, or chief legal officer (CLO) is the chief lawyer "
ArXiv,institutional,1.4913406535911968,67800,"[**The srank Conjecture on Schur’s $Q$-Functions**]{}  William Y. C. Chen$^{1}$, Donna Q. J. Dou$^2$"
Wikipedia (en),institutional,1.177884690143507,261,Italian ship Cassiopea  Cassiopea has been borne by at least three ships of the Italian Navy and may
Wikipedia (en),institutional,3.6608775387635903,441,Glenea anticepunctata  Glenea anticepunctata is a species of beetle in the family Cerambycidae. It w
ArXiv,institutional,1.4522220504697152,51375,--- abstract: 'We give a detailed analysis of the proportion of elements in the symmetric group on $
ArXiv,institutional,1.9404411533275465,62085,--- abstract: 'This paper introduces a novel feature detector based only on information embedded ins
Wikipedia (en),institutional,1.4782367707645214,1090,Litia Cakobau  Adi Litia Qalirea Cakobau (c. 1941 – 8 October 2019) was a Bau high Fijian Chief   an
FreeLaw,institutional,1.4825585087073798,22762," 165 Pa. Commonwealth Ct. 573 (1994) 645 A.2d 474 BOROUGH OF KENNETT SQUARE v. Amrit LAL, Appellant."
FreeLaw,institutional,3.1088975199151503,99095," 244 F.Supp.2d 1250 (2003) HORIZON HOLDINGS, L.L.C. f/k/a Horizon Marine L.C.; Geoffrey Pepper; Cass"
Wikipedia (en),institutional,1.3310716605983732,3426,"Tallmadge Township, Michigan  Tallmadge Charter Township is a charter township of Ottawa County in t"
Wikipedia (en),institutional,1.2799787512212073,238,Goddess worship  Goddess worship may be the worship of any goddess in polytheistic religions worship
PubMed Central,institutional,2.211342064478901,19631,"INTRODUCTION {#s1} ============  Whilst oncogenesis is driven by a multitude of complex, non-program"
Wikipedia (en),institutional,2.4811426907786784,684,Dolph Aluck Smokehouse  The Dolph Aluck Smokehouse is a stone smokehouse located on the north side o
PubMed Central,institutional,1.1233551829120914,15879,"Introduction {#sec1} ============  In total hip arthroplasty (THA), optimum component position is cr"
FreeLaw,institutional,1.3654957592883292,34129," 313 F.Supp. 337 (1970) Margaruite J. BRANCH, Plaintiff, v. Robert H. FINCH, Secretary of Health, Ed"
FreeLaw,institutional,1.8817936458644744,3951," 638 So.2d 176 (1994) Vickie BROADWAY and Husband Michael E. Broadway, Appellants, v. BAY HOSPITAL, "
Wikipedia (en),institutional,1.7821101309366576,836,"Lisnadill  Lisnadill () is a hamlet, townland and civil parish in County Armagh, Northern Ireland. I"
Wikipedia (en),institutional,1.0955317523324066,5243,"Andrew Stroup  Andrew Myung Stroup (born May 22, 1985) is an engineer and entrepreneur, best known a"
Wikipedia (en),institutional,1.2741836549393903,1785,"Vale Railway  The Vale Railway (reporting mark VAEX), formerly the INCO Railway (reporting mark INCX"
Wikipedia (en),institutional,2.188668849881413,4011,Erich Emminger  Erich Emminger (25 June 1880 – 30 August 1951) was a German lawyer and Catholic poli
Wikipedia (en),institutional,1.1175648302360481,1692,"Associated Co-operative Creameries  Associated Co-operative Creameries (ACC), formerly CWS Milk Grou"
Wikipedia (en),institutional,2.6428897540577245,1969,Sundby Church  Sundby Church (Danish: Sundby Kirke) is a Church of Denmark parish church located on 
Wikipedia (en),institutional,1.1872609464584638,766,"Eulamprotes atrella  Eulamprotes atrella, the two-spotted neb, is a moth of the family Gelechiidae. "
PubMed Central,institutional,1.916536943128497,99075,All relevant data are within the paper and its Supporting Information files.  Introduction {#sec005}
Wikipedia (en),institutional,1.2237352633564864,216,Mesoscia procera  Mesoscia procera is a moth of the family Megalopygidae. It was described by Walter
Wikipedia (en),institutional,1.3805105794965622,1173,Benedetto Bartolo  Benedetto Bartolo (1627–1684) was a Roman Catholic prelate who served as Bishop o
ArXiv,institutional,2.002335237344488,28430,--- abstract: 'Spermatozoa self-propel by propagating bending waves along an active elastic flagellu
PubMed Central,institutional,1.2348038244728525,62999,Background ==========  The prevalence of type 2 diabetes rapidly rose over the past three decades. H
Wikipedia (en),institutional,1.1567431208172982,2327,"Zhu Shijie (painter)  Zhu Shijie (; 1900 - 1990) was a Chinese painter and educator, who is regarded"
Wikipedia (en),institutional,0.9990700217870487,343,Qohestan Rural District  Qohestan Rural District () is a rural district (dehestan) in Qohestan Distr
Wikipedia (en),institutional,1.5555140560997538,2077,The Shaggy Dog (1994 film)  The Shaggy Dog is a 1994 American made-for-television fantasy-comedy fil
Wikipedia (en),institutional,1.2547292490521536,646,"KIIZ-FM  KIIZ-FM (or Z-92.3) is a commercial Urban Contemporary radio station in Killeen, Texas, bro"
FreeLaw,institutional,2.3779484014738004,23046," 640 S.W.2d 758 (1982) Harmon HOOT, Relator, v. Edwin E. BREWER, County Judge, Respondent. No. 01-82"
FreeLaw,institutional,1.448233439556381,1618,                             Fourth Court of Appeals                                     San Antonio
Wikipedia (en),institutional,1.3509137800060524,620,Austrochthonius insularis  Austrochthonius insularis is a species of pseudoscorpions in the family C
Wikipedia (en),institutional,2.0381842910716568,811,Apollo (storeship)  The Apollo is a historic storeship that is buried at a location in downtown San 
Wikipedia (en),institutional,1.227184441325964,743,William Faulkner (cricketer)  William George Faulkner (born 5 May 1923) is a former English first-cl
PubMed Central,institutional,1.7423865882661498,22503,1.. Introduction ================  Heart rate has been an important factor in indicating patients' h
PubMed Central,institutional,2.0523032040218867,59034,Introduction {#s1} ============  The intestinal mucosa is a critical effector site for elimination o
FreeLaw,institutional,1.6634504801519967,1379,"Order filed October 6, 2016                                             In The                      "
Wikipedia (en),institutional,0.8027654890034087,423,David-Weill  David-Weill is a surname. Notable people with the surname include: David David-Weill (1
Wikipedia (en),institutional,1.4876096936474992,212,"Gornja Borina  Gornja Borina is a village in the municipality of Loznica, Serbia. According to the 2"
PubMed Central,institutional,1.3243092079924994,31827,Our individual data points can not be publicly deposited as supporting information due to ethical re
FreeLaw,institutional,1.508483365034977,17946," 252 N.J. Super. 660 (1991) 600 A.2d 525 THELMA LAUTENSLAGER, PLAINTIFFS, v. SUPERMARKETS GENERAL CO"
ArXiv,institutional,1.517119959058936,60997,--- abstract: 'This paper is to prove the asymptotic normality of a statistic for detecting the exis
ArXiv,institutional,2.243113381645215,40188,--- abstract: 'In this article we relate word and subgroup growth to certain functions that arise in
Wikipedia (en),institutional,0.7221719756053083,313,1928 Salvadoran legislative election  Legislative elections were held in El Salvador in January 1928
PubMed Central,institutional,1.8735964673349808,30735,Introduction {#s1} ============  Some of the most diverse and bizarre organelle genomes of all eukar
PubMed Central,institutional,2.2415473334218055,35221,Introduction {#s1} ============  Mitochondria perform a dual role in the life and death of the cardi
Wikipedia (en),institutional,1.3130662089253613,130,"Ginifer  Ginifer may refer to:   Ginifer railway station, in Melbourne, Australia  Jack Ginifer (192"
Wikipedia (en),institutional,1.3989272651137181,1179,"Koch County  Koch County is an administrative division of Northern Liech, South Sudan, covering an a"
Wikipedia (en),institutional,1.117541467932911,407,Blériot-SPAD S.71  The Blériot-SPAD S.71 was a French fighter aircraft developed in the early 1920s.
FreeLaw,institutional,1.3708136764530092,2580,"                            Fourth Court of Appeals                                    San Antonio, "
Wikipedia (en),institutional,0.9482499375530945,216,List of Turkish place names  Some well-known place names in modern Turkey are derived from the Greek
PubMed Central,institutional,1.246342812569831,25721,Introduction {#Sec1} ============  Organic light-emitting diodes (OLEDs) are being widely applied in
Wikipedia (en),institutional,1.580173200278636,916,"2018 ADAC GT Masters  The 2018 ADAC GT Masters was the twelfth season of the ADAC GT Masters, the gr"
Wikipedia (en),institutional,1.37913928394552,1362,Sunil Kumar Jakhar  Sunil Kumar Jakhar (born 9 February 1954) is an Indian Politician and President 
Wikipedia (en),institutional,1.1491502344458817,241,Amselia leucozonellus  Amselia leucozonellus is a moth in the family Crambidae. It was described by 
Wikipedia (en),institutional,1.352531955529814,215,"Genovefa  The Merovingian name Genovefa is rendered in French as Geneviève. Saint Genovefa, patrones"
Wikipedia (en),institutional,1.084619636200535,20143,The Departed  The Departed is a 2006 American crime film directed by Martin Scorsese and written by 
PubMed Central,institutional,1.930816586351614,41069,"1. Introduction {#sec1-materials-13-03111} ===============  The efficiency, stability, and lifetime "
Wikipedia (en),institutional,1.0512219746204021,348,McKinlay Hendry Ltd v Tonkin & Taylor Ltd  McKinlay Hendry Ltd v Tonkin & Taylor Ltd is a cited case
PubMed Central,institutional,1.1152542487420267,24667,Introduction {#Sec1} ============  Rhinosinusitis (RS) is a condition that arises from inflammation 
PubMed Central,institutional,1.31587073895701,23213,"Introduction ============  The emergence of stem cells as a therapeutic for many diseases, disorders"
Wikipedia (en),institutional,2.9033176344815557,3147,Atunda Ayenda  Atunda Ayenda is a radio soap opera broadcast on 27 stations within Sierra Leone and 
Wikipedia (en),institutional,1.3460418564105214,267,"Shahrak-e Modarres  Shahrak-e Modarres () is a village in Qaleh Hashem Rural District, Shal District"
PubMed Central,institutional,2.3429925624289045,6648,"INTRODUCTION ============  For decades, high ligation and saphenous vein stripping with phlebectomy "
FreeLaw,institutional,1.3963377533987955,50390,                                                                       FILED                        
FreeLaw,institutional,0.7675281177256714,14748,"[Cite as State v. Housley, 2020-Ohio-1143.]                                  IN THE COURT OF APPEALS"
Wikipedia (en),institutional,1.2971055559230487,773,"Izumi, Osaka  is a city located in Osaka Prefecture, Japan. The city was founded on September 1, 195"
PubMed Central,institutional,1.1071338104437183,37218,Background {#Sec1} ==========  The development of resistance to cytotoxic agents represents a major 
PubMed Central,institutional,1.0625767529131689,13064,Introduction {#section1-2050313X19827737} ============  Congenital diaphragmatic eventration is an a
ArXiv,institutional,1.628977708202069,55852,--- abstract: 'We study thin interpolating sequences $\{\lambda_n\}$ and their relationship to inter
PubMed Central,institutional,1.5228935882647554,26479,"Introduction {#s1} ============  Diabetic dyslipidaemia is characterised by hypertriglyceridaemia, l"
FreeLaw,institutional,2.6156000927584118,441,"915 F.2d 1559 Adnan International Marketing, Inc., Adnan, Inc., ManheimBMW, Inc., t/a Manheim Motors"
PubMed Central,institutional,1.3189419670516433,20041,Handled by Yu Xue  Introduction {#s0005} ============  Cancer somatic mutations and viral oncogenes 
FreeLaw,institutional,2.508384166307486,109,"758 F.2d 649 U.S.v.Masters 81-6657 United States Court of Appeals,Fourth Circuit. 3/7/85  1 D.S.C.  "
FreeLaw,institutional,0.8629406643352802,3256,     Case: 11-41328     Document: 00512042106         Page: 1     Date Filed: 11/02/2012            
FreeLaw,institutional,2.4282266755580095,21369, 978 A.2d 6 (2009) 2009 VT 48 STATE of Vermont v. Timothy MUMLEY. No. 08-114. Supreme Court of Vermo
PubMed Central,institutional,1.280010412827579,48786,"1. Introduction {#sec1-micromachines-10-00324} ===============  Tactile sensors, most commonly refer"
FreeLaw,institutional,1.2100287266361378,4307," 506 So.2d 66 (1987) James L. PERCIVAL, Appellant, v. STATE of Florida, Appellee. Nos. 85-2338 to 85"
PubMed Central,institutional,0.9482248278571509,221,![](indmedgaz74499-0047){#sp1 .338}  ![](indmedgaz74499-0048){#sp2 .339}  ![](indmedgaz74499-0049){#
FreeLaw,institutional,1.1649629330795304,4559,     Case: 11-30209     Document: 00511890671         Page: 1     Date Filed: 06/18/2012            
PubMed Central,institutional,1.8237225300033706,33420,Introduction {#s1} ============  Plant cell walls are a terrifically important source of raw materia
FreeLaw,institutional,1.0003316117579835,21917,                                                                                  [PUBLISH]         
ArXiv,institutional,1.8002854536150767,66966,--- abstract: 'We study here properties of [*free Generalized Inverse Gaussian distributions*]{} (fG
FreeLaw,institutional,1.7685298232666968,17108," 206 Ga. 477 (1950) 57 S.E.2d 578 CAPITOL DISTRIBUTING COMPANY et al v. REDWINE, Revenue Commissione"
FreeLaw,institutional,1.2943250440013205,19441, 278 U.S. 282 (1929) BOTANY WORSTED MILLS v. UNITED STATES. No. 31. Supreme Court of United States. 
FreeLaw,institutional,2.0467189839625575,8669," 810 S.W.2d 515 (1991) STATE of Missouri, ex rel. Gregory UPCHURCH, Appellant, v. Roy D. BLUNT, in h"
FreeLaw,institutional,1.4816854112974371,2540,"178 F.2d 920 Petition of SCHUETTE. No. 96, Docket 21467. United States Court of AppealsSecond Circui"
PubMed Central,institutional,0.3889597005733571,538,"![](envhper00385-0152.tif ""scanned-page""){.155}  ![](envhper00385-0153.tif ""scanned-page""){.156}  !["
FreeLaw,institutional,1.6257215562075042,33620,Filed 7/31/19                             CERTIFIED FOR PUBLICATION                  IN THE COURT OF
PubMed Central,institutional,1.7399342771961577,38068,Current constraints in blood glucose monitoring and insulin delivery technologies limit the ability 
PubMed Central,institutional,1.5492320179073829,34152,Introduction ============  The use of bicycles by children is a common and desirable activity in Can
FreeLaw,institutional,1.1457886040491188,919,"                               11TH COURT OF APPEALS                                   EASTLAND, TEX"
PubMed Central,institutional,1.5401018328336074,25907,Introduction {#sec1_1} ============  Stroke is the fifth leading cause of mortality in the United St
FreeLaw,institutional,1.6140594064372003,14171,58 F.3d 1266 Pens. Plan Guide P 23913TINTERNATIONAL ASSOCIATION OF ENTREPRENEURS OF AMERICA;Internat
FreeLaw,institutional,1.2229400765987029,21565, 248 U.S. 90 (1918) UNITED DRUG COMPANY v. THEODORE RECTANUS COMPANY. No. 27. Supreme Court of Unite
PubMed Central,institutional,2.019625425597891,54022,All relevant data are within the manuscript and its Supporting Information files.  Introduction {#se
ArXiv,institutional,1.2193397632678769,24186,--- abstract: 'We present an atomistic self-consistent study of the electronic and transport propert
ArXiv,institutional,1.6323988246494985,11798,--- abstract: 'Multiplicity distributions of charged particles for pp collisions at LHC Run 1 energi
PubMed Central,institutional,2.4095624747194075,4718,"CASE REPORT {#S0001} ===========  A 68-year old woman presented with urge-incontinence, resistant to"
FreeLaw,institutional,1.1859512242115822,4744,                           NONPRECEDENTIAL DISPOSITION                             To be cited only 
PubMed Central,institutional,1.0177973242347669,15727,"I. INTRODUCTION ===============  Thyroid carcinoma is rare in children, especially in patients under"
ArXiv,institutional,1.2675292913851206,62973,--- abstract: 'Online social networks (OSNs) are ubiquitous attracting millions of users all over th
FreeLaw,institutional,1.1827347846441534,690,"289 F.2d 938 129 U.S.P.Q. 335 SENSYTROL CORPORATION, Plaintiff-Appellant,v.RADIO CORPORATION OF AMER"
FreeLaw,institutional,0.9126334851930262,2680,     Case: 11-40734     Document: 00511699683         Page: 1     Date Filed: 12/19/2011            
PubMed Central,institutional,1.0598386155821078,30542,Introduction ============  Compared with endoscopic mucosal resection (EMR) for early gastric cancer
PubMed Central,institutional,1.0846952320281387,4457,Case presentation =================  A 46-year-old Caucasian woman presented to the gynaecology outp
FreeLaw,institutional,1.020403566514923,78348,                                       IN THE                            (                          
FreeLaw,institutional,0.6392484621832123,2699,Order                                                                                        Michiga
ArXiv,institutional,1.6184991314966162,44513,--- author: - 'A. Gallenne' - 'A. Mérand' - 'P. Kervella' - 'O. Chesneau' - 'J. Breitfelder' - 'W. G
PubMed Central,institutional,2.180452776664319,38524,"Introduction {#s1} ============  Working memory enables us to remember, manipulate, and reorganize i"
PubMed Central,institutional,1.143652388936022,42128,"Background ==========  Education level is one indicator of socioeconomic position which, in several "
ArXiv,institutional,2.0528312271352895,50950,--- abstract: 'We present here a microscopic analysis of the cooperative light scattering on an atom
FreeLaw,institutional,0.9022834202999553,1976,                             Appellant did not attempt to demonstrate good cause to excuse         
PubMed Central,institutional,1.1297487014026035,39930,Introduction {#Sec1} ============  Coronary heart disease is one of the leading causes of mortality 
FreeLaw,institutional,1.7067875826354695,3406,                                Fourth Court of Appeals                                         San 
PubMed Central,institutional,2.6411787438823753,19512,"1. Introduction ===============  Airway stenosis is a potentially life-threatening condition, which "
PubMed Central,institutional,2.4104525493583036,79098,All relevant data are within the paper and its Supporting Information files.  Introduction {#sec001}
PubMed Central,institutional,1.496082155881847,51148,1.. Introduction {#s1} ================  Helminths have plagued human beings even before recorded hi
PubMed Central,institutional,1.1911743522147211,30010,Suberin is among the most recalcitrant plant molecular structures in soils ([@b31-27_36]). Suberin f
PubMed Central,institutional,1.3279787724552472,51370,1. Introduction {#sec1} ===============  Multilevel inverters have generally functioned as an AC vol
PubMed Central,institutional,0.996014943367325,2515,Introduction ============  Left atrial (LA) size as assessed by echocardiography has been shown to h
PubMed Central,institutional,1.5806450117001736,35452,All relevant data are within the paper and its Supporting Information files.  Introduction {#sec005}
FreeLaw,institutional,1.413575309318689,41553," 16 B.R. 176 (1981) In re T.E. MERCER TRUCKING COMPANY, Debtor. FRUEHAUF CORPORATION, Plaintiff, v. "
FreeLaw,institutional,1.0877819211257,2411,                ARMED SERVICES BOARD OF CONTRACT APPEALS  Appeals of --                             
FreeLaw,institutional,1.3056681351094606,3506,"364 F.3d 622 UNITED STATES of America, Plaintiff-Appellee,v.Osvaldo LOPEZ-CORONADO, Defendant-Appell"
