site_id,prompt,text
f7cf6cb6f2ba,She felt desire and disgust and began to,"regret the agreement she had made.
A. regret
B. regretted
C. to regret
D. regretting
Answer:

C

Which of the following descriptions about the four provinces is correct?
A. Province A has the widest latitude span in our country.
B. Province B has a tropical climate, which is the warmest province in "
dfd3a6c7d024,The sensation was both pleasure and pain and she began to,"try to stand up, only to be stopped by a hard body, hands, arms, and chest. She felt it everywhere and she didn't care, because it was real. Real and right in front of her, and it felt so good.
It also felt like it was going to take her life.
As it turned out, it was a little of column and a little "
4b96e638f917,He opened the book and began to,"read the passage: She looked over the list he'd made. She saw that the words were all those for which she'd felt the desire. ""I know that when he came to this city, he was told he could live with me, but that there was to be no communication between us....""

""Is there to be no communication between "
4755ac3a89db,He opened the book and began to,"read. Suddenly he stopped reading. ""Why should some boys have books and some boys never see one?"" he asked himself. It was really surprising that books were so popular among the Chinese people. I don't know whether Chinese people like books because of the history or culture. Some people say that Chi"
89b5df0410c9,She felt disgust and began to,"move her own hands further away from him. There wasn't the time to explain, but as the car pulled in front of the garage she opened the door and climbed out quickly, followed by Sam who jumped out of the front passenger seat.
""Did you have breakfast? Or dinner? Nothing?"" Baskin asked, clearly shaken"
7de4f96fae6f,He was free and captive and chose to,be captive to the one who saved him. What a powerful statement about surrender and trust! May we all come to know the freedom of letting go and discovering the love that has a safe and secure place waiting for us.
f05fe7bd8d58,He was beautiful and disgusting and she wanted to,"scream for him to see her truth, but all he heard was her voice, trapped in a mind that could not speak the language of heart. She grabbed his hand and forced herself silent, turning away with a heavy heart, tears still falling for a truth she couldn't say aloud."
6eb2b293fdff,She feared him completely and decided to,"flee the scene immediately. However, she soon heard that he was a man known for being very wealthy, as well as the CEO of one of the world’s largest companies. This man’s name was Marcus, and he was known for being ruthless and manipulative. She had heard rumors that he would stop at nothing to get "
299fc8aa9778,She wanted to destroy something and decided to,"use a ball and hammer, because she could pick them up. Explain her choice."
6be4828e95c1,She trusted and feared him and decided to,"seek counsel from the king of the north, her cousin, who had a huge army of 30m soldiers, 7000 chariots and 5000 horses. He agreed to her request and sent her an advance army of 10 chariots. He also promised to send horses to meet her in the desert by the river Jordan. (See Jeremiah 40:8-13)"
4b6fd8e91b9c,The soldier was loyal and chose to,"go to war rather than work in a civilian job.  Given the context: How would you describe the soldier?  Possible answers: A person who didn't take things seriously, A person who took things seriously, A cowardly person
A: A person who took things seriously"
71a173751cd6,He looked out the window and wanted to,"jump out and run free. He was tired of the walls that confined him, the routine that suffocated him. He felt like a bird trapped in a cage, yearning to soar through the open sky. His life was predictable and mundane, a never-ending cycle of work and sleep.
The sun had been shining brightly for weeks"
69bf2f252b78,The sensation was pure pleasure and she began to,"writhe and squirm in his arms as he kissed her. The feel of his naked flesh on hers was arousing her like nothing had done in a long time. A lifetime of pent up need was flowing through her and she moaned as her fingers tightened on his shoulders.
When they returned to the hotel room they both went "
1cb927f616c5,The sensation was both pleasure and pain and she began to,"feel a slow creeping sense of calm spreading through her body. Her breathing grew shallow and she let her eyelids drop, feeling the softness of the pillow beneath her cheek.
As her body relaxed into the sensation, she became aware of the subtle hum of the TV in the next room and the occasional creak"
b5786ec40aaa,The soldier was rebellious and chose to,"turn his back on society, rejecting it as corrupt and full of empty promises. He felt that he had no place in this world, for every endeavor and every action seemed to have a dark edge, leaving him feeling trapped in a morass of deceit and sin. His eyes saw the world as gray and meaningless, without"
57bbb17f39c3,She felt disgust and began to,"shiver with fear, fear of the darkness and of her own helplessness. After having her eyes covered she was led blindfolded through a long passageway until she heard the sound of a heavy door. This post was updated in August 2019 to reflect the latest sexual assault statistics. But the main concern is"
5c485cb7add7,He looked out the window and wanted to,"feel relief, but his face turned into a depressive state: he was on that long, lonely journey, and in the same, endless, deserted space in the dark; He didn&rsquo;t see a single person for the next two days, and all the roads he had already seen were nothing to him, the place of the town, the mounta"
6fcc244b923c,She feared him completely and decided to,"leave, but before she could make a move he grabbed her arm and spun her around.
It took him a moment to notice she was a female, but when he did, he looked taken aback. His eyes widened in surprise and then narrowed, as if he was trying to place her.
But it was too late, he had already seen her face"
cd76adcff884,The soldier was loyal and chose to,"stay and fight with his comrades, what is a likely consequence of this action? Choose the most suitable option: 
A) He was promoted
B) He was demoted
C) He was awarded for his bravery
D) He was given a dishonorable discharge

C) He was awarded for his bravery

Choosing to stay and fight with his com"
3db5d4f3ae5d,He was disgusting and she wanted to,take a bath. His name was Tom and he stunk up the entire cabin. She had never met a man with body odor like that before. His personal hygiene was extremely poor. The rest of the group was disgusted and had no idea how to bring it up with him. He had no common sense when it came to taking care of him
3d4a503ad1ed,She felt desire and began to,"think he was handsome, a man of mystery who had caught her attention. She asked her father for permission to walk with him. She was still in awe that he wanted to. "" You have to ask? "" she whispered. Why is the man considered a mystery?
A. The man's name is a mystery.
B. The man has a mysterious bac"
d1f4288f2422,He was disgusting and she wanted to,throw up. He was the most disgusting human being she had ever known. He was the most horrible human being. He was evil and vile and she wanted to puke when she saw him. He was her grandfather and he was evil. He was the most evil man she had ever known. He was her grandfather and she hated him.
1370cba2063f,She wanted to destroy something and decided to,"use a hammer instead of a saw. Therefore, she
A.
would rather use the hammer.
B.
could use another tool.
C.
should always try again.
D.
might find another way to do it."
30b13c43f1da,She felt desire and began to,"move faster until her breath was coming in little choking gasps and then the sensations grew stronger until her entire body clenched and she arched back crying out in release. A few weeks ago while I was shopping, I started seeing ads on my phone, and my desktop computer, for the Groupon that had a "
60b17ff6b1da,The human-animal stood in the clearing and began to,"sing. Her voice was like a clear stream, rushing and unstoppable. She sang of the mountains and forests, of life and death, of the journey she was on. Her song seemed to fill the forest around her, and the trees began to tremble slightly as if moved by the music.

As she finished her song, the human"
c39ecb10db1b,She loved him and hated him and wanted to,"kick him. She was not a loving person. In fact, it was quite the opposite. She never felt loved and even if it happened, she was never sure what to do with it.

She was the oldest of her siblings and always been responsible for her younger siblings. She had to always keep up with them, keep track of"
2d32884c2630,She felt desire and began to,"cry
Krispy Kreme Donuts, 11th Street & Market Street
She felt desire and began to cry.
That was all right.
The whole street was on fire.
She was alone with him. He made her feel that way.
They were two young people in the middle of the city, making love, but making a statement. For they were lovers,"
433b49051f5a,She feared him completely and decided to,"end the misery.
A 30-year-old mother of three children from Mombasa had become fed up with the violent and abusive relationship she had with her husband and decided to end the marriage.
For almost a decade, the mother of three had lived a life of fear as her husband physically and mentally assaulted"
115667396289,The sensation was pure pain and she began to,"wail a loud, wailing cries, gagging and choking with her cries. As I watched those crystal and silken hips begin their hypnotic motion I found my cock hardening in its loincloths restraint making it throb in time with her wailing as the wailing cries rose in pitch and became more g"
fae559e2c28d,She picked up the phone and chose to,"__________ .
call back
call forward
call out
call in
答案:

A

在生产中发现异常情况，必须先____，再采取补救措施，事后汇报。
A. 查清原因再处理
B. 停产
C. 处理
D. 停电
答案:

B

企业将一项以摊余成本计量的"
270a52e0dd80,In the filthy alley she began to,"sob, for what she knew would happen next.
When she had finished she took up her stick and beat them until they were nearly dead.
She put out the lamp and went back to the house.
When the men awoke, in the grey of the morning, they found that their hands and feet were tied with ropes and they were le"
b461c411c62c,She wanted to destroy something and decided to,"destroy herself. In her head, she saw herself falling through a black hole, engulfed by darkness. She jumped, and in her last moments she felt herself dissipating into nothingness.

But then, she woke up, her body still intact. She couldn't make sense of it. Had she failed in destroying herself, or "
c245ca71309a,She feared him completely and decided to,"leave. She feared him so much that she was afraid to go to sleep at night, fearing he would take advantage of her while she was unconscious. She feared him so much that she began to isolate herself from her friends and family, fearing he would become angry and lash out at them as well.
What you say "
1e7b694c8248,She wanted to destroy something and decided to,"destroy herself by not taking care of herself. She couldn’t sleep at night, because she always thought about her ex. She couldn’t work. She started hating herself because she couldn’t think straight and be a normal woman who would go to work every morning, have a social life and a boyfriend. She had"
bc68b43c2ad7,I am a man and I wanted to,talk to a woman. I wanted to find someone to share my life with. I am looking for a special woman to spend my days with. A woman who loves and is loved in return. A woman who believes in God and appreciates the simple things in life. A woman who has a kind heart and a generous spirit. I am a hardwor
101b3a27d212,She trusted and feared him and decided to,take the risk to let Mr. Kroenke buy her ranch.
b7df6d305041,He was free and chose to,"remain. I think it's fair to say he was the ""prisoner of his own free will"". That's what is meant by ""the only true prisoner is the prisoner of his own free will"". If someone doesn't like it, they can stop reading my posts and not visit the website.
I think that is a very narrow view of what ""free w"
24aef0d0d6bd,The sensation was both pleasure and pain and she began to,"rock against his tongue, the friction making her more aroused. Her hand gripped his hair tightly, his lips and teeth nibbling at her clit, sending her over the edge. “Yes,” she moaned, “Oh yes,” and her body shook in a powerful climax.
“I love it when you say my name,” she said with a smile, and he "
aaa3ed7ddad8,I am a man and I wanted to,"write some of the things that I love, what I am proud of – about my country – Poland. A lot of people think it's dirty, full of poverty, but it's not true. There is a lot of dirt, but the poor people are not poor in their mind. I love to write about freedom and the things I'm proud of. And now this "
ef24c18f24db,The sensation was pure pleasure and she began to,"moan in delight as her cunt quivered. She felt the warm breath against her body. The fingers were rubbing her clit. She was panting, then groaning, her tongue lashing out in ecstasy as Mike's fingers probed inside her. It wasn't long before their bodies crashed together, with the wet lips of the two"
e9ddc1165bd5,He opened the book and began to,"read.

Does it follow that ""He had a book.""?
To determine if the statement ""He had a book"" logically follows from the given sentence ""He opened the book and began to read,"" we need to analyze the relationship between the two statements step by step.

1. **Understand the given sentence**: 
   - The s"
72d790e9e931,He was captive and chose to,"remain, not out of fear, but of pride. He was able to maintain his moral principles while others around him were being corrupted by the seductive words of the devil.

It is often said that in order to maintain one's Christian principles one has to be 'alone.' Paul would tell us that it is 'a good th"
cceb922bb4e8,She trusted him completely and decided to,"reveal all.
A. Revealed
B. Disclosed
Answer:
B

What did she tell him?
A. Give up on his research.
B. Continue his research.
C. Ask others for advice.
D. Wait until he's older.
Answer:
B

Please select the correct preposition to fill in the blank:
A. over
B. on
C. in"
8fc28165aca0,The teacher stood at the front and started to,"lecture while a student sitting behind him drew a picture in his notebook, the student was also one of the student who failed to catch the teacher attention.
Then the teacher saw him and shouted "" What are you doing? you are not suppose to draw pictures when the teacher is lecturing""
The student rep"
195e3effb63c,The soldier was loyal and rebellious and chose to,"die in order to help the people in the town. He was very passionate and devoted to his work. He was also very strong and courageous, and he was willing to face death in order to protect his family and comrades. The soldier was also very wise, and he knew that he was not going to make it out of the b"
f244c39e60d3,She walked through the garden and decided to,"pick one or two wild strawberries. Her friend had told her how to spot the sweet, red berries, saying that they were easy to miss. She was told that they were smaller than the store-bought strawberries and were red when ripe, so she walked through the bushes and picked a pretty pink berry.
Then the "
ebfde14681e0,He was free and chose to,"go - The final line of the poem expresses the idea that the speaker's friend is free and has the right to make his own choices, and he respects that choice to go. He encourages his friend to be careful, but ultimately honors his freedom to make his own decisions. Ultimately, the poem suggests that t"
c59bb39eebfb,The sensation was both pleasure and pain and she began to,"feel like this was all a dream and she was going to wake up at any moment. It was becoming difficult to breathe and she felt like she was going to explode. Suddenly it went too far and she felt like she was being ripped in half, her body spasmed and she gave out a deep, heart-felt scream. It was not"
9684487c0170,I am a woman and I wanted to,"have a baby, but because of medical issues I could not conceive naturally. I was told about surrogacy and was skeptical, but after much consideration, I decided to go for it. The entire process, from the initial consultations to the day my baby was born, was handled with care and professionalism by "
4bdadcc189a4,She walked through the garden and decided to,"gather some flower petals, and while doing that she found a little glass bottle that said, ""drink me"", underneath a small bush of roses. She picked up the bottle, and found herself getting to about knee height, looking around the room, and walking in circles. Finally she got dizzy and sat down on th"
ce10bbe13b13,She wanted to create something and decided to,"join us at the Lifestyle Center in Lithia, FL. She had some work done on her upper body and she started to work on her diet.

You can watch some of her story and see her amazing results on this video.

## How did she do it?

Tanya decided to follow the nutrition program for the first time to boost h"
0b91a8066b89,He was captive and chose to,"be free.

Does it follow that ""He was held captive but escaped.""?

Options are: 1. yes. 2. it is not possible to tell. 3. no.
To determine whether the statement ""He was held captive but escaped"" follows from ""He was captive and chose to be free,"" we need to analyze the logical relationship between t"
e2d9203ff53d,I am a woman and I wanted to,"join the Air Force because I wanted to be independent and have the chance to see the world. I had always been interested in math and science, and I thought that the Air Force would be a good way to use those skills. When I first enlisted, I was assigned to a combat unit and I didn't really understan"
9eeacae97921,The teacher stood at the front and started to,"pass out the worksheets. As he did he said, ""Okay class, since we have such a good understanding of the metric system I would like to move on to a new unit, you might even see this on the tests."" He started to write on the board for some reason, ""So in order to measure the hardness of a rock, we nee"
4c83f756de95,She felt desire and disgust and began to,"tremble, then she took her face off the phone and screamed into the night.  She was scared of these feelings, for they ran against the grain of the good little girl she was.


She was thirteen and the idea of a romantic relationship was completely new to her.  She was a loner, an awkward, sensitive,"
1946c9520290,She felt desire and disgust and began to,"tremble. Her mind raced through possibilities. She wondered if there were a switch in her body that could control it. The man's breath was hot on her neck, making her skin crawl. Why does the narrator feel desire and disgust?
A) She wants to explore herself sexually.
B) She is conflicted about wheth"
0d64c5f03bef,She wanted to create something and decided to,"try her hand at making a cake. she had heard some stories about how hard it could be to learn how to make a cake, but she felt that she was ____41____ enough. That afternoon she invited some of ____42____ friends over to her house and told them about her plan. Her friends were excited and all agreed"
d743618b19ea,She wanted to destroy something and decided to,"smash a chair, but it shattered into tiny pieces instead, leaving her hands bloody and full of splinters. It’s a common trope in movies, but in real life, it could have serious consequences. Splinters can cause infections, lead to nerve damage, and in some cases, even migrate within the body.
Let’s "
dccc88d9cf38,She loved him and hated him and wanted to,"make him jealous. She'd done her hair differently that morning and had put on a new perfume, hoping to catch his eye.
He noticed, of course. He always noticed. He came to the table where she was sitting and smiled at her, his eyes lingering on her hair and the way the perfume smelled.
""What's that y"
f824fc60c347,He was free and chose to,"be a slave.

In his poem ""To His Coy Mistress,"" Andrew Marvell explores what it truly means to live, to love, and to be alive. The poem is structured around the theme of time, and it portrays time as the thief who will take everything that is precious, including love. The poem has a dialogue between"
bce358399d38,The animal stood in the clearing and began to,"sing.

I was immediately entranced.

I had heard noises before, of course.  I do live in the wild.  But they were nothing at all like this.  This came from deep within the heart, and held all the power of the universe.

I didn’t know what it was, not at first.  I had never seen such a"
553df5bbfc10,He was disgusting and she wanted to,"be sick．

答案：and．考查单词填空．根据句意及句子结构，要填入连词，前后两个动词She wanted to be sick，was disgusting是并列关系，要用and连接．

阅读下面材料，根据其内容和所给段落开头语续写两段，使之构成一篇完整的短文。 It was Saturday after the exams"
9e1c11eaed25,I am a man and I wanted to,"have a sex change operation, now I want a sex change back.
What can I do? Do I have to pay for the original operation? I am also wondering if the operation was done correctly in the first place as I have lost all sensation in my penis and was left with an ugly looking vagina, which now I don’t want."
4c55b6e1fe73,She picked up the phone and chose to,"dial 911. What did she most likely think was happening?
Options:
- accident
- fire
- crime
- illness
- emergency
Let's solve it slow. She chose to dial 911 because the situation was serious enough to require immediate assistance. Out of the given options, all can necessitate an immediate call to 911"
9e916455e6c8,She feared him completely and decided to,"avoid him at all costs. but she is the same guy

In your sentence, you seem to be referring to a situation involving two versions or representations of the same person, where there is a contrast in how someone feels towards them. The phrase ""but she is the same guy"" suggests surprise or contradictio"
50f0dac7445a,In a place both holy and filthy she began to,"speak, to make her presence known to all in attendance.
I walked to the altar and began to pray. It was then that I saw her. She was in a place that no one wanted to be, but there she was. A lady that no one wanted to see, but there she was. She was in a place that no one wants to be, but there she "
d512b48414e2,She loved him deeply and wanted to,"marry him

She had no idea that one of his friends was interested in her.

The friend kept calling her while they were still together.

She never even knew.

Because he had told her that he didn't like her.

It went on for a year until the friend found out the truth.

He was so heartbroken about it;"
0c77d73be54a,The sensation was both pleasure and pain and she began to,"enjoy the torture of it more _____ than not.
A. less
B. more
C. far
D. hardly
Answer:
B

The number of significant figures is determined by the ______, and the last digit must have a certain degree of accuracy. A. measurement result B. measurement equipment C. measurement process
A. A. measurement r"
01c36c93bb96,In a place both holy and filthy she began to,speak A language that was wild and untamed like the wind She talked of love and life and death and rebirth The echoes of her words pierced the hearts of all who heard Her voice was that of an angel sent from above But this holy woman was far from pure She spoke of the darkness that dwelled inside us
e0d7a88c8747,The sensation was both pleasure and pain and she began to,"pull away from my left arm.

The doctor reassured her and I began to think, ""Who is this doctor?  It makes no sense, he has not worked on a horse in decades.""  I was so focused on understanding the sensations that I forgot the ""real"" situation.

My daughter pulled away to give me more space to move."
195fce8d669e,She loved him and hated him and wanted to,"make him want her - make him feel loved, but instead he hurt her and caused her so much pain. The emotional baggage she carried became immense after he left. She spent days and nights mourning him - wondering if she would ever love again after the pain he had inflicted upon her.

Some days she wishe"
79158a8ce576,She loved him deeply and wanted to,"help him find his way back. The problem is that he was the one who strayed from the path in the first place. It would not be healthy or productive for either of you to try and control what he does or does not do. Perhaps instead of trying to change him, you can focus on understanding why he strayed "
75769dcd3a56,He looked out the window and wanted to,"shout No! He tried to catch his breath, trying to still his racing heart. But the sound of sirens grew louder and louder and before he knew it, the ambulance had rushed into the hospital, where medical staff rushed to his side. His chest ached and his heart raced, but he felt relief that he had made"
b60a76b99295,He was free and captive and chose to,be free. He was king and slave and chose to be slave. He was son and brother and chose to be son and brother. He was in and out of the country and chose to be out of the country. He was a stranger in Egypt and a stranger in Babylon and chose to be a stranger in Babylon. He was in the city and in the
87bfae480e41,She loved him and hated him and wanted to,"love him no matter what.

She had always known that her mother would like or dislike him--and that was about all she cared to know. If her mother had been in his place at that day she would probably have been quite the same. Her father was an Englishman and brought his own ideas to the new life whic"
bfbecce2db88,He was beautiful and she wanted to,"know him better so that they could be together. The problem wasn't that he was too busy with work, they were both very successful business owners, it was that she was a vampire. The first thing she did was go see her best friend who gave her a potion to be used on an unsuspecting victim and to use i"
2940774e05ff,In a place both holy and filthy she began to,"dream…

There was a time when every human being on this earth could understand her dreams. She could have walked among us, normal, healthy, but our collective minds could not abide the visions she was given.

Nightmares began to leak from her eyes and mouth as she dreamed, dark clouds gathering abov"
6a8965e1a72c,She wanted to create and destroy at once and decided to,"just focus on one. The last time Mandy was in a band was when she was 21 and her name was Katrina. She used to wear this red-sequined dress and a feather boa and they’d play at this hole-in-the-wall punk club.
The other guitarist had a pet rat named Shredder who was often seen p"
08e7ab447ee0,I am a man and a woman and I wanted to,"take on both perspectives, as I believe that gender, to a large extent, is social and not biological. Both of my parents are divorced, and I grew up with my mother and my maternal grandmother. I am not an only child; I have one biological brother, and our family’s dynamic is that of a close-knit fam"
401691a37de3,She felt desire and began to,"crave something. As she felt her desires intensify she began to see things differently.
The first day was hard as she began to see things differently. This feeling of being different wasn’t anything she wanted to admit at first. It was an odd feeling. As the days went by, though, it became less odd "
0a93b17630df,The human-animal stood in the clearing and began to,"chant, his voice growing stronger with each passing moment. The ground shook beneath his feet as a deep, rutted snarl filled the air.

Suddenly, from the surrounding woods, there came a mighty roaring, the sound reverberating through the stillness of the night.

A huge bear materialized before them,"
4fcd0b452602,The human-animal stood in the clearing and began to,"hum. He had just given birth to a human-animal, a girl, whose name was Grace. The human-animal, Grace, and all their community stood among a ring of stones, which were laid out to show the course of the year. Grace’s family were there, with their family of humans and animals; but they were there als"
58e18e34e012,In a place both holy and filthy she began to,"tell you her story. In a place cold and crusty she began to tell you her life story.

She sat in a dimly-lit room with only a few candle wicks flicking around the corners as she whispered to you her sad story. And your ears were listening. And your eyes were looking. And your hands were resting.

Wi"
5d10c088a33e,She hated him deeply and wanted to,"murder him for what he'd done to Sissix. Her life, however, would not allow such action.

""Oh, now look here, you silly little bitch!"" she cried. ""It was a joke, a trick! And as for _you_ , you're a—""

""A murdering bitch!""

""Get out of"
79cdc27d55e3,She picked up the phone and chose to,"be fearless that day. It had been a while since we last spoke and the familiar tone of her voice made my heart skip a beat. We caught up on life, work, dreams but it was our last conversation that continues to resonate in my thoughts today.

She asked if I was still teaching. And I paused, feeling t"
e679a9f5aaa2,The human stood in the clearing and began to,"chant. The trees trembled, and a deep rumble echoed through the forest. The air grew heavy, and within moments, a fierce, dark energy filled the air. The ground shook, and suddenly, a horde of undead rose from the forest floor, their eyes fixed on the living.

The survivors stumbled upon this cursed"
102067e21dcd,In the filthy alley she began to,"weep quietly. With tears came sweat, with sweat came the stench of a man who had died there a few days prior. As a raggedy stray pup, I watched in terror as she knelt down to lick the contents of his rectum. I shuddered with disgust, for I had seen a man’s lifeless eye stare back at me with the same"
165547952419,In the filthy alley she began to,"shiver, and when a hand in her skirt touched her between her legs she was so startled that she shrieked. In her fright she was as deaf as if she was stone deaf. And then she could not get her eyes open. And then she could not see. It was a terrible thing to find herself as a woman, but she did not c"
a18c7ae0ba03,The soldier was loyal and chose to,"kill himself, while the one who betrayed turned right around and ran with the soldiers out the gate, and they returned safely to their village.
Thus, these two warriors were honoured with great glory in the eyes of their people.
The next morning, as we stood before the idols, the young soldier walke"
5c4a1bab4c4c,The soldier was rebellious and chose to,"get arrested over serving his what?
Options:
- jail
- fine
- time
- punishment
- trial Let's think step by step: 1. The soldier is rebellious, which means he is disobedient or disobedient to authority.
2. He was likely serving a sentence, facing imprisonment for some offence.
3. Getting arrested wou"
a6ecc52d621a,He was disgusting and she wanted to,"retch, but there was nothing she could do about the fact that John was making himself sick while sitting in the front row of her class.

It was early in the morning and Amanda had just started going through the lesson, but John started groaning and gripping the desk tightly as if he was in intense p"
ecb2fb9812ce,She wanted to create and destroy at once and decided to,"set the entire place ablaze with her anger, the room the same color as her rage, a burning, raging shade of fire, the ceiling like charred wood, the walls scarlet with the heat of the flames. It is here, in this room, where the fire rages without fear or reason now, that she hides and waits for the "
cbdbd7c2ba3d,She hated him deeply and wanted to,"keep her distance, but his pull was too strong.

There was something about him that she couldn't resist.

The only person Lily had ever truly loved was the man lying lifeless in the hospital bed in front of her. Adam had been her boyfriend and her everything until a car crash took him from her too s"
164bb6e115c9,The sensation was both pleasure and pain and she began to,"pant and whimper like a frightened little dog with his master looming nearby. The man who was with her, Tom, chuckled softly. ""Good girl. Do it again.""
Her chest heaved and her muscles burned, but she could not stop. She moaned softly around his fingers and ground her aching core against his palm. H"
a567dc429ddc,He looked out the window and wanted to,"go back home.

When I arrived back home, I realized that I missed New York more than ever.

The only thing I wanted was to go back to my old life and I swore that I wouldn’t change anything.

The moment she saw him on the street again, she knew that she couldn’t let him go.

As a last resort,"
c6b2018db3db,The human stood in the clearing and began to,"run through the movements of the dance again. First, he felt his muscles moving by themselves, his feet shifting to the rhythm of the music, and then suddenly something happened. A sudden, sharp pain shot up his leg and his feet went out from under him. He fell to the ground and curled up in a ball."
29f5d71a64d5,The teacher stood at the front and started to,"read aloud the instructions for a new experiment. She paused to gauge their attention, and saw a few sleepy eyes and distracted faces. It was late in the day, and the students were tired. She decided to try a new approach to capture their interest. 

She closed the book and said, ""Today, we're going"
2f4f176adfe7,She wanted to destroy something and decided to,"destroy the house.”? ?  In a 1991 cruise of the South Atlantic, US Navy ship USS Cowpens carries there engines fail. The ship runs aground on a submerged cave at Geogaddi, a settlement on the edge of unmapped jungle. The ship is too big to be rescue by the American Navy, so a ship must be sent from "
082a6f65f989,The teacher stood at the front and started to,"read the story. She then called on a particular student each time when the boy finished, so that he had to read the stories in order. The whole class were so interested and even some of the kids who never paid attention to the story before, were paying attention to their book. It was very well done,"
3483e496d62e,The soldier was loyal and chose to,"stay.

S: He was not in the best of health.

G: He was sent to the hospital because he got very sick but it was all over.

F: He gave his money to the poor people.

E: He lived in a house for the wealthy.

Q: What has been the most prominent thing that the man said?

S: He said he felt safe, and tha"
dbd091058060,The soldier was rebellious and chose to,"be a servant of another master. He chose a lifestyle where he could not live peacefully with himself. When he was ordered to kill a woman and children, he realized that he was a slave. The man and his wife were a slave to their master because they obeyed him and did his work without question. The so"
0c78b083140d,She trusted and feared him and decided to,"stay with him. At last she wrote a farewell letter for herself and signed it with a love character, the sun, before leaving. Before leaving, she had to get a special permission from the king. She wrote a long description about why she must not return for some years and finally got her permission. Sh"
463270e1dd29,In the filthy alley she began to,"search through piles of discarded trash. Her fingers were raw and her hands ached as she dug deeper. Her stomach growled, reminding her that she hadn’t eaten in days. She needed to find something, anything, that would sustain her for a little while longer. Her eyes scanned the squalid landscape, sea"
1ac2b8edc823,I am a man and I wanted to,"take a picture of myself with the iconic Hollywood Sign. The problem was I didn't know how to get to the location. I've lived in LA for over 20 years and I had no idea how to get to the sign. I figured I would ask for directions from a tourist. I approached a nice tourist couple and said, ""Excuse me"
47b3b5375794,He opened the book and began to,"read. There was a loud pop and the book burst into flames. He screamed and jumped out the window. What was he reading?
Options:
- library
- newspaper
- nothing
- post office
- war stories
War stories are exciting tales of battles or events in a war. People generally like to hear exciting things. Hea"
1e6e42c98e2d,She wanted to create something and decided to,"buy a sewing machine for herself. But that didn't last long because she realized she wasn't too fond of sewing. So she sold the machine and bought herself a sketching tablet and a brush pen. She started sketching everything she saw, from nature, animals, people, food, objects and what not.
I wanted "
3a3bd1d57922,I am a woman and I wanted to,"be more present inside myself. It was then that for the first time I went around the corner and found the best friends of my life. In one and a half months (in late March and in late April) I became a mother, I was 36 years old. All of a sudden I was a woman, but I didn’t love myself. The first mont"
79681ca7e131,She felt disgust and began to,"spout out all her thoughts and feelings about the guy. He listened carefully and then started confessing his own darkest secrets, insecurities and fears. They talked through the night, feeling more connection than they believed was possible. The next morning, Sarah woke up feeling lighter than she h"
0d17a8f2b372,The soldier was rebellious and chose to,"serve under Ahab, the King of Israel, who was not at peace with God. As he and the army were marching toward Samaria to meet Ahab’s army, the prophet of God met him. God was using the prophet to give this soldier a message. What was the message? Ahab’s army was to meet the Lord’s army (the enemy) an"
03abe4c365b7,He was beautiful and disgusting and she wanted to,take care of him and wanted to take care of him. Then it was gone and she was still there. She is a mess.
94c6497359b7,He was free and captive and chose to,"do God’s work.

There are many parallels between Christ and Balaam; God’s love and grace was extended to him and his life was used to lead others to Him. In each case, the love of God is shown in that the individual is called upon to do something that is difficult, dangerous, or even suicidal. Yet, "
6334eb09cc86,I am a woman and I wanted to,"have a healthy baby. I wanted to be able to look back on my pregnancy and say ‘that was the best experience of my life’. But it wasn’t. I suffered from a debilitating illness that kept me bed-ridden for the majority of my pregnancy.

I had HELLP syndrome, a rare pregnancy related disorder that can b"
82c4233d07c4,She felt desire and disgust and began to,"cry.
She didn’t know what she wanted, so she felt lost.

She started to feel numb and to fade away.
She felt herself disappearing.
She wanted to feel like she used to, feel like she loved
everything, not just
what a normal teenager loved: music,
friends, school.

She wanted to feel like she"
73214c857ea2,He was beautiful and disgusting and she wanted to,"hold him like the sun holds a flower
He was beautiful and disgusting and she wanted to hold him like the sun holds a flower - He was beautiful and disgusting and she wanted to hold him like the sun holds a flower Anonymous
He was beautiful and disgusting and she wanted to hold him like the sun holds"
9e238d61b89e,The soldier was rebellious and chose to,"side with his own country, and not the Romans who had invaded his land, which caused some problems.

Gaius Gracchus

Gaius Gracchus was the son of a rich farmer. He fought under the leadership of his father, who died during the war against Catillus. Gaius fought bravely for the Republic, which final"
8e5060f0f02f,The soldier was loyal and chose to,"stay to the end.
The war raged for many years.
The soldiers were brave and strong.
The people loved and adored the brave and strong soldier.
The soldier died in the war.
The soldier had been fighting for over 10 years.
Many people came to pay their respects.
The soldier was buried with full honors.
"
0f12092891a7,He looked out the window and wanted to,"tell Mr. Thompson what a fine afternoon it was. Instead, he looked at the people who were walking in front of the hotel. Some of them carried baskets like poor people in India. Some people had small baskets of vegetables or fruits. Some carried small cooking pots. Mr. Thompson laughed and asked the "
25bbc993d5ed,I am a man and I wanted to,"give you the inside scoop on how dudes cope with their menstrual partners, because that's what you ladies call you gals who are shedding your uterine linings on a monthly basis. Yep, fellas, we deal with you just as gracefully (with that being said, sometimes way better and sometimes not so hot) as "
ca63417f2933,She trusted and feared him and decided to,"find out: ""So you really are his wife."" ""Of course I am,"" she replied.

How would you consider the linguistic integrity of the preceding sentence?
Pick from:
[A]. unacceptable
[B]. acceptable
[A]."
