stage,prompt,prompt_key,prompt_type,side,layer,layer_frac,h_residual,eff_vocab_residual,h_attention
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,16,0.5161290322580645,4.842806816101074,12,1.0118218178395182
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,17,0.5483870967741935,4.131941795349121,12,1.1377597486134619
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,18,0.5806451612903226,1.890363097190857,12,0.9577266802079976
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,19,0.6129032258064516,1.1141937971115112,6,1.3667530212551355
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,20,0.6451612903225806,1.5777146816253662,14,0.6935210973024368
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,21,0.6774193548387096,2.7263033390045166,24,0.6952081928029656
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,22,0.7096774193548387,3.7073569297790527,33,0.7133643762208521
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,23,0.7419354838709677,3.815370559692383,41,0.8908778456971049
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,24,0.7741935483870968,3.6692423820495605,45,0.6381202056072652
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,25,0.8064516129032258,3.043750286102295,43,0.7540813274681568
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,26,0.8387096774193549,2.6763033866882324,39,0.47431846626568586
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,27,0.8709677419354839,1.9960285425186157,32,0.9778939569368958
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,28,0.9032258064516129,1.466451644897461,30,0.5838246166240424
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,29,0.9354838709677419,3.2527847290039062,71,0.7859781477600336
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,30,0.967741935483871,4.567050457000732,110,0.5912484897999093
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,31,1.0,5.195062637329102,130,0.9738461589440703
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,0,0.0,10.21995735168457,14,1.8619756479747593
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,1,0.03225806451612903,10.236156463623047,8,1.3545291414484382
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,2,0.06451612903225806,10.240524291992188,10,0.9057665268192068
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,3,0.0967741935483871,10.252249717712402,14,1.3335720826871693
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,4,0.12903225806451613,10.221918106079102,18,0.7189402701333165
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,5,0.16129032258064516,10.158228874206543,14,0.8466310821240768
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,6,0.1935483870967742,10.156745910644531,16,0.9516597576439381
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,7,0.22580645161290322,10.158452987670898,14,1.1622846610844135
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,8,0.25806451612903225,10.15153694152832,16,1.160532245063223
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,9,0.2903225806451613,10.254018783569336,9,1.1896291743032634
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,10,0.3225806451612903,10.23161792755127,12,1.1521547646261752
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,11,0.3548387096774194,10.25586986541748,14,1.340557566843927
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,12,0.3870967741935484,10.248849868774414,16,1.048562711570412
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,13,0.41935483870967744,10.135498046875,26,1.066471852362156
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,14,0.45161290322580644,10.173145294189453,21,1.232261267490685
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,15,0.4838709677419355,9.83738899230957,25,1.4825406409800053
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,16,0.5161290322580645,8.775339126586914,26,0.9999493844807148
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,17,0.5483870967741935,6.628926753997803,16,0.9826234537176788
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,18,0.5806451612903226,3.5408763885498047,13,0.9228157228790224
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,19,0.6129032258064516,3.7517080307006836,23,1.209929909557104
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,20,0.6451612903225806,2.7465286254882812,19,0.6548981654923409
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,21,0.6774193548387096,1.7728705406188965,21,0.6464086908381432
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,22,0.7096774193548387,0.40182065963745117,8,0.6469813496805727
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,23,0.7419354838709677,0.4252743422985077,7,0.7584061766974628
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,24,0.7741935483870968,0.4889429211616516,9,0.6424383162520826
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,25,0.8064516129032258,0.7789665460586548,14,0.5670043331338093
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,26,0.8387096774193549,1.1972672939300537,19,0.4411368869477883
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,27,0.8709677419354839,1.8470582962036133,25,0.8836792819201946
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,28,0.9032258064516129,1.9752960205078125,23,0.5892043455969542
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,29,0.9354838709677419,1.5334720611572266,18,0.5410633905557916
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,30,0.967741935483871,2.0076844692230225,29,0.4907704077195376
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,31,1.0,3.7168846130371094,70,0.9003810603171587
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,0,0.0,10.204643249511719,14,1.5621940856799483
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,1,0.03225806451612903,10.210567474365234,16,1.2340246055973694
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,2,0.06451612903225806,10.241127014160156,10,1.0316273607313633
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,3,0.0967741935483871,10.238419532775879,13,1.3434528044890612
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,4,0.12903225806451613,10.22435188293457,20,1.2418349165236577
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,5,0.16129032258064516,10.197943687438965,16,1.092575786751695
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,6,0.1935483870967742,10.186781883239746,18,1.0566011760383844
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,7,0.22580645161290322,10.275642395019531,12,1.4476862512528896
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,8,0.25806451612903225,10.254828453063965,11,1.040098320809193
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,9,0.2903225806451613,10.277278900146484,12,1.0293112855870277
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,10,0.3225806451612903,10.21287727355957,16,0.8404788996558636
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,11,0.3548387096774194,10.255033493041992,17,1.310656264424324
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,12,0.3870967741935484,10.280132293701172,12,0.8906924527836964
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,13,0.41935483870967744,10.215086936950684,19,0.8073364701122046
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,14,0.45161290322580644,10.252847671508789,13,0.8384124595322646
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,15,0.4838709677419355,10.08849811553955,30,1.1279827123507857
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,16,0.5161290322580645,8.515901565551758,24,0.7199910160852596
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,17,0.5483870967741935,6.18747615814209,25,0.7289366839686409
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,18,0.5806451612903226,4.562058448791504,20,0.6895198791462462
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,19,0.6129032258064516,4.58573579788208,25,0.9175571361556649
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,20,0.6451612903225806,3.9069643020629883,28,0.5157664739526808
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,21,0.6774193548387096,2.8502469062805176,26,0.48696663629380055
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,22,0.7096774193548387,0.5167620182037354,8,0.49675250926520675
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,23,0.7419354838709677,0.9299481511116028,7,0.6673868187936023
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,24,0.7741935483870968,0.9567382335662842,6,0.3203410255664494
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,25,0.8064516129032258,0.9619317054748535,13,0.48169222148135304
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,26,0.8387096774193549,0.7801032066345215,6,0.2600343988451641
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,27,0.8709677419354839,0.5756344795227051,7,0.7593887490511406
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,28,0.9032258064516129,0.4889146685600281,8,0.3277134377640323
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,29,0.9354838709677419,1.039005994796753,14,0.4742691509309225
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,30,0.967741935483871,1.2769229412078857,19,0.3172613225542591
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,31,1.0,3.6258761882781982,64,0.8217799039557576
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,0,0.0,8.75082015991211,24,1.9431485093664378
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,1,0.03225806451612903,9.740410804748535,25,1.4521610587835312
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,2,0.06451612903225806,10.099881172180176,20,0.9942726045846939
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,3,0.0967741935483871,10.070507049560547,23,1.2619203301146626
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,4,0.12903225806451613,9.80731201171875,26,0.8134295158088207
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,5,0.16129032258064516,9.70691204071045,32,0.9573836672352627
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,6,0.1935483870967742,9.77212905883789,32,1.1008428626228124
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,7,0.22580645161290322,10.059341430664062,27,1.2971086647594348
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,8,0.25806451612903225,10.084643363952637,27,1.1160045749275014
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,9,0.2903225806451613,10.028608322143555,27,1.1684513337677345
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,10,0.3225806451612903,10.006366729736328,32,1.1721373868640512
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,11,0.3548387096774194,9.928177833557129,26,1.623442008625716
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,12,0.3870967741935484,9.435924530029297,21,1.1347027437295765
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,13,0.41935483870967744,8.871719360351562,29,0.9967106815893203
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,14,0.45161290322580644,9.278717041015625,20,1.1795011726208031
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,15,0.4838709677419355,8.839696884155273,30,1.6163364872336388
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,16,0.5161290322580645,6.135879993438721,15,1.1462489019613713
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,17,0.5483870967741935,2.1307945251464844,7,1.1986033841967583
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,18,0.5806451612903226,3.4011309146881104,10,1.0470238951966166
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,19,0.6129032258064516,4.4479265213012695,19,1.365930168889463
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,20,0.6451612903225806,2.0140318870544434,14,0.5933910317253321
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,21,0.6774193548387096,1.4122180938720703,12,0.6631473858142272
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,22,0.7096774193548387,1.5043580532073975,13,0.5639036551583558
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,23,0.7419354838709677,2.0475828647613525,16,0.8323771022260189
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,24,0.7741935483870968,2.4655630588531494,22,0.4943524587433785
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,25,0.8064516129032258,3.296365737915039,42,0.5523776572663337
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,26,0.8387096774193549,2.255751132965088,33,0.33044025721028447
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,27,0.8709677419354839,2.5818095207214355,35,0.8019450227729976
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,28,0.9032258064516129,1.8464446067810059,31,0.4039061049115844
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,29,0.9354838709677419,2.735809326171875,41,0.6193944797851145
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,30,0.967741935483871,3.0280275344848633,54,0.3834534678608179
base,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,institutional,individual,31,1.0,3.8781790733337402,77,0.8297715545631945
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,0,0.0,8.469640731811523,26,1.6530884815147147
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,1,0.03225806451612903,9.363571166992188,31,1.2119895466603339
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,2,0.06451612903225806,10.065143585205078,26,0.9092537313699722
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,3,0.0967741935483871,9.973213195800781,25,1.0369339818134904
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,4,0.12903225806451613,9.535523414611816,28,0.7542790347943082
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,5,0.16129032258064516,9.707834243774414,25,0.856369589921087
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,6,0.1935483870967742,9.747716903686523,22,0.9851501599187031
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,7,0.22580645161290322,9.956598281860352,27,1.2032103845849633
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,8,0.25806451612903225,9.976327896118164,22,0.9609336941794027
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,9,0.2903225806451613,10.060115814208984,26,1.0074974270246457
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,10,0.3225806451612903,10.049898147583008,27,0.9471510616131127
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,11,0.3548387096774194,9.930212020874023,29,1.3416108838282526
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,12,0.3870967741935484,9.975545883178711,28,0.9444143165601417
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,13,0.41935483870967744,9.521451950073242,38,0.7796812644228339
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,14,0.45161290322580644,9.502077102661133,36,1.0517229121178389
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,15,0.4838709677419355,9.295190811157227,49,1.3095702659338713
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,16,0.5161290322580645,5.188419342041016,16,1.0291503751650453
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,17,0.5483870967741935,1.177979826927185,7,0.876054415712133
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,18,0.5806451612903226,1.4824652671813965,9,0.8097346117720008
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,19,0.6129032258064516,1.0661354064941406,9,1.1294220881536603
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,20,0.6451612903225806,0.46722543239593506,7,0.5535810624714941
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,21,0.6774193548387096,0.5533651113510132,7,0.6438210145570338
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,22,0.7096774193548387,1.1937958002090454,13,0.5396550938021392
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,23,0.7419354838709677,2.1110494136810303,23,0.7303810827434063
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,24,0.7741935483870968,3.104081630706787,38,0.48441148817073554
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,25,0.8064516129032258,4.507101058959961,73,0.4834466198226437
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,26,0.8387096774193549,4.224818229675293,65,0.3786495429230854
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,27,0.8709677419354839,3.5778751373291016,52,0.8152370695024729
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,28,0.9032258064516129,2.656399726867676,41,0.4346702772891149
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,29,0.9354838709677419,3.8129348754882812,81,0.7322706175036728
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,30,0.967741935483871,4.345182418823242,103,0.427679491462186
base,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,institutional,institution,31,1.0,4.835998058319092,120,0.82877257745713
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,0,0.0,8.399250030517578,27,2.0394979496486485
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,1,0.03225806451612903,9.307624816894531,27,1.5700466120615602
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,2,0.06451612903225806,10.04141902923584,22,1.0709810350090265
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,3,0.0967741935483871,9.988895416259766,23,1.2133358996361494
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,4,0.12903225806451613,9.657379150390625,22,0.8360531283542514
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,5,0.16129032258064516,9.72024154663086,27,1.0229930541827343
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,6,0.1935483870967742,9.693075180053711,23,1.2098515190882608
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,7,0.22580645161290322,9.909200668334961,24,1.3486047433689237
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,8,0.25806451612903225,9.793034553527832,23,1.1305737188085914
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,9,0.2903225806451613,9.949023246765137,22,1.1433849871973507
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,10,0.3225806451612903,10.077413558959961,31,1.1118611710844561
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,11,0.3548387096774194,9.963809967041016,32,1.6746491370722651
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,12,0.3870967741935484,9.960060119628906,33,1.1023019618587568
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,13,0.41935483870967744,9.651491165161133,45,0.8155690206913278
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,14,0.45161290322580644,9.88377571105957,31,1.1002787868492305
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,15,0.4838709677419355,9.807402610778809,38,1.4398858305066824
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,16,0.5161290322580645,7.259620666503906,24,1.047858085250482
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,17,0.5483870967741935,2.8810932636260986,9,1.0502619759645313
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,18,0.5806451612903226,3.2115957736968994,15,0.9199345507659018
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,19,0.6129032258064516,4.196039199829102,23,1.2919169384986162
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,20,0.6451612903225806,1.4366247653961182,11,0.5159306440036744
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,21,0.6774193548387096,1.637463092803955,13,0.6169782604556531
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,22,0.7096774193548387,3.134983539581299,28,0.5221975779859349
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,23,0.7419354838709677,4.037021636962891,42,0.8443507803604007
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,24,0.7741935483870968,4.318451881408691,54,0.5343498268630356
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,25,0.8064516129032258,3.809964179992676,53,0.5912784547545016
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,26,0.8387096774193549,3.5307421684265137,47,0.37436211080057546
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,27,0.8709677419354839,2.8922605514526367,40,0.8729408336803317
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,28,0.9032258064516129,2.2594170570373535,34,0.4453607276082039
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,29,0.9354838709677419,3.458854913711548,72,0.7007343887817115
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,30,0.967741935483871,4.167858600616455,94,0.5073685136158019
base,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,institutional,individual,31,1.0,4.675910472869873,105,0.9738808330148458
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,0,0.0,8.612874984741211,24,1.6752735918853432
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,1,0.03225806451612903,9.473342895507812,29,1.0973833019379526
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,2,0.06451612903225806,10.091092109680176,21,0.7588672232814133
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,3,0.0967741935483871,10.013399124145508,26,1.6609070301055908
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,4,0.12903225806451613,9.853105545043945,25,1.383404723368585
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,5,0.16129032258064516,9.959409713745117,26,1.2854619498830289
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,6,0.1935483870967742,9.980512619018555,27,1.305288060568273
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,7,0.22580645161290322,10.054851531982422,28,1.4064704230986536
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,8,0.25806451612903225,10.005980491638184,21,1.077951439874596
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,9,0.2903225806451613,10.062188148498535,26,1.160718182916753
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,10,0.3225806451612903,10.128815650939941,24,1.0693829271476716
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,11,0.3548387096774194,10.08751392364502,31,1.4242505943402648
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,12,0.3870967741935484,10.006075859069824,23,1.000927763641812
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,13,0.41935483870967744,9.707884788513184,38,0.8188376708421856
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,14,0.45161290322580644,9.692120552062988,32,0.9761909879744053
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,15,0.4838709677419355,9.515722274780273,39,1.297428360208869
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,16,0.5161290322580645,6.864564895629883,25,0.9586372501216829
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,17,0.5483870967741935,3.313903570175171,14,0.9735766034573317
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,18,0.5806451612903226,2.5627639293670654,12,0.9636366991326213
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,19,0.6129032258064516,2.223052978515625,12,1.187279443256557
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,20,0.6451612903225806,1.3987891674041748,11,0.5469650845043361
base,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,institutional,institution,21,0.6774193548387096,1.1777267456054688,10,0.6549268579110503
