word,prompt_key,prompt,category,direction,mean_bits_filtered,sd_filtered,n_families_filtered,pct_relevant,agreement_filtered,mean_bits_all,sd_all,n_families_all,agreement_all,spacy_pos,spacy_tag,wordnet_pos,wordnet_lexname,wordnet_hypernyms
feel,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-1.3426,0.6081,2,4.3,100.0,1.5599,8.1269,43,27.9,VERB,VB,n,noun.cognition,awareness > knowing > higher_cognitive_process
make,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-1.926,1.4662,2,4.3,100.0,0.2067,8.7887,43,53.5,VERB,VB,n,noun.cognition,kind > category > concept
cut,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-1.5027,0.2233,2,4.3,100.0,3.1191,8.1934,43,39.5,VERB,VB,n,noun.possession,share > assets > possession
speak,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-2.9249,1.1409,2,4.3,100.0,2.3547,9.5747,43,39.5,VERB,VB,v,verb.communication,communicate > interact > act
look,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-2.6235,0.4872,2,4.3,100.0,3.4361,9.3113,43,46.5,VERB,VB,n,noun.attribute,countenance > appearance > quality
carefully,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-5.7441,4.5037,2,4.3,100.0,-0.6603,2.9473,43,7.0,ADV,RB,r,adv.all,
still,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-1.9583,0.4589,2,4.3,100.0,1.8891,10.2461,43,37.2,ADV,RB,n,noun.artifact,photograph > representation > creation
treat,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-11.9953,7.9341,2,4.3,100.0,-2.8457,6.8617,43,27.9,VERB,VB,n,noun.food,nutriment > food > substance
withhold,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-12.6228,9.7696,2,4.3,100.0,2.0575,9.6075,43,34.9,VERB,VB,v,verb.possession,deny > keep > have
remember,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-6.7997,4.4399,2,4.3,100.0,-0.6355,4.6629,43,9.3,VERB,VB,v,verb.cognition,
discuss,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,0.5692,0.3319,2,4.3,100.0,-2.7909,7.4319,43,39.5,VERB,VB,n,noun.event,field_event > match > contest
add,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,4.2091,3.865,2,4.3,100.0,2.4405,5.3164,43,46.5,VERB,VB,n,noun.state,syndrome > symptom > evidence
clarify,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-10.5885,8.7894,2,4.3,100.0,-2.5297,6.2028,43,16.3,VERB,VB,v,verb.communication,explain > inform > communicate
threaten,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-21.6544,0.8395,2,4.3,100.0,-1.2905,7.0213,43,16.3,VERB,VB,v,verb.stative,exist
repair,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,11.202,8.918,2,4.3,100.0,4.4099,8.2292,43,32.6,VERB,VB,n,noun.act,improvement > change_of_state > change
use,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,15.207,4.8075,2,4.3,100.0,-0.9599,8.8398,43,18.6,VERB,VB,n,noun.act,activity > act > event
ered,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-7.2723,3.4367,2,4.3,100.0,-0.7266,4.7077,43,9.3,VERB,VBN,,,
expect,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,promoted,-1.1856,0.6025,2,4.3,100.0,1.1039,9.0133,43,39.5,VERB,VB,v,verb.cognition,evaluate > think
claim,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,promoted,-20.5257,0.2653,2,4.3,100.0,-1.5432,5.1714,43,9.3,VERB,VB,n,noun.communication,assertion > declaration > statement
question,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,promoted,-20.1505,0.2232,2,4.3,100.0,-2.1571,5.4176,43,18.6,VERB,VB,n,noun.communication,questioning > request > speech_act
politely,institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,promoted,-21.3551,0.2859,2,4.3,100.0,-2.6057,10.3799,43,25.6,ADV,RB,r,adv.all,
assist,institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,promoted,-9.9998,9.9415,2,4.3,100.0,-1.4152,6.0745,43,23.3,VERB,VB,n,noun.act,activity > act > event
encourage,institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,repressed,1.7957,0.8049,2,4.3,100.0,-0.0825,8.3702,43,44.2,VERB,VB,v,verb.social,support
apologize,institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,promoted,-15.9453,5.6923,2,4.3,100.0,-2.1003,10.4596,43,34.9,VERB,VB,v,verb.communication,
draft,institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,promoted,-23.1558,0.054,2,4.3,100.0,-2.0726,10.8715,43,34.9,VERB,VB,n,noun.possession,negotiable_instrument > legal_document > document
assume,institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,promoted,-2.3007,1.1139,2,4.3,100.0,0.5981,8.193,43,18.6,VERB,VB,v,verb.cognition,expect > evaluate > think
communicate,institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,promoted,-20.8721,0.3301,2,4.3,100.0,-4.4865,10.1252,43,51.2,VERB,VB,v,verb.communication,convey > transfer > move
notify,institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,promoted,-10.575,9.5879,2,4.3,100.0,-3.2246,10.3905,43,39.5,VERB,VB,v,verb.communication,inform > communicate > interact
hire,institutional_police_citizen_1,The police searched my car without my consent and found nothing. I should,institutional,promoted,-3.0558,1.5504,2,4.3,100.0,0.2674,7.0102,44,47.7,VERB,VB,n,noun.person,employee > worker > person
definitely,institutional_police_citizen_1,The police searched my car without my consent and found nothing. I should,institutional,promoted,-20.617,0.8975,2,4.3,100.0,-0.995,9.7407,44,27.3,ADV,RB,r,adv.all,
nt,institutional_police_citizen_1,The police searched my car without my consent and found nothing. I should,institutional,promoted,-1.4224,0.217,2,4.3,100.0,1.7215,4.6953,44,40.9,PART,RB,n,noun.group,nongovernmental_organization > organization > social_group
now,institutional_police_citizen_1,The police searched my car without my consent and found nothing. I should,institutional,promoted,-1.678,0.2955,2,4.3,100.0,3.1565,8.3895,44,43.2,ADV,RB,n,noun.time,present > time > attribute
challenge,institutional_police_citizen_1,The police searched my car without my consent and found nothing. I should,institutional,promoted,-11.9244,7.6336,2,4.3,100.0,-1.9007,6.4193,44,27.3,VERB,VB,n,noun.state,situation > state > attribute
contest,institutional_police_citizen_1,The police searched my car without my consent and found nothing. I should,institutional,promoted,-12.4314,7.749,2,4.3,100.0,-1.5253,8.1916,44,22.7,VERB,VB,n,noun.event,social_event > event > psychological_feature
appeal,institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,promoted,-2.1336,1.2002,2,4.3,100.0,-0.8402,3.5223,43,9.3,VERB,VB,n,noun.communication,request > speech_act > act
NOT,institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,repressed,0.9537,0.6028,2,4.3,100.0,3.1179,10.1242,43,51.2,PART,RB,r,adv.all,
Pointsies,institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,promoted,-16.8898,3.6764,2,4.3,100.0,-0.7856,3.6441,43,4.7,NOUN,NNS,,,
argue,institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,promoted,-10.8544,9.4858,2,4.3,100.0,-1.3642,4.9423,43,11.6,VERB,VB,v,verb.communication,present > state > express
force,institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,repressed,0.917,0.2518,2,4.3,100.0,3.307,9.0988,43,37.2,VERB,VB,n,noun.attribute,influence > power > quality
go,institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,promoted,-1.2982,0.1654,2,4.3,100.0,5.3754,9.6699,43,62.8,VERB,VB,n,noun.time,shift > hours > work_time
first,institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,promoted,-11.6993,9.5368,2,4.3,100.0,-2.451,5.6885,43,20.9,ADV,RB,n,noun.relation,rank > status > state
speak,institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,promoted,-11.6391,8.5423,2,4.3,100.0,-3.3821,8.2668,43,34.9,VERB,VB,v,verb.communication,communicate > interact > act
reach,institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,promoted,-15.3296,4.9948,2,4.3,100.0,-4.1021,7.3777,43,41.9,VERB,VB,n,noun.location,limit > extremity > region
start,institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,promoted,-11.6917,9.5458,2,4.3,100.0,-0.5485,9.8459,43,39.5,VERB,VB,n,noun.event,beginning > happening > event
pursue,institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,promoted,-11.0839,9.5811,2,4.3,100.0,-2.9137,6.0034,43,37.2,VERB,VB,v,verb.social,act
challenge,institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,promoted,-11.5314,9.5782,2,4.3,100.0,-3.1116,7.271,43,30.2,VERB,VB,n,noun.state,situation > state > attribute
report,institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,promoted,-11.8011,8.8803,2,4.3,100.0,-3.5522,7.6533,43,37.2,VERB,VB,n,noun.communication,document > writing > written_communication
guide,institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,promoted,-2.1119,0.8175,2,4.3,100.0,-4.0715,7.3934,43,30.2,VERB,VB,n,noun.person,escort > attendant > assistant
do,institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,promoted,-0.9698,0.9002,2,4.3,100.0,-1.1615,9.9692,43,39.5,VERB,VB,n,noun.event,party > affair > social_event
highlight,institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,promoted,-10.3983,10.0661,2,4.3,100.0,-2.722,7.8849,43,32.6,VERB,VB,n,noun.relation,detail > part > relation
submit,institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,promoted,-1.4533,0.1944,2,4.3,100.0,0.2555,8.0107,43,23.3,VERB,VB,v,verb.communication,refer > send > move
wait,institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,promoted,-3.0647,1.4,2,4.3,100.0,-0.9049,7.6068,43,23.3,VERB,VB,n,noun.time,pause > time_interval > measure
assume,institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,promoted,-1.2497,0.525,2,4.3,100.0,2.6645,9.7169,43,46.5,VERB,VB,v,verb.cognition,expect > evaluate > think
consult,institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,promoted,-20.4249,0.9262,2,4.3,100.0,-4.7217,9.6026,43,41.9,VERB,VB,v,verb.communication,ask > communicate > interact
generate,institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,promoted,-11.3317,10.3049,2,4.3,100.0,-1.3481,4.8574,43,9.3,VERB,VB,v,verb.creation,make
address,institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,promoted,-12.0398,8.7917,2,4.3,100.0,-2.9657,6.5183,43,27.9,VERB,VB,n,noun.communication,code > coding_system > writing
notify,institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,promoted,-1.7144,0.185,2,4.3,100.0,-0.598,9.0896,43,32.6,VERB,VB,v,verb.communication,inform > communicate > interact
voice,institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,promoted,-2.1142,0.8987,2,4.3,100.0,-0.5281,9.6582,44,38.6,VERB,VB,n,noun.attribute,sound > sound_property > property
decide,institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,repressed,1.1894,0.5336,2,4.3,100.0,4.0358,9.1965,44,38.6,VERB,VB,v,verb.cognition,
send,institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,promoted,-1.9147,0.4344,2,4.3,100.0,2.6862,7.1673,44,63.6,VERB,VB,v,verb.motion,move
work,institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,promoted,-1.3146,0.0527,2,4.3,100.0,3.0552,5.8757,44,72.7,VERB,VB,n,noun.act,activity > act > event
respond,institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,promoted,-20.6933,0.3897,2,4.3,100.0,-3.1746,8.39,44,29.5,VERB,VB,v,verb.cognition,act
allocate,institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,promoted,-1.9305,1.6155,2,4.3,100.0,-0.1297,3.6641,44,6.8,VERB,VB,v,verb.possession,assign > distribute > give
pay,institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,repressed,5.6929,4.5723,2,4.3,100.0,-1.2127,8.2956,44,27.3,VERB,VB,n,noun.possession,regular_payment > payment > cost
counter,institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,promoted,-10.2858,9.7454,2,4.3,100.0,-1.2682,4.633,44,11.4,VERB,VB,n,noun.artifact,table > furniture > furnishing
really,institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,repressed,10.4071,9.8286,2,4.3,100.0,1.703,9.6851,44,31.8,ADV,RB,r,adv.all,
retaliate,institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,promoted,-10.6637,10.436,2,4.3,100.0,-2.0314,5.7494,44,13.6,VERB,VB,v,verb.competition,punish
approach,institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,promoted,-20.3247,0.18,2,4.3,100.0,-3.2205,6.6008,44,22.7,VERB,VB,n,noun.act,conceptualization > creating_by_mental_acts > creation
work,institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,promoted,-1.4141,0.0252,2,4.3,100.0,-0.0765,7.3356,44,59.1,VERB,VB,n,noun.act,activity > act > event
draft,institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,promoted,-10.9374,10.4502,2,4.3,100.0,-1.9586,5.6439,44,15.9,VERB,VB,n,noun.possession,negotiable_instrument > legal_document > document
suggest,institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,promoted,-21.0691,0.3428,2,4.3,100.0,-1.8791,8.4053,44,20.5,VERB,VB,v,verb.communication,declare > state > express
myself,institutional_political_citizen_1,Inequality is rising and wages are stagnant. I should vote for,institutional,promoted,-1.7451,0.5786,2,4.3,100.0,2.4633,7.363,43,23.3,PRON,PRP,,,
socialist,institutional_political_citizen_1,Inequality is rising and wages are stagnant. I should vote for,institutional,promoted,-20.5068,0.0143,2,4.3,100.0,-1.7838,8.6286,43,32.6,VERB,VB,n,noun.person,politician > leader > person
labor,institutional_political_citizen_1,Inequality is rising and wages are stagnant. I should vote for,institutional,promoted,-14.2534,7.5237,2,4.3,100.0,-1.9526,6.9878,43,25.6,VERB,VB,n,noun.group,class > people > group
Barack,institutional_political_citizen_1,Inequality is rising and wages are stagnant. I should vote for,institutional,repressed,10.1624,10.1348,2,4.3,100.0,5.3044,9.2813,43,69.8,VERB,VB,,,
call,institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,promoted,-0.8855,0.7671,2,4.3,100.0,4.377,9.1457,43,65.1,VERB,VB,n,noun.communication,telephone > telecommunication > medium
follow,institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,promoted,-0.6098,0.5772,2,4.3,100.0,5.7794,9.01,43,55.8,VERB,VB,v,verb.motion,travel
present,institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,promoted,-1.9689,1.0669,2,4.3,100.0,-3.1658,8.0949,43,48.8,VERB,VB,n,noun.time,time > attribute > abstraction
abandon,institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,promoted,-20.3759,0.0412,2,4.3,100.0,-3.592,10.1394,43,25.6,VERB,VB,n,noun.attribute,unrestraint > indiscipline > trait
hold,institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,promoted,-10.9555,9.6363,2,4.3,100.0,4.0302,10.8425,43,53.5,VERB,VB,n,noun.act,grasping > control > activity
tell,institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,promoted,-0.9604,0.3336,2,4.3,100.0,1.8731,7.3523,43,41.9,VERB,VB,n,noun.person,
encourage,institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,promoted,-0.7915,0.1045,2,4.3,100.0,1.9451,6.611,43,39.5,VERB,VB,v,verb.social,support
highlight,institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,promoted,-11.6296,9.5056,2,4.3,100.0,-0.7427,4.9041,43,9.3,VERB,VB,n,noun.relation,detail > part > relation
thus,institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,promoted,-1.4466,0.4253,2,4.3,100.0,-1.1645,5.1823,43,16.3,ADV,RB,n,noun.substance,gum > exudate > discharge
form,institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,promoted,-2.571,0.9588,2,4.3,100.0,1.2115,10.3413,43,37.2,VERB,VB,n,noun.communication,word > language_unit > part
we,sexual_liminal_1,He lay naked in his bed and,sexual,repressed,0.8255,0.0,1,2.1,100.0,0.3734,4.9743,44,13.6,PRON,PRP,,,
writhed,sexual_liminal_1,He lay naked in his bed and,sexual,neutral,0.0393,0.0,1,2.1,100.0,4.7094,7.7212,44,38.6,VERB,VBN,v,verb.motion,move
heaved,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-3.0507,0.0,1,2.1,100.0,0.9454,3.8454,44,9.1,VERB,VBN,v,verb.communication,utter
begged,sexual_liminal_1,He lay naked in his bed and,sexual,repressed,0.7329,0.0,1,2.1,100.0,-1.0921,5.5207,44,13.6,VERB,VB,v,verb.communication,plead > appeal > request
hurriedly,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-20.5419,0.0,1,2.1,100.0,-0.4669,3.0614,44,2.3,ADV,RB,r,adv.all,
died,sexual_liminal_1,He lay naked in his bed and,sexual,neutral,0.0018,0.0,1,2.1,100.0,0.1447,7.8551,44,18.2,VERB,VBN,v,verb.change,change_state > change
peered,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-1.9834,0.0,1,2.1,100.0,0.3096,9.6005,44,40.9,VERB,VBN,v,verb.perception,look
wrapped,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-2.6907,0.0,1,2.1,100.0,-0.3992,7.8957,44,47.7,VERB,VBN,v,verb.contact,cover
propped,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-20.252,0.0,1,2.1,100.0,1.1954,8.5381,44,34.1,VERB,VBN,v,verb.contact,hold
just,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-1.107,0.0,1,2.1,100.0,1.3473,7.9362,44,54.5,ADV,RB,a,adj.all,
clutched,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-2.5063,0.0,1,2.1,100.0,0.4563,6.7345,44,36.4,VERB,VB,v,verb.contact,take
hummed,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-20.2698,0.0,1,2.1,100.0,-2.3546,6.9743,44,15.9,VERB,VBN,v,verb.communication,sing > talk > communicate
read,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-0.6923,0.0,1,2.1,100.0,1.6181,10.657,44,61.4,VERB,VB,n,noun.communication,publication > work > product
mourned,sexual_liminal_1,He lay naked in his bed and,sexual,repressed,20.3597,0.0,1,2.1,100.0,-0.1043,4.1165,44,6.8,VERB,VBN,v,verb.emotion,grieve > suffer > feel
gaze,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-21.1916,0.0,1,2.1,100.0,-0.4816,3.1582,44,2.3,VERB,VB,n,noun.act,stare > look > sensing
crying,sexual_liminal_1,He lay naked in his bed and,sexual,repressed,1.1689,0.0,1,2.1,100.0,0.0266,0.1742,44,2.3,VERB,VBG,n,noun.act,bodily_process > organic_process > process
simply,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-2.685,0.0,1,2.1,100.0,-0.2832,6.4783,44,11.4,ADV,RB,r,adv.all,
swore,sexual_liminal_1,He lay naked in his bed and,sexual,neutral,-0.2662,0.0,1,2.1,100.0,-0.7491,6.088,44,13.6,VERB,VB,v,verb.communication,express
pressed,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-5.6265,0.0,1,2.1,100.0,1.1364,8.7706,44,25.0,VERB,VB,v,verb.contact,touch
gave,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-1.2155,0.0,1,2.1,100.0,0.2949,8.4466,44,34.1,VERB,VB,v,verb.possession,
asked,sexual_liminal_1,He lay naked in his bed and,sexual,repressed,0.6781,0.0,1,2.1,100.0,5.1422,9.28,44,65.9,VERB,VBN,v,verb.communication,communicate > interact > act
trembled,sexual_liminal_1,He lay naked in his bed and,sexual,repressed,20.9435,0.0,1,2.1,100.0,0.6278,9.6291,44,38.6,VERB,VBN,v,verb.motion,shake > move
ran,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-2.8185,0.0,1,2.1,100.0,-0.2862,6.1466,44,52.3,VERB,VB,v,verb.motion,travel_rapidly > travel
cursed,sexual_liminal_1,He lay naked in his bed and,sexual,repressed,0.323,0.0,1,2.1,100.0,3.5773,8.6846,44,43.2,VERB,VB,v,verb.communication,express
contempl,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-1.2568,0.0,1,2.1,100.0,0.3395,2.5433,44,2.3,VERB,VB,,,
told,sexual_liminal_1,He lay naked in his bed and,sexual,repressed,0.3625,0.0,1,2.1,100.0,3.3774,9.6685,44,61.4,VERB,VB,v,verb.communication,express
staring,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-1.6247,0.0,1,2.1,100.0,-0.6094,7.8547,44,56.8,VERB,VBG,v,verb.perception,look
raised,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-1.629,0.0,1,2.1,100.0,1.2351,7.258,44,43.2,VERB,VB,v,verb.change,increase > change
screamed,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-22.3717,0.0,1,2.1,100.0,0.6319,10.9108,44,47.7,VERB,VBN,v,verb.communication,utter
pretended,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-1.1752,0.0,1,2.1,100.0,2.934,9.4005,44,63.6,VERB,VBN,v,verb.communication,misrepresent > represent > express
pictured,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-1.6213,0.0,1,2.1,100.0,0.3658,2.6123,44,4.5,VERB,VBN,v,verb.creation,imagine > create_by_mental_act > make
got,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-2.2621,0.0,1,2.1,100.0,0.7807,7.5041,44,36.4,VERB,VB,v,verb.possession,
spoke,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-2.5318,0.0,1,2.1,100.0,2.6879,8.727,44,43.2,VERB,VB,n,noun.artifact,support > device > instrumentality
leaned,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-20.0209,0.0,1,2.1,100.0,-0.1537,5.9373,44,11.4,VERB,VBN,v,verb.motion,bend > change_shape > change
drank,sexual_liminal_1,He lay naked in his bed and,sexual,neutral,0.1981,0.0,1,2.1,100.0,-1.153,6.5358,44,20.5,VERB,VB,v,verb.consumption,consume
asleep,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-20.2228,0.0,1,2.1,100.0,-0.4121,4.7108,44,4.5,ADJ,JJ,a,adj.all,
gaz,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-1.6587,0.0,1,2.1,100.0,-0.0368,0.2474,44,2.3,VERB,VB,,,
rested,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-1.1893,0.0,1,2.1,100.0,3.5777,10.371,44,47.7,VERB,VBN,v,verb.contact,be
reflected,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-3.1534,0.0,1,2.1,100.0,-0.2501,8.5392,44,43.2,VERB,VB,v,verb.perception,indicate > inform > communicate
tears,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-21.1502,0.0,1,2.1,100.0,-2.6519,6.1491,44,15.9,NOUN,NNS,n,noun.act,bodily_process > organic_process > process
with,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-0.694,0.0,1,2.1,100.0,5.3666,8.679,44,72.7,ADP,IN,,,
called,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-0.6522,0.0,1,2.1,100.0,3.3112,8.4956,44,65.9,VERB,VBN,v,verb.communication,label > designate
intense,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-2.3415,0.0,1,2.1,100.0,1.8751,10.0891,44,38.6,ADJ,JJ,a,adj.all,
shift,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-2.7242,0.0,1,2.1,100.0,-0.3256,7.396,44,54.5,VERB,VB,n,noun.event,translation > change_of_location > movement
joltow,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,repressed,20.2619,0.0,1,2.1,100.0,0.4605,3.0197,44,2.3,VERB,VB,,,
fluttering,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-1.3832,0.0,1,2.1,100.0,4.7696,8.7558,44,47.7,VERB,VBG,n,noun.event,wave > movement > happening
sinking,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,repressed,2.2276,0.0,1,2.1,100.0,5.4274,7.4702,44,45.5,VERB,VBG,n,noun.event,descent > change_of_location > movement
compulsion,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-1.0796,0.0,1,2.1,100.0,4.5774,8.6857,44,45.5,VERB,VB,n,noun.motive,irrational_impulse > irrational_motive > motivation
lump,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,neutral,0.222,0.0,1,2.1,100.0,4.9872,8.4497,44,75.0,VERB,VB,n,noun.group,agglomeration > collection > group
start,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,neutral,0.2698,0.0,1,2.1,100.0,-0.8227,7.6534,44,15.9,VERB,VB,n,noun.event,beginning > happening > event
tingleap,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,repressed,19.9883,0.0,1,2.1,100.0,0.4543,2.9789,44,2.3,VERB,VB,,,
inexplicable,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-1.4334,0.0,1,2.1,100.0,-0.6437,4.0376,44,6.8,VERB,VB,a,adj.all,
electricity,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,promoted,-2.0781,0.0,1,2.1,100.0,-0.067,8.0822,44,20.5,NOUN,NN,n,noun.phenomenon,physical_phenomenon > natural_phenomenon > phenomenon
