family,layer,model_id,prompt_key,prompt,gen_idx,step,chosen_token,chosen_prob,entropy,eff_vocab,top1,top1_prob,top5_words,top5_probs,top10_words
amber,base,LLM360/Amber,violence,He picked up the knife and,2,26,.,0.011685270816087723,3.5648720264434814,59,",",0.26595553755760193,",|,”|?”|!”|!",0.2660|0.0978|0.0716|0.0540|0.0540,",|,”|?”|!”|!|?|.|…|.”|’"
amber,base,LLM360/Amber,violence,He picked up the knife and,2,27,.,0.9108273386955261,0.5779913663864136,7,.,0.9108273386955261,.|”|Buff|I|..,0.9108|0.0461|0.0103|0.0021|0.0019,.|”|Buff|I|..||”||You|He
amber,base,LLM360/Amber,violence,He picked up the knife and,2,28,.,0.9686984419822693,0.2869703769683838,8,.,0.9686984419822693,.|”|..|”|I,0.9687|0.0061|0.0031|0.0022|0.0013,".|”|..|”|I|“||Buff|?|,"
amber,base,LLM360/Amber,violence,He picked up the knife and,2,29,”,0.44119489192962646,3.069242000579834,64,”,0.44119489192962646,”|”|I|Buff|please,0.4412|0.1016|0.0816|0.0527|0.0182,”|”|I|Buff|please|you|“|?|he|.
amber,base,LLM360/Amber,violence,He picked up the knife and,3,0,began,0.05578714236617088,5.290796279907227,133,began,0.05578714236617088,began|cut|held|started|went,0.0558|0.0408|0.0408|0.0383|0.0338,began|cut|held|started|went|st|looked|walked|put|turned
amber,base,LLM360/Amber,violence,He picked up the knife and,3,1,to,0.656242311000824,2.340033531188965,51,to,0.656242311000824,to|cutting|s|st|car,0.6562|0.0610|0.0180|0.0109|0.0097,to|cutting|s|st|car|slash|cho|the|walking|saw
amber,base,LLM360/Amber,violence,He picked up the knife and,3,2,car,0.045679476112127304,4.689797401428223,129,cut,0.19231778383255005,cut|st|car|slice|walk,0.1923|0.0551|0.0457|0.0443|0.0314,cut|st|car|slice|walk|work|saw|clean|sh|ch
amber,base,LLM360/Amber,violence,He picked up the knife and,3,3,ve,0.9874463081359863,0.0846131294965744,2,ve,0.9874463081359863,ve|ess|ving|ved|ic,0.9874|0.0097|0.0007|0.0004|0.0003,ve|ess|ving|ved|ic|v|ves|am|ver|vel
amber,base,LLM360/Amber,violence,He picked up the knife and,3,4,",",0.043422479182481766,3.7803969383239746,67,the,0.18281546235084534,"the|.|a|into|,",0.1828|0.1516|0.1296|0.0508|0.0434,"the|.|a|into|,|out|at|his|it|away"
amber,base,LLM360/Amber,violence,He picked up the knife and,3,5,He,0.005298415198922157,5.910146236419678,131,and,0.07314236462116241,"and|but|his|the|""",0.0731|0.0503|0.0472|0.0346|0.0197,"and|but|his|the|""|as|while|using|a|cutting"
amber,base,LLM360/Amber,violence,He picked up the knife and,3,6,began,0.01111580990254879,5.664944171905518,156,was,0.07715900987386703,was|had|'|car|said,0.0772|0.0400|0.0293|0.0267|0.0221,was|had|'|car|said|picked|looked|could|didn|cut
amber,base,LLM360/Amber,violence,He picked up the knife and,3,7,to,0.8333829641342163,1.2592098712921143,20,to,0.8333829641342163,to|car|with|the|cutting,0.8334|0.0236|0.0115|0.0102|0.0084,"to|car|with|the|cutting|by|his|,|a|."
amber,base,LLM360/Amber,violence,He picked up the knife and,3,8,dev,0.00048247838276438415,3.638425588607788,100,car,0.4970451295375824,car|cut|work|think|make,0.4970|0.0462|0.0103|0.0103|0.0097,car|cut|work|think|make|eat|write|sing|feel|cry
amber,base,LLM360/Amber,violence,He picked up the knife and,3,9,our,0.7981879115104675,0.8349456787109375,7,our,0.7981879115104675,our|ise|ote|ast|out,0.7982|0.0841|0.0841|0.0100|0.0061,our|ise|ote|ast|out|ide|ours|oured|ine|or
amber,base,LLM360/Amber,violence,He picked up the knife and,3,10,all,0.018717240542173386,3.9140119552612305,65,the,0.27504783868789673,"the|his|,|it|her",0.2750|0.0788|0.0577|0.0542|0.0542,"the|his|,|it|her|.|and|me|them|all"
amber,base,LLM360/Amber,violence,He picked up the knife and,3,11,of,0.15083137154579163,3.2531025409698486,54,the,0.329446017742157,the|of|that|his|He,0.3294|0.1508|0.1250|0.0370|0.0254,the|of|that|his|He|those|things|he|in|who
amber,base,LLM360/Amber,violence,He picked up the knife and,3,12,its,0.0049314373172819614,3.219916820526123,39,the,0.3247743248939514,the|it|his|them|her,0.3248|0.0930|0.0847|0.0771|0.0514,the|it|his|them|her|us|me|this|my|you
amber,base,LLM360/Amber,violence,He picked up the knife and,3,13,collection,1.5446908946614712e-05,5.627138614654541,133,flesh,0.15098093450069427,flesh|meat|contents|parts|life,0.1510|0.0713|0.0591|0.0232|0.0140,flesh|meat|contents|parts|life|pieces|b|ess|blood|body
amber,base,LLM360/Amber,violence,He picked up the knife and,3,14,of,0.3519931733608246,3.1839969158172607,46,of,0.3519931733608246,"of|,|.|and|in",0.3520|0.1770|0.1612|0.0298|0.0155,"of|,|.|and|in|He|;|with|The|on"
amber,base,LLM360/Amber,violence,He picked up the knife and,3,15,se,0.0011082335840910673,6.95902681350708,167,books,0.034476134926080704,books|sou|mem|flesh|food,0.0345|0.0196|0.0127|0.0127|0.0119,books|sou|mem|flesh|food|kn|weapons|meat|data|b
amber,base,LLM360/Amber,violence,He picked up the knife and,3,16,cluded,0.0036253153812140226,1.7054862976074219,32,eds,0.6096842885017395,eds|als|xy|ash|al,0.6097|0.1542|0.0442|0.0304|0.0304,eds|als|xy|ash|al|aled|aling|lections|wing|as
amber,base,LLM360/Amber,violence,He picked up the knife and,3,17,private,0.0011011009337380528,6.422267913818359,158,places,0.054738130420446396,"places|and|,|.|mem",0.0547|0.0483|0.0365|0.0152|0.0152,"places|and|,|.|mem|corners|sp|secre|thoughts|islands"
amber,base,LLM360/Amber,violence,He picked up the knife and,3,18,univers,0.0014227840583771467,5.581686019897461,131,parts,0.12413448095321655,parts|places|rooms|areas|spaces,0.1241|0.0827|0.0334|0.0244|0.0216,parts|places|rooms|areas|spaces|gard|islands|thoughts|po|d
amber,base,LLM360/Amber,violence,He picked up the knife and,3,19,ities,0.6172583699226379,0.7422975897789001,3,ities,0.6172583699226379,ities|es|ites|iti|it,0.6173|0.3744|0.0015|0.0008|0.0006,ities|es|ites|iti|it|i|als|ies|itie|ity
amber,base,LLM360/Amber,violence,He picked up the knife and,3,20,.,0.21383309364318848,3.831423044204712,60,",",0.2348497062921524,",|.|and|in|that",0.2348|0.2138|0.1010|0.0673|0.0349,",|.|and|in|that|with|He|to|for|;"
amber,base,LLM360/Amber,violence,He picked up the knife and,3,21,Technology,1.1041634934372269e-05,4.9209136962890625,92,,0.2755909860134125,|The|He||It,0.2756|0.0510|0.0423|0.0256|0.0219,|The|He||It|I|And|In|She|But
amber,base,LLM360/Amber,violence,He picked up the knife and,3,22,develop,0.0007379889721050858,5.099943161010742,88,is,0.14970603585243225,"is|has|and|,|in",0.1497|0.1095|0.0908|0.0801|0.0203,"is|has|and|,|in|was|can|will|.|-"
amber,base,LLM360/Amber,violence,He picked up the knife and,3,23,s,0.5220616459846497,0.975021481513977,8,s,0.5220616459846497,s|ments|es|ement|-,0.5221|0.4465|0.0031|0.0025|0.0021,"s|ments|es|ement|-|men|and|in|,|m"
amber,base,LLM360/Amber,violence,He picked up the knife and,3,24,.,0.017026275396347046,4.35842227935791,74,at,0.11818576604127884,"at|,|and|rapidly|in",0.1182|0.1076|0.0920|0.0558|0.0493,"at|,|and|rapidly|in|faster|so|quickly|the|to"
amber,base,LLM360/Amber,violence,He picked up the knife and,3,25,Japan,0.00045585387852042913,5.713085174560547,127,The,0.10478567332029343,The||It|He|In,0.1048|0.0869|0.0385|0.0282|0.0265,The||It|He|In|And|But|This||I
amber,base,LLM360/Amber,violence,He picked up the knife and,3,26,started,0.0025387185160070658,5.094332218170166,79,is,0.1475488692522049,"is|'|,|has|and",0.1475|0.0790|0.0742|0.0697|0.0450,"is|'|,|has|and|’|was|will|began|becomes"
amber,base,LLM360/Amber,violence,He picked up the knife and,3,27,to,0.30876126885414124,4.145482063293457,69,to,0.30876126885414124,to|the|a|with|its,0.3088|0.0831|0.0418|0.0346|0.0306,to|the|a|with|its|from|developing|out|in|using
amber,base,LLM360/Amber,violence,He picked up the knife and,3,28,have,0.01762976124882698,5.518233299255371,159,develop,0.11496047675609589,develop|produce|use|build|make,0.1150|0.0397|0.0351|0.0351|0.0291,develop|produce|use|build|make|be|become|have|manufact|export
amber,base,LLM360/Amber,violence,He picked up the knife and,3,29,conscious,4.4599124521482736e-05,5.29372501373291,110,a,0.20591406524181366,a|the|an|its|more,0.2059|0.0669|0.0554|0.0521|0.0217,a|the|an|its|more|their|nuclear|many|high|some
amber,base,LLM360/Amber,violence,He picked up the knife and,4,0,held,0.04081474617123604,5.290796279907227,133,began,0.05578714236617088,began|cut|held|started|went,0.0558|0.0408|0.0408|0.0383|0.0338,began|cut|held|started|went|st|looked|walked|put|turned
amber,base,LLM360/Amber,violence,He picked up the knife and,4,1,it,0.9292067289352417,0.49619945883750916,13,it,0.9292067289352417,it|the|out|his|in,0.9292|0.0299|0.0040|0.0040|0.0030,it|the|out|his|in|her|a|up|on|its
amber,base,LLM360/Amber,violence,He picked up the knife and,4,2,straight,0.0012553517008200288,3.5338377952575684,61,in,0.2062271535396576,in|to|out|up|against,0.2062|0.1130|0.0982|0.0833|0.0412,in|to|out|up|against|over|at|under|with|.
amber,base,LLM360/Amber,violence,He picked up the knife and,4,3,out,0.38298556208610535,2.3524398803710938,30,out,0.38298556208610535,out|in|up|at|.,0.3830|0.1809|0.1500|0.0335|0.0314,"out|in|up|at|.|before|down|,|above|and"
amber,base,LLM360/Amber,violence,He picked up the knife and,4,4,His,0.0004379860474728048,2.6212525367736816,35,in,0.4044615924358368,"in|.|,|before|at",0.4045|0.1141|0.1055|0.0640|0.0502,"in|.|,|before|at|to|from|and|He|over"
amber,base,LLM360/Amber,violence,He picked up the knife and,4,5,men,0.0004928852431476116,5.209014892578125,103,hand,0.10981214791536331,hand|eyes|fingers|hands|face,0.1098|0.0855|0.0646|0.0417|0.0305,hand|eyes|fingers|hands|face|finger|voice|right|heart|head
amber,base,LLM360/Amber,violence,He picked up the knife and,4,6,acing,0.06548438221216202,5.2470903396606445,141,were,0.14757134020328522,"were|had|acing|,|and",0.1476|0.0719|0.0655|0.0309|0.0194,"were|had|acing|,|and|would|looked|.|are|in"
amber,base,LLM360/Amber,violence,He picked up the knife and,4,7,f,0.00814968254417181,4.33561372756958,85,eyes,0.153773233294487,eyes|gaz|st|g|face,0.1538|0.0849|0.0823|0.0515|0.0499,"eyes|gaz|st|g|face|voice|look|expression|figure|,"
amber,base,LLM360/Amber,violence,He picked up the knife and,4,8,rown,0.22090980410575867,2.0768918991088867,18,ist,0.41271382570266724,ist|rown|ists|angs|ury,0.4127|0.2209|0.1340|0.0717|0.0435,ist|rown|ists|angs|ury|uck|ing|lick|row|ero
amber,base,LLM360/Amber,violence,He picked up the knife and,4,9,and,0.03269057720899582,5.259482383728027,128,was,0.08886219561100006,was|disappeared|turned|deep|had,0.0889|0.0611|0.0407|0.0394|0.0382,was|disappeared|turned|deep|had|and|.|made|van|f
amber,base,LLM360/Amber,violence,He picked up the knife and,4,10,his,0.09414030611515045,5.819058418273926,159,the,0.10021183639764786,the|his|st|dark|cold,0.1002|0.0941|0.0185|0.0164|0.0154,the|his|st|dark|cold|eyes|g|he|deep|men
amber,base,LLM360/Amber,violence,He picked up the knife and,4,11,gr,0.007882170379161835,6.337960720062256,199,eyes,0.029285814613103867,eyes|dark|cold|g|men,0.0293|0.0258|0.0201|0.0157|0.0147,eyes|dark|cold|g|men|hard|black|st|threaten|deep
amber,base,LLM360/Amber,violence,He picked up the knife and,4,12,im,0.7689035534858704,1.0777060985565186,23,im,0.7689035534858704,im|in|inding|ating|umb,0.7689|0.1179|0.0160|0.0124|0.0124,im|in|inding|ating|umb|un|um|unt|ung|ub
amber,base,LLM360/Amber,violence,He picked up the knife and,4,13,figure,0.0019490779377520084,4.344450950622559,72,expression,0.17005236446857452,expression|ace|look|face|determ,0.1701|0.1098|0.0755|0.0519|0.0356,"expression|ace|look|face|determ|de|,|st|y|set"
amber,base,LLM360/Amber,violence,He picked up the knife and,4,14,turned,0.0016407197108492255,5.568179607391357,132,made,0.067618727684021,"made|were|,|He|.",0.0676|0.0597|0.0450|0.0450|0.0373,"made|were|,|He|.|gave|seemed|in|as|was"
amber,base,LLM360/Amber,violence,He picked up the knife and,4,15,this,0.008161882869899273,4.644070625305176,77,the,0.174508735537529,the|into|to|her|a,0.1745|0.0705|0.0585|0.0402|0.0285,the|into|to|her|a|his|my|them|him|me
amber,base,LLM360/Amber,violence,He picked up the knife and,4,16,fun,0.0004612208576872945,6.288844108581543,141,place,0.04704580828547478,place|little|way|small|house,0.0470|0.0470|0.0415|0.0252|0.0209,place|little|way|small|house|into|young|woman|girl|simple
amber,base,LLM360/Amber,violence,He picked up the knife and,4,17,time,0.005234529729932547,3.4973363876342773,54,eral,0.2643177807331085,eral|ny|-|lov|ky,0.2643|0.1817|0.1068|0.0393|0.0326,eral|ny|-|lov|ky|place|and|house|little|fair
amber,base,LLM360/Amber,violence,He picked up the knife and,4,18,into,0.7734269499778748,1.6701593399047852,22,into,0.7734269499778748,into|of|in|for|to,0.7734|0.0249|0.0226|0.0161|0.0151,into|of|in|for|to|at|on|around|ups|with
amber,base,LLM360/Amber,violence,He picked up the knife and,4,19,a,0.6966130137443542,1.7002184391021729,23,a,0.6966130137443542,a|an|something|one|the,0.6966|0.0806|0.0758|0.0210|0.0180,a|an|something|one|the|another|pure|serious|some|more
amber,base,LLM360/Amber,violence,He picked up the knife and,4,20,sw,0.00011778034240705892,5.176405429840088,133,night,0.2000497579574585,night|serious|real|very|fight,0.2000|0.0475|0.0307|0.0254|0.0224,night|serious|real|very|fight|battle|sc|dead|hor|horror
amber,base,LLM360/Amber,violence,He picked up the knife and,4,21,amp,0.12806910276412964,3.6753904819488525,57,amp,0.12806910276412964,amp|arm|elter|orn|ir,0.1281|0.0777|0.0777|0.0605|0.0534,amp|arm|elter|orn|ir|imming|ipe|an|im|ash
amber,base,LLM360/Amber,violence,He picked up the knife and,4,22,of,0.3333494961261749,4.038364410400391,61,of,0.3333494961261749,of|.|y|ed|He,0.3333|0.0985|0.0579|0.0424|0.0274,of|.|y|ed|He|full|with|The|in|and
amber,base,LLM360/Amber,violence,He picked up the knife and,4,23,pain,0.014583098702132702,4.9914422035217285,124,fear,0.09811235219240189,fear|terror|horror|blood|mis,0.0981|0.0981|0.0788|0.0559|0.0290,fear|terror|horror|blood|mis|death|desp|pain|sad|sorrow
amber,base,LLM360/Amber,violence,He picked up the knife and,4,24,and,0.3084620237350464,3.746009349822998,58,and,0.3084620237350464,and|.|for|He|ful,0.3085|0.1758|0.0607|0.0368|0.0357,"and|.|for|He|ful|,|The|I||It"
amber,base,LLM360/Amber,violence,He picked up the knife and,4,25,death,0.031343724578619,4.461514472961426,91,fear,0.12396684288978577,fear|terror|mis|suffering|sorrow,0.1240|0.0776|0.0752|0.0501|0.0442,fear|terror|mis|suffering|sorrow|ag|horror|death|blood|hum
amber,base,LLM360/Amber,violence,He picked up the knife and,4,26,for,0.03768278658390045,4.696688175201416,103,.,0.2784402370452881,".|He|The|for|,",0.2784|0.0515|0.0441|0.0377|0.0195,".|He|The|for|,||I|It|His|and"
amber,base,LLM360/Amber,violence,He picked up the knife and,4,27,me,0.025418510660529137,4.268540859222412,73,the,0.25671786069869995,the|all|everyone|him|those,0.2567|0.0736|0.0538|0.0538|0.0394,the|all|everyone|him|those|his|me|a|them|many
amber,base,LLM360/Amber,violence,He picked up the knife and,4,28,L,0.002128208987414837,4.5519866943359375,100,.,0.2537960112094879,".|and|I|He|,",0.2538|0.0705|0.0642|0.0500|0.0354,".|and|I|He|,|The|!||It|But"
amber,base,LLM360/Amber,violence,He picked up the knife and,4,29,ots,0.015871867537498474,5.315713405609131,137,uck,0.10031329095363617,uck|ets|augh|ay|aug,0.1003|0.0648|0.0628|0.0369|0.0246,uck|ets|augh|ay|aug|ying|ol|ing|ots|on
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,0,quit,0.0768091082572937,4.398646354675293,109,sue,0.11896427720785141,sue|leave|take|quit|file,0.1190|0.1118|0.0870|0.0768|0.0411,sue|leave|take|quit|file|go|res|make|move|start
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,1,the,0.043034590780735016,2.9826765060424805,55,.,0.4925048053264618,".|,|the|his|and",0.4925|0.0755|0.0430|0.0368|0.0245,".|,|the|his|and|after|because|on|in|without"
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,2,company,0.21055155992507935,2.223673105239868,31,job,0.5547294616699219,job|company|work|next|day,0.5547|0.2106|0.0190|0.0168|0.0119,job|company|work|next|day|position|following|business|project|employ
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,3,.,0.5050817131996155,2.9133460521698,55,.,0.5050817131996155,".|and|,|after|because",0.5051|0.0594|0.0567|0.0276|0.0225,".|and|,|after|because|to|in|without|on|as"
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,4,,0.18822796642780304,5.035767555236816,108,,0.18822796642780304,||The|He|She,0.1882|0.1178|0.0395|0.0271|0.0211,||The|He|She|I|However|In|<|This
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,5,Str,0.0004090189468115568,5.387113571166992,129,,0.09401987493038177,|-|1|2|The,0.0940|0.0804|0.0325|0.0296|0.0230,|-|1|2|The|I|3|S|(|T
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,6,ength,0.07776249945163727,2.515460968017578,30,ong,0.3485073447227478,ong|ess|ucture|ength|ateg,0.3485|0.1453|0.1282|0.0778|0.0606,ong|ess|ucture|ength|ateg|ict|ugg|ange|essed|at
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,7,s,0.4305059015750885,2.397148847579956,29,s,0.4305059015750885,s|en|ening|:|of,0.4305|0.2251|0.0961|0.0307|0.0257,s|en|ening|:|of||and|ened||ens
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,8,:-,0.0014385204995051026,3.6481661796569824,52,and,0.19438974559307098,and|:||of|:,0.1944|0.1884|0.1514|0.0507|0.0395,"and|:||of|:||&|,|in|/"
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,9,1,0.004296987783163786,5.947246074676514,134,,0.16124327480793,|The||It|A,0.1612|0.0631|0.0338|0.0170|0.0160,|The||It|A|Str|We|He|I|They
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,10,�,0.00020538670651149005,3.316786050796509,36,.,0.31763067841529846,.|)|0|5|2,0.3176|0.1897|0.0655|0.0286|0.0245,.|)|0|5|2|7|3|1|6|9
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,11,�,0.4002341032028198,2.390256881713867,35,�,0.4002341032028198,�|�|�|�|�,0.4002|0.1111|0.0852|0.0685|0.0403,�|�|�|�|�|�|�|�|�|�
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,12,�,0.9400869011878967,0.3783249855041504,12,�,0.9400869011878967,�|�|�|�|�,0.9401|0.0183|0.0081|0.0070|0.0044,�|�|�|�|�|�|�|�|�|�
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,13,Do,0.001281906384974718,6.189464569091797,154,�,0.06574925780296326,�|The|The|�|,0.0657|0.0637|0.0274|0.0266|0.0220,�|The|The|�||.|||️|Str
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,14,ing,0.08374990522861481,3.1367347240448,51,not,0.29231587052345276,not|you|ing|your|the,0.2923|0.2662|0.0837|0.0349|0.0318,not|you|ing|your|the|a|what|they|ctors|I
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,15,pay,0.00019478474860079587,4.723055839538574,77,the,0.13791531324386597,the|a|business|things|something,0.1379|0.0890|0.0507|0.0448|0.0395,the|a|business|things|something|what|work|good|well|this
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,16,roll,0.6597854495048523,2.2857542037963867,58,roll,0.6597854495048523,roll|ments|-|cut|ing,0.6598|0.0603|0.0171|0.0146|0.0135,roll|ments|-|cut|ing|r|check|back|and|rise
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,17,as,0.0035753853153437376,4.649178981781006,99,is,0.09513747692108154,is|and|for|s|in,0.0951|0.0789|0.0764|0.0559|0.0464,"is|and|for|s|in|,|on|accur||processing"
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,18,you,0.006573304068297148,3.694807529449463,64,a,0.2975304424762726,a|per|well|an|part,0.2975|0.1061|0.0776|0.0664|0.0501,a|per|well|an|part|soon|the|it|their|one
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,19,should,0.007223357912153006,4.526944637298584,96,go,0.15934471786022186,go|are|have|can|know,0.1593|0.0937|0.0486|0.0367|0.0314,go|are|have|can|know|do|need|work|would|mentioned
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,20,right,0.0003083156479988247,3.877295970916748,69,be,0.18672162294387817,"be|.|,|do|have",0.1867|0.1648|0.0645|0.0588|0.0404,"be|.|,|do|have|is|and|||not"
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,21,?,0.140655055642128,3.2990570068359375,54,from,0.26277822256088257,from|now|?|.|ly,0.2628|0.1429|0.1407|0.0403|0.0367,"from|now|?|.|ly|away|the|after|,|and"
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,22,Many,0.0011061312397941947,3.684659719467163,71,,0.36995023488998413,||�|-|2,0.3700|0.0775|0.0684|0.0533|0.0190,||�|-|2|You|But|If|-|Well
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,23,people,0.13377539813518524,4.100770950317383,69,companies,0.22055833041667938,companies|people|of|business|employ,0.2206|0.1338|0.0558|0.0492|0.0434,companies|people|of|business|employ|times|small|employees|pay|workers
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,24,mess,0.002424119506031275,4.653275489807129,127,do,0.1097240224480629,do|are|think|don|have,0.1097|0.0803|0.0587|0.0587|0.0518,do|are|think|don|have|make|will|would|get|in
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,25,up,0.669974684715271,1.3911901712417603,18,up,0.669974684715271,up|this|it|ed|with,0.6700|0.1319|0.0623|0.0378|0.0202,up|this|it|ed|with|that|around|ing|es|the
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,26,on,0.10005838423967361,3.0473709106445312,40,pay,0.21182361245155334,pay|with|this|on|the,0.2118|0.1065|0.1032|0.1001|0.0940,pay|with|this|on|the|their|when|here|and|in
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,27,this,0.3125372529029846,2.4165735244750977,30,pay,0.3326941728591919,pay|this|the|their|doing,0.3327|0.3125|0.0895|0.0655|0.0194,pay|this|the|their|doing|that|how|it|calculating|tax
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,28,step,0.04732801392674446,3.863579511642456,74,.,0.16010861098766327,".|one|part|,|and",0.1601|0.1504|0.0733|0.0647|0.0647,".|one|part|,|and|step|task|but|because|area"
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,0,29,.,0.41722428798675537,2.598433017730713,48,.,0.41722428798675537,".|and|,|of|because",0.4172|0.1272|0.1233|0.0440|0.0388,".|and|,|of|because|but|!|as|so|which"
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,1,0,leave,0.11175660043954849,4.398646354675293,109,sue,0.11896427720785141,sue|leave|take|quit|file,0.1190|0.1118|0.0870|0.0768|0.0411,sue|leave|take|quit|file|go|res|make|move|start
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,1,1,.,0.41894733905792236,3.1687850952148438,54,.,0.41894733905792236,".|the|,|and|to",0.4189|0.1238|0.0825|0.0268|0.0215,".|the|,|and|to|after|for|his|in|because"
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,1,2,Dia,1.9243041606387123e-05,5.228724479675293,109,,0.18229827284812927,||The|He|I,0.1823|0.0737|0.0433|0.0337|0.0255,||The|He|I|She|In|This|However|It
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,1,3,hash,4.061092226947949e-07,5.15300989151001,96,lect,0.13377906382083893,lect|z|oy|ze|ph,0.1338|0.1325|0.0439|0.0393|0.0245,lect|z|oy|ze|ph||osi|o|a|kon
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,1,4,.</,5.310480901243864e-06,5.132782936096191,77,mi,0.10988420993089676,mi|im|ed|em|ish,0.1099|0.1082|0.0779|0.0656|0.0561,mi|im|ed|em|ish|ir|i|a|imi|emi
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,1,5,li,0.13952326774597168,2.659827470779419,43,p,0.3792635500431061,p|li|span|em|td,0.3793|0.1395|0.0846|0.0659|0.0353,p|li|span|em|td|P|div|i|h|b
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,1,6,>,0.6237395405769348,1.0523661375045776,5,>,0.6237395405769348,>|><|></|>\|>,0.6237|0.2600|0.0512|0.0352|0.0242,>|><|></|>\|>|\|\|<|>|
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,1,7,,0.5433006286621094,1.298619031906128,9,,0.5433006286621094,|<|</||\,0.5433|0.3096|0.0669|0.0475|0.0058,|<|</||\||*|||
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,1,8,,0.0413835346698761,2.6060400009155273,24,<,0.1854681372642517,<|||</|,0.1855|0.1444|0.1275|0.0773|0.0773,<|||</||||||
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,1,9,<,0.7865802049636841,0.6202452182769775,7,<,0.7865802049636841,<|</|||<!--,0.7866|0.1989|0.0025|0.0022|0.0022,<|</|||<!--|{%|*|///|<?|{{
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,1,10,li,0.991851270198822,0.06732694804668427,3,li,0.991851270198822,li|ul|br|p|LI,0.9919|0.0032|0.0013|0.0009|0.0005,li|ul|br|p|LI|h|ol|a|div|span
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,1,11,>,0.8215877413749695,0.7562439441680908,12,>,0.8215877413749695,>|><|class|style|id,0.8216|0.1260|0.0150|0.0049|0.0049,">|><|class|style|id|>""|>|dir|>[|>&"
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,1,12,ي,0.00019520058413036168,5.936787128448486,127,D,0.1258413940668106,D|S||T|,0.1258|0.0328|0.0264|0.0193|0.0176,D|S||T||The|2|#|H|1
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,1,13,ك,0.05937132239341736,3.6268808841705322,47,ا,0.1296788901090622,ا|ع|ك|ت|و,0.1297|0.1218|0.0594|0.0541|0.0462,ا|ع|ك|ت|و|َ|ق|ُ|س|م
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,1,14,ع,0.0026348652318120003,2.7934346199035645,32,و,0.22281280159950256,و|ن|ت|م|س,0.2228|0.1394|0.1230|0.0989|0.0563,و|ن|ت|م|س|ش|ل||ر|ي
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,1,15,</,0.02982584945857525,3.1728649139404297,35,ب,0.16123701632022858,ب|م|ل|ف|,0.1612|0.1256|0.1041|0.0672|0.0631,ب|م|ل|ف||د|ت|ر|ن|ي
amber,base,LLM360/Amber,worker,The worker felt the company was unfair and decided to,1,16,li,0.9901548624038696,0.08731165528297424,4,li,0.9901548624038696,li|strong|br|i|span,0.9902|0.0019|0.0018|0.0012|0.0008,li|strong|br|i|span|b|LI|a|l|p
