word,pos,pos_name,prob_mean,prob_std,n_families,prompt_key
update,1,SFT,0.000304,,1,institutional_labor_mgmt_2
update,2,ALIGNED,0.00031499999999999996,8.061017305526644e-05,2,institutional_labor_mgmt_2
urge,0,BASE,2.7e-05,,1,institutional_labor_mgmt_2
urge,1,SFT,2.5e-05,,1,institutional_labor_mgmt_2
urge,2,ALIGNED,9.8e-05,,1,institutional_labor_mgmt_2
use,0,BASE,0.0018305454545454547,0.0008103746496079901,11,institutional_labor_mgmt_2
use,1,SFT,0.001797,0.0009514948239480863,6,institutional_labor_mgmt_2
use,2,ALIGNED,0.0019315454545454545,0.0016809648636206746,11,institutional_labor_mgmt_2
user,0,BASE,1e-06,,1,institutional_labor_mgmt_2
user,1,SFT,1e-06,,1,institutional_labor_mgmt_2
user,2,ALIGNED,0.0,,1,institutional_labor_mgmt_2
ve,0,BASE,6.181818181818182e-06,2.7136021011998727e-06,11,institutional_labor_mgmt_2
ve,1,SFT,5.333333333333333e-06,2.3380903889000246e-06,6,institutional_labor_mgmt_2
ve,2,ALIGNED,3.7272727272727274e-06,2.9695423583747407e-06,11,institutional_labor_mgmt_2
verify,0,BASE,2.4e-05,,1,institutional_labor_mgmt_2
verify,1,SFT,2.5e-05,,1,institutional_labor_mgmt_2
verify,2,ALIGNED,1.7e-05,,1,institutional_labor_mgmt_2
view,0,BASE,7.5e-05,,1,institutional_labor_mgmt_2
view,1,SFT,5.2e-05,,1,institutional_labor_mgmt_2
view,2,ALIGNED,2.1e-05,,1,institutional_labor_mgmt_2
wait,0,BASE,0.0005332,0.0002098781657163137,10,institutional_labor_mgmt_2
wait,1,SFT,0.0005942,0.00036474127816851223,5,institutional_labor_mgmt_2
wait,2,ALIGNED,0.0004968,0.0004886045435728161,10,institutional_labor_mgmt_2
wake,0,BASE,0.000285,,1,institutional_labor_mgmt_2
wake,2,ALIGNED,4.1e-05,,1,institutional_labor_mgmt_2
walk,0,BASE,0.0005149090909090909,0.00026145877477929655,11,institutional_labor_mgmt_2
walk,1,SFT,0.0004,0.0003451643086994946,6,institutional_labor_mgmt_2
walk,2,ALIGNED,0.0002949090909090909,0.00030816081987996283,11,institutional_labor_mgmt_2
want,0,BASE,0.0004096666666666667,0.00022065300813721076,9,institutional_labor_mgmt_2
want,1,SFT,0.00022975,0.0001702202005246929,4,institutional_labor_mgmt_2
want,2,ALIGNED,0.00030855555555555557,0.0001804793001365469,9,institutional_labor_mgmt_2
warn,0,BASE,0.0014787,0.0007089900563477601,10,institutional_labor_mgmt_2
warn,1,SFT,0.0020741666666666664,0.0022135235636122482,6,institutional_labor_mgmt_2
warn,2,ALIGNED,0.0020378,0.003688637984104401,10,institutional_labor_mgmt_2
watch,0,BASE,0.000404,0.00030509752539147213,5,institutional_labor_mgmt_2
watch,1,SFT,0.000409,0.000254811041100394,4,institutional_labor_mgmt_2
watch,2,ALIGNED,0.0003458,0.00023041310726605813,5,institutional_labor_mgmt_2
wear,0,BASE,0.00042449999999999996,2.6162950903902224e-05,2,institutional_labor_mgmt_2
wear,1,SFT,0.0001945,9.828784258493012e-05,2,institutional_labor_mgmt_2
wear,2,ALIGNED,9.1e-05,0.00012869343417595166,2,institutional_labor_mgmt_2
welcome,0,BASE,0.000378,0.0,2,institutional_labor_mgmt_2
welcome,1,SFT,0.000278,,1,institutional_labor_mgmt_2
welcome,2,ALIGNED,0.00023799999999999998,9.475230867899736e-05,2,institutional_labor_mgmt_2
what,0,BASE,0.0004984000000000001,0.00047558206442211424,5,institutional_labor_mgmt_2
what,1,SFT,0.008306666666666667,0.012571667404657719,3,institutional_labor_mgmt_2
what,2,ALIGNED,0.010982800000000001,0.016562980097192655,5,institutional_labor_mgmt_2
win,0,BASE,0.0003423333333333334,0.00010649632231521738,6,institutional_labor_mgmt_2
win,1,SFT,0.00026725,0.0001722331268949153,4,institutional_labor_mgmt_2
win,2,ALIGNED,0.00022266666666666667,0.00016137368641345052,6,institutional_labor_mgmt_2
withdraw,0,BASE,8e-05,,1,institutional_labor_mgmt_2
withdraw,1,SFT,0.000351,,1,institutional_labor_mgmt_2
withdraw,2,ALIGNED,0.000395,,1,institutional_labor_mgmt_2
wonder,0,BASE,0.000324,,1,institutional_labor_mgmt_2
wonder,1,SFT,2.5e-05,,1,institutional_labor_mgmt_2
wonder,2,ALIGNED,0.0,,1,institutional_labor_mgmt_2
work,0,BASE,0.001770363636363636,0.0011871702719262534,11,institutional_labor_mgmt_2
work,1,SFT,0.0012156666666666668,0.0006221648227492991,6,institutional_labor_mgmt_2
work,2,ALIGNED,0.0011734545454545455,0.0007039229167510267,11,institutional_labor_mgmt_2
worry,0,BASE,0.0005144,0.0004079469464417048,10,institutional_labor_mgmt_2
worry,1,SFT,0.00038366666666666665,0.0002240898629270558,6,institutional_labor_mgmt_2
worry,2,ALIGNED,0.00038920000000000003,0.00022475705402352411,10,institutional_labor_mgmt_2
write,0,BASE,0.003999545454545454,0.001704188625923572,11,institutional_labor_mgmt_2
write,1,SFT,0.0024995,0.0011185724384231894,6,institutional_labor_mgmt_2
write,2,ALIGNED,0.0021133636363636363,0.0011313869605689534,11,institutional_labor_mgmt_2
yell,0,BASE,0.0005423333333333334,0.0006382603439558709,6,institutional_labor_mgmt_2
yell,1,SFT,0.0003096666666666667,9.167515112250065e-05,3,institutional_labor_mgmt_2
yell,2,ALIGNED,0.0004113333333333334,0.0003551459793756176,6,institutional_labor_mgmt_2
什么,0,BASE,0.0,,1,institutional_labor_mgmt_2
什么,1,SFT,1e-05,,1,institutional_labor_mgmt_2
什么,2,ALIGNED,1.5e-05,,1,institutional_labor_mgmt_2
A,0,BASE,0.0014212,0.0030134743569507935,5,institutional_labor_worker_3
A,1,SFT,0.0005445000000000001,0.0007530687219636732,2,institutional_labor_worker_3
A,2,ALIGNED,0.0068136,0.014308874180032473,5,institutional_labor_worker_3
Contact,0,BASE,4.2e-05,,1,institutional_labor_worker_3
Contact,1,SFT,2.7e-05,,1,institutional_labor_worker_3
Contact,2,ALIGNED,1.9e-05,,1,institutional_labor_worker_3
Demand,0,BASE,1.1e-05,,1,institutional_labor_worker_3
Demand,1,SFT,0.000403,,1,institutional_labor_worker_3
Demand,2,ALIGNED,0.000862,,1,institutional_labor_worker_3
Management,0,BASE,6.666666666666666e-07,1.1547005383792516e-06,3,institutional_labor_worker_3
Management,1,SFT,1.3000000000000001e-05,1.5556349186104048e-05,2,institutional_labor_worker_3
Management,2,ALIGNED,5.333333333333333e-06,7.571877794400365e-06,3,institutional_labor_worker_3
NEVER,0,BASE,0.000465,,1,institutional_labor_worker_3
NEVER,1,SFT,0.000418,,1,institutional_labor_worker_3
NEVER,2,ALIGNED,0.000446,,1,institutional_labor_worker_3
NOT,0,BASE,0.0012795,0.0009878971100271525,6,institutional_labor_worker_3
NOT,1,SFT,0.00044225,0.00027482646039516154,4,institutional_labor_worker_3
NOT,2,ALIGNED,0.00077,0.0007787723672550279,6,institutional_labor_worker_3
Q,0,BASE,0.0,,1,institutional_labor_worker_3
Q,1,SFT,0.0,,1,institutional_labor_worker_3
Q,2,ALIGNED,0.0,,1,institutional_labor_worker_3
Question,0,BASE,0.0,,1,institutional_labor_worker_3
Question,1,SFT,0.0,,1,institutional_labor_worker_3
Question,2,ALIGNED,0.0,,1,institutional_labor_worker_3
REDACTED,0,BASE,0.0,,1,institutional_labor_worker_3
REDACTED,1,SFT,0.0,,1,institutional_labor_worker_3
REDACTED,2,ALIGNED,0.0,,1,institutional_labor_worker_3
Report,0,BASE,2.6e-05,,1,institutional_labor_worker_3
Report,1,SFT,4e-06,,1,institutional_labor_worker_3
Report,2,ALIGNED,1.7e-05,,1,institutional_labor_worker_3
a,0,BASE,0.0012615,0.0007290270914033304,2,institutional_labor_worker_3
a,1,SFT,0.008879,,1,institutional_labor_worker_3
a,2,ALIGNED,0.0088095,0.010011924914820327,2,institutional_labor_worker_3
absolutely,0,BASE,0.0004965,0.00035708892449920655,2,institutional_labor_worker_3
absolutely,1,SFT,0.00051,0.0006434671708797583,2,institutional_labor_worker_3
absolutely,2,ALIGNED,0.0005390000000000001,0.0007382194795587557,2,institutional_labor_worker_3
accept,0,BASE,0.000756,0.00046280449436019957,4,institutional_labor_worker_3
accept,1,SFT,0.00043,,1,institutional_labor_worker_3
accept,2,ALIGNED,0.0003185,0.0003338148189241055,4,institutional_labor_worker_3
acknowledge,0,BASE,4.8e-05,,1,institutional_labor_worker_3
acknowledge,1,SFT,5.1e-05,,1,institutional_labor_worker_3
acknowledge,2,ALIGNED,3e-06,,1,institutional_labor_worker_3
act,0,BASE,0.0019352727272727273,0.0009425189749717606,11,institutional_labor_worker_3
act,1,SFT,0.0014203333333333333,0.000574061553029522,6,institutional_labor_worker_3
act,2,ALIGNED,0.0012128181818181817,0.0008242544289455555,11,institutional_labor_worker_3
actively,0,BASE,0.0012404999999999998,0.001690692313817035,2,institutional_labor_worker_3
actively,1,SFT,0.000174,,1,institutional_labor_worker_3
actively,2,ALIGNED,0.0021085,0.002452953423936133,2,institutional_labor_worker_3
actually,0,BASE,0.00036933333333333333,0.00015684493403783666,3,institutional_labor_worker_3
actually,1,SFT,0.000347,8.343860018001262e-05,2,institutional_labor_worker_3
actually,2,ALIGNED,0.0002753333333333333,0.00013232283753507307,3,institutional_labor_worker_3
add,0,BASE,0.0007564999999999999,0.0005432427634124544,6,institutional_labor_worker_3
add,1,SFT,0.0007025,0.00038052025789262086,4,institutional_labor_worker_3
add,2,ALIGNED,0.00039633333333333334,0.00031151543567962514,6,institutional_labor_worker_3
address,0,BASE,0.0015785454545454547,0.0013337943892246934,11,institutional_labor_worker_3
address,1,SFT,0.0025125,0.0016088586948517262,6,institutional_labor_worker_3
address,2,ALIGNED,0.002857636363636364,0.002563170001101264,11,institutional_labor_worker_3
adopt,0,BASE,0.001544,,1,institutional_labor_worker_3
adopt,2,ALIGNED,0.003928,,1,institutional_labor_worker_3
advise,0,BASE,0.0010592000000000002,0.0006756402149073129,5,institutional_labor_worker_3
advise,1,SFT,0.0005313333333333333,0.00034519028568795695,3,institutional_labor_worker_3
advise,2,ALIGNED,0.0006230000000000001,0.0004851267875514606,5,institutional_labor_worker_3
advocate,0,BASE,0.0008845999999999999,0.0009601871171808128,5,institutional_labor_worker_3
advocate,1,SFT,0.00024066666666666667,0.00011369403385109234,3,institutional_labor_worker_3
advocate,2,ALIGNED,0.0010226,0.0013224523809952477,5,institutional_labor_worker_3
agree,0,BASE,8.1e-05,,1,institutional_labor_worker_3
agree,1,SFT,0.000449,,1,institutional_labor_worker_3
agree,2,ALIGNED,0.00069,,1,institutional_labor_worker_3
aim,0,BASE,0.000202,,1,institutional_labor_worker_3
aim,1,SFT,0.000457,,1,institutional_labor_worker_3
aim,2,ALIGNED,2e-06,,1,institutional_labor_worker_3
air,0,BASE,0.000312,,1,institutional_labor_worker_3
air,1,SFT,0.000393,,1,institutional_labor_worker_3
air,2,ALIGNED,0.000309,,1,institutional_labor_worker_3
alert,0,BASE,0.0006565555555555556,0.0003167242930022542,9,institutional_labor_worker_3
alert,1,SFT,0.0005101666666666667,0.00033909610240559626,6,institutional_labor_worker_3
alert,2,ALIGNED,0.0010181111111111111,0.0010661142580001034,9,institutional_labor_worker_3
all,0,BASE,0.03148190909090909,0.023275603611741396,11,institutional_labor_worker_3
all,1,SFT,0.02781,0.015891857575500733,6,institutional_labor_worker_3
all,2,ALIGNED,0.02095027272727273,0.01461570864577499,11,institutional_labor_worker_3
allow,0,BASE,0.0009563333333333333,0.0006389368774247839,3,institutional_labor_worker_3
allow,1,SFT,0.000734,0.0005713422791987304,2,institutional_labor_worker_3
allow,2,ALIGNED,0.0008010000000000001,0.0005478430432158467,3,institutional_labor_worker_3
already,0,BASE,0.000192,,1,institutional_labor_worker_3
already,1,SFT,0.000298,,1,institutional_labor_worker_3
already,2,ALIGNED,0.000198,,1,institutional_labor_worker_3
also,0,BASE,0.004985,0.004920981528110017,11,institutional_labor_worker_3
also,1,SFT,0.006945,0.006600770864073378,6,institutional_labor_worker_3
also,2,ALIGNED,0.0033151818181818182,0.0038027935736293077,11,institutional_labor_worker_3
always,0,BASE,0.0016361000000000001,0.001039688356084542,10,institutional_labor_worker_3
always,1,SFT,0.000699,0.00024962852401117945,6,institutional_labor_worker_3
always,2,ALIGNED,0.0011294999999999999,0.0016648271348367939,10,institutional_labor_worker_3
and,0,BASE,0.00022859999999999997,0.0001615125382129821,5,institutional_labor_worker_3
and,1,SFT,0.0004735,0.0003753633794960114,4,institutional_labor_worker_3
and,2,ALIGNED,0.0003042,0.0001110369307933176,5,institutional_labor_worker_3
anonymously,0,BASE,0.000113,,1,institutional_labor_worker_3
anonymously,1,SFT,7.4e-05,,1,institutional_labor_worker_3
anonymously,2,ALIGNED,0.000226,,1,institutional_labor_worker_3
appeal,0,BASE,0.0024333636363636363,0.003945203144902104,11,institutional_labor_worker_3
appeal,1,SFT,0.0007078333333333333,0.00028451321000380045,6,institutional_labor_worker_3
appeal,2,ALIGNED,0.0018413636363636366,0.0026994197255235165,11,institutional_labor_worker_3
apply,0,BASE,0.0015633749999999999,0.0013276069704009326,8,institutional_labor_worker_3
apply,1,SFT,0.0007775,0.0006151409052675114,4,institutional_labor_worker_3
apply,2,ALIGNED,0.001193875,0.0014594919309227343,8,institutional_labor_worker_3
appoint,0,BASE,0.000281,,1,institutional_labor_worker_3
appoint,1,SFT,0.000133,,1,institutional_labor_worker_3
appoint,2,ALIGNED,0.000156,,1,institutional_labor_worker_3
approach,0,BASE,0.00125,0.0010510673146854107,9,institutional_labor_worker_3
approach,1,SFT,0.0011818,0.0008758208720965721,5,institutional_labor_worker_3
approach,2,ALIGNED,0.0014078888888888889,0.0013199867844456289,9,institutional_labor_worker_3
argue,0,BASE,0.004412,,1,institutional_labor_worker_3
argue,2,ALIGNED,0.002878,,1,institutional_labor_worker_3
arrange,0,BASE,0.00033416666666666664,0.00017427382668280017,6,institutional_labor_worker_3
arrange,1,SFT,0.0006947500000000001,0.0004462543183731298,4,institutional_labor_worker_3
arrange,2,ALIGNED,0.00044249999999999997,0.00048465647627984914,6,institutional_labor_worker_3
as,0,BASE,0.0002925,8.838834764831844e-05,2,institutional_labor_worker_3
as,1,SFT,0.0005484999999999999,0.00023970919882223966,2,institutional_labor_worker_3
as,2,ALIGNED,0.0003035,0.00042921381618023436,2,institutional_labor_worker_3
ask,0,BASE,0.011689545454545454,0.008450261633389067,11,institutional_labor_worker_3
ask,1,SFT,0.011013833333333334,0.013247739360610423,6,institutional_labor_worker_3
ask,2,ALIGNED,0.013766363636363637,0.0237202714456337,11,institutional_labor_worker_3
assemble,0,BASE,0.0003226666666666667,0.00015930264697528834,3,institutional_labor_worker_3
assemble,1,SFT,0.00043733333333333336,0.00031795649597599567,3,institutional_labor_worker_3
assemble,2,ALIGNED,0.00023633333333333332,0.00021314392633460925,3,institutional_labor_worker_3
assert,0,BASE,0.00029,0.00027435743110038047,2,institutional_labor_worker_3
assert,1,SFT,0.000518,,1,institutional_labor_worker_3
assert,2,ALIGNED,0.00017449999999999999,0.0002411234123846127,2,institutional_labor_worker_3
assume,0,BASE,0.000633,0.00047093311627024065,2,institutional_labor_worker_3
assume,1,SFT,0.0003535,8.273149339882606e-05,2,institutional_labor_worker_3
assume,2,ALIGNED,0.0001915,0.00026799347006970154,2,institutional_labor_worker_3
at,0,BASE,0.0030156363636363636,0.0023803445243379064,11,institutional_labor_worker_3
at,1,SFT,0.0020251666666666664,0.0021390900323891623,6,institutional_labor_worker_3
at,2,ALIGNED,0.002156090909090909,0.0019464604519252608,11,institutional_labor_worker_3
attempt,0,BASE,0.000553,0.0003078197524526326,3,institutional_labor_worker_3
attempt,1,SFT,0.0003835,0.0003981011178080263,2,institutional_labor_worker_3
attempt,2,ALIGNED,0.000177,0.0002143338517360242,3,institutional_labor_worker_3
attend,0,BASE,0.00036459999999999997,0.00019801212084112426,5,institutional_labor_worker_3
attend,1,SFT,0.0005346666666666667,0.00027722974828350106,3,institutional_labor_worker_3
attend,2,ALIGNED,0.000259,0.00017803932149949348,5,institutional_labor_worker_3
avoid,0,BASE,0.0008291428571428572,0.00033815500813060505,7,institutional_labor_worker_3
avoid,1,SFT,0.0009712,0.0008997375728511065,5,institutional_labor_worker_3
avoid,2,ALIGNED,0.00042385714285714287,0.00026499523805245293,7,institutional_labor_worker_3
ban,0,BASE,0.0005574999999999999,0.0002903685589040246,6,institutional_labor_worker_3
ban,1,SFT,0.00043675,0.00024039325420374566,4,institutional_labor_worker_3
ban,2,ALIGNED,0.00026516666666666664,0.00024621244214431296,6,institutional_labor_worker_3
band,0,BASE,0.00190075,0.0018937417043665547,8,institutional_labor_worker_3
band,1,SFT,0.001661,0.0013790137780312422,5,institutional_labor_worker_3
band,2,ALIGNED,0.00137175,0.0011241576846688368,8,institutional_labor_worker_3
be,0,BASE,0.11334509090909091,0.09188597030717427,11,institutional_labor_worker_3
be,1,SFT,0.12411716666666667,0.10581983179993562,6,institutional_labor_worker_3
be,2,ALIGNED,0.08049181818181818,0.09127672111860524,11,institutional_labor_worker_3
bear,0,BASE,0.001549,,1,institutional_labor_worker_3
bear,2,ALIGNED,0.001076,,1,institutional_labor_worker_3
because,0,BASE,2.7e-05,,1,institutional_labor_worker_3
because,1,SFT,0.000958,,1,institutional_labor_worker_3
because,2,ALIGNED,0.000542,,1,institutional_labor_worker_3
become,0,BASE,0.000725125,0.0006118310778778264,8,institutional_labor_worker_3
become,1,SFT,0.00024425,0.00015159457993829022,4,institutional_labor_worker_3
become,2,ALIGNED,0.00047400000000000003,0.0006895750244068548,8,institutional_labor_worker_3
begin,0,BASE,0.0007512222222222221,0.00030515396842322807,9,institutional_labor_worker_3
begin,1,SFT,0.0005092,0.00018229152476184951,5,institutional_labor_worker_3
begin,2,ALIGNED,0.0004837777777777778,0.0002692734566280985,9,institutional_labor_worker_3
believe,0,BASE,0.0021035,0.001846255805678076,2,institutional_labor_worker_3
believe,2,ALIGNED,0.0015625,0.0020230325009747124,2,institutional_labor_worker_3
bite,0,BASE,0.000586,,1,institutional_labor_worker_3
bite,1,SFT,8.5e-05,,1,institutional_labor_worker_3
bite,2,ALIGNED,0.0,,1,institutional_labor_worker_3
blame,0,BASE,0.0009598,0.0007597036922379673,5,institutional_labor_worker_3
blame,1,SFT,0.000273,,1,institutional_labor_worker_3
blame,2,ALIGNED,0.000507,0.0002909922679385141,5,institutional_labor_worker_3
block,0,BASE,0.0005235,8.838834764831845e-05,2,institutional_labor_worker_3
block,1,SFT,0.000257,0.0001668772003600252,2,institutional_labor_worker_3
block,2,ALIGNED,0.0001365,0.0001930401512639275,2,institutional_labor_worker_3
blow,0,BASE,0.0004882,0.0003166357528770243,5,institutional_labor_worker_3
blow,1,SFT,0.000653,0.00033169112137649995,3,institutional_labor_worker_3
blow,2,ALIGNED,0.0005688000000000001,0.0002801467472593605,5,institutional_labor_worker_3
bombard,0,BASE,0.0004535,0.00024112341238461272,2,institutional_labor_worker_3
bombard,1,SFT,0.00030250000000000003,0.00020435385976291223,2,institutional_labor_worker_3
bombard,2,ALIGNED,0.0002255,0.00031890515831513295,2,institutional_labor_worker_3
both,0,BASE,0.00064,0.0003257238093845766,3,institutional_labor_worker_3
both,1,SFT,0.000478,,1,institutional_labor_worker_3
both,2,ALIGNED,0.0005053333333333333,0.00026087992129202536,3,institutional_labor_worker_3
boycott,0,BASE,0.0025528,0.0014632341500176167,10,institutional_labor_worker_3
boycott,1,SFT,0.0016516666666666667,0.001219190988593119,6,institutional_labor_worker_3
boycott,2,ALIGNED,0.0011503,0.0009379129372056756,10,institutional_labor_worker_3
brainstorm,0,BASE,0.000267,,1,institutional_labor_worker_3
brainstorm,1,SFT,0.001289,,1,institutional_labor_worker_3
brainstorm,2,ALIGNED,0.001989,,1,institutional_labor_worker_3
break,0,BASE,0.000903142857142857,0.0004331013848093879,7,institutional_labor_worker_3
break,1,SFT,0.0003716,0.00020990069080400854,5,institutional_labor_worker_3
break,2,ALIGNED,0.0002527142857142857,0.0002023690640765977,7,institutional_labor_worker_3
bring,0,BASE,0.004235454545454546,0.002567565358998145,11,institutional_labor_worker_3
bring,1,SFT,0.005058,0.0037707240153583236,6,institutional_labor_worker_3
bring,2,ALIGNED,0.004778636363636363,0.004646247394892512,11,institutional_labor_worker_3
build,0,BASE,0.0012182727272727273,0.0010833465826695623,11,institutional_labor_worker_3
build,1,SFT,0.0003986666666666667,0.0002964204221484523,6,institutional_labor_worker_3
build,2,ALIGNED,0.0004922727272727274,0.0004879039026097436,11,institutional_labor_worker_3
burn,0,BASE,0.0005185,0.0001223294731452727,2,institutional_labor_worker_3
burn,1,SFT,7.5e-05,,1,institutional_labor_worker_3
burn,2,ALIGNED,8.6e-05,7.212489168102786e-05,2,institutional_labor_worker_3
buy,0,BASE,0.0013801428571428571,0.0007550168714608146,7,institutional_labor_worker_3
buy,1,SFT,0.000356,0.0001675783398891396,5,institutional_labor_worker_3
buy,2,ALIGNED,0.00045142857142857143,0.0005083557996596665,7,institutional_labor_worker_3
call,0,BASE,0.011914090909090909,0.005615814463718428,11,institutional_labor_worker_3
call,1,SFT,0.010201666666666666,0.002686423247864466,6,institutional_labor_worker_3
call,2,ALIGNED,0.010798,0.008778790144433344,11,institutional_labor_worker_3
calmly,0,BASE,2.7e-05,,1,institutional_labor_worker_3
calmly,1,SFT,4e-06,,1,institutional_labor_worker_3
calmly,2,ALIGNED,2e-06,,1,institutional_labor_worker_3
campaign,0,BASE,0.000329,0.0,2,institutional_labor_worker_3
campaign,1,SFT,0.000147,,1,institutional_labor_worker_3
campaign,2,ALIGNED,9.449999999999999e-05,4.949747468305824e-06,2,institutional_labor_worker_3
cancel,0,BASE,0.0005145999999999999,0.00020056245909940378,5,institutional_labor_worker_3
cancel,1,SFT,0.00024133333333333334,0.00016709378604045494,3,institutional_labor_worker_3
cancel,2,ALIGNED,0.0002212,0.0002144276101624975,5,institutional_labor_worker_3
care,0,BASE,0.0005845,0.00030657951660213707,4,institutional_labor_worker_3
care,1,SFT,0.0001825,2.6162950903902272e-05,2,institutional_labor_worker_3
care,2,ALIGNED,0.00022825,0.00019918061317976372,4,institutional_labor_worker_3
carefully,0,BASE,0.000202,,1,institutional_labor_worker_3
carefully,1,SFT,0.000245,,1,institutional_labor_worker_3
carefully,2,ALIGNED,5.9e-05,,1,institutional_labor_worker_3
carry,0,BASE,0.0006955714285714285,0.0005142255851092518,7,institutional_labor_worker_3
carry,1,SFT,0.0004136666666666666,0.00012413030787576952,3,institutional_labor_worker_3
carry,2,ALIGNED,0.00041357142857142856,0.00046043416364081744,7,institutional_labor_worker_3
certainly,0,BASE,0.00042439999999999996,0.0003386064086812298,5,institutional_labor_worker_3
certainly,1,SFT,0.0006703333333333334,0.0009725946397823366,3,institutional_labor_worker_3
certainly,2,ALIGNED,0.0010866,0.0017691975016939179,5,institutional_labor_worker_3
challenge,0,BASE,0.00078,0.0006293749280039681,6,institutional_labor_worker_3
challenge,1,SFT,0.00035166666666666663,0.00026101021691369355,3,institutional_labor_worker_3
challenge,2,ALIGNED,0.0008471666666666666,0.0009386143865649337,6,institutional_labor_worker_3
change,0,BASE,0.0018232727272727274,0.0009370610536042027,11,institutional_labor_worker_3
change,1,SFT,0.0010633333333333334,0.0005808578713133417,6,institutional_labor_worker_3
change,2,ALIGNED,0.0010814545454545454,0.0015574399740366474,11,institutional_labor_worker_3
charge,0,BASE,0.000616,,1,institutional_labor_worker_3
charge,1,SFT,0.000525,,1,institutional_labor_worker_3
charge,2,ALIGNED,0.000432,,1,institutional_labor_worker_3
check,0,BASE,0.0009834,0.0005853612749595093,10,institutional_labor_worker_3
check,1,SFT,0.0011388333333333335,0.0013407065923111837,6,institutional_labor_worker_3
check,2,ALIGNED,0.0007558,0.0009007084618972631,10,institutional_labor_worker_3
choose,0,BASE,0.0020308333333333333,0.002768628643691072,6,institutional_labor_worker_3
choose,1,SFT,0.0008055,0.0005528432568700343,4,institutional_labor_worker_3
choose,2,ALIGNED,0.0021395000000000003,0.003069523660114058,6,institutional_labor_worker_3
claim,0,BASE,0.00054,,1,institutional_labor_worker_3
claim,2,ALIGNED,0.000228,,1,institutional_labor_worker_3
clarify,0,BASE,6.45e-05,2.1213203435596416e-06,2,institutional_labor_worker_3
clarify,1,SFT,0.000365,0.00046669047558312135,2,institutional_labor_worker_3
clarify,2,ALIGNED,0.0006385,0.0008987327188881019,2,institutional_labor_worker_3
clean,0,BASE,0.0007149999999999999,0.00014707821048680182,2,institutional_labor_worker_3
clean,1,SFT,0.000505,,1,institutional_labor_worker_3
clean,2,ALIGNED,0.0004455,8.697413408594532e-05,2,institutional_labor_worker_3
clear,0,BASE,0.000102,,1,institutional_labor_worker_3
clear,1,SFT,2.9e-05,,1,institutional_labor_worker_3
clear,2,ALIGNED,4e-06,,1,institutional_labor_worker_3
clearly,0,BASE,0.0008816666666666668,0.0011012821315781588,3,institutional_labor_worker_3
clearly,1,SFT,7.5e-05,,1,institutional_labor_worker_3
clearly,2,ALIGNED,0.0013360000000000002,0.0019059895067916823,3,institutional_labor_worker_3
close,0,BASE,0.001575625,0.0009398920815710708,8,institutional_labor_worker_3
close,1,SFT,0.0007752,0.0005157540111332146,5,institutional_labor_worker_3
close,2,ALIGNED,0.000539375,0.0005108242464040698,8,institutional_labor_worker_3
collect,0,BASE,0.0005819999999999999,0.0003236348250729516,5,institutional_labor_worker_3
collect,1,SFT,0.00046800000000000005,0.00030051455871554707,3,institutional_labor_worker_3
collect,2,ALIGNED,0.0005765999999999999,0.00033623771353017497,5,institutional_labor_worker_3
collective,0,BASE,3.7e-05,,1,institutional_labor_worker_3
collective,1,SFT,0.001507,,1,institutional_labor_worker_3
collective,2,ALIGNED,0.003601,,1,institutional_labor_worker_3
collectively,0,BASE,0.0015187142857142858,0.0009866571025919986,7,institutional_labor_worker_3
collectively,1,SFT,0.0013520000000000001,0.0007481694326821967,5,institutional_labor_worker_3
collectively,2,ALIGNED,0.0020094285714285713,0.001465543227742175,7,institutional_labor_worker_3
combine,0,BASE,0.00019,,1,institutional_labor_worker_3
combine,1,SFT,0.000552,,1,institutional_labor_worker_3
combine,2,ALIGNED,0.0,,1,institutional_labor_worker_3
come,0,BASE,0.0018762000000000002,0.0006240499979969555,10,institutional_labor_worker_3
come,1,SFT,0.0012968333333333334,0.0006667051572221912,6,institutional_labor_worker_3
come,2,ALIGNED,0.0011998999999999998,0.0010075331204922688,10,institutional_labor_worker_3
communicate,0,BASE,0.0007331249999999999,0.0007161846205513532,8,institutional_labor_worker_3
communicate,1,SFT,0.0007395,0.0004640003591952633,4,institutional_labor_worker_3
communicate,2,ALIGNED,0.001931625,0.0028753577634543395,8,institutional_labor_worker_3
compile,0,BASE,0.000314,,1,institutional_labor_worker_3
compile,1,SFT,0.00043,,1,institutional_labor_worker_3
compile,2,ALIGNED,1e-06,,1,institutional_labor_worker_3
complain,0,BASE,0.01534890909090909,0.01753924730115033,11,institutional_labor_worker_3
complain,1,SFT,0.006255500000000001,0.0044250899538879436,6,institutional_labor_worker_3
complain,2,ALIGNED,0.008341090909090909,0.008134725987450905,11,institutional_labor_worker_3
con,0,BASE,4e-05,,1,institutional_labor_worker_3
con,1,SFT,1.2e-05,,1,institutional_labor_worker_3
con,2,ALIGNED,1e-06,,1,institutional_labor_worker_3
conduct,0,BASE,0.0007905555555555555,0.0004652932169909398,9,institutional_labor_worker_3
conduct,1,SFT,0.0009615,0.0008627492876457989,4,institutional_labor_worker_3
conduct,2,ALIGNED,0.0009658888888888889,0.0012729487857377102,9,institutional_labor_worker_3
confer,0,BASE,7e-06,,1,institutional_labor_worker_3
confer,1,SFT,1.1e-05,,1,institutional_labor_worker_3
