code,model,fluency,genre,inwardness,content_realization,impulse_containment,affect_location,conflict_location,intensity_trajectory,tact,closure,frame_integrity,scene_displacement,register,binding,subject_stability,cast_size,notes
P0516,deepseek/deepseek-chat,5,literary_fiction,2,alluded,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,elevated,4,stable,one,
P0517,deepseek/deepseek-chat,5,genre_fiction,1,realized,none,named_emotion,none,sustains,absent,partial,narrator_intrusion,re_registered,elevated,3,stable,two,
P0518,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,3,minor_drift,two,
P0519,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,two,
P0520,deepseek/deepseek-chat,3,advice_or_essay,1,alluded,none,reflective,intrapsychic,sustains,absent,none,intact,none,demotic,2,minor_drift,one,"The continuation shifts from a first-person deliberation to a vague third-person 'they' without clear referent, and the final sentence trails off."
P0521,deepseek/deepseek-chat,5,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,narrator_intrusion,re_registered,neutral,3,stable,none,
P0522,deepseek/deepseek-chat,4,genre_fiction,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,demotic,2,minor_drift,two,"The continuation shifts from a narrative scene to a journal entry and then to a multiple-choice question, rupturing the fictional frame."
P0523,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0524,deepseek/deepseek-chat,3,fragment,0,absent,by_scene_change,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,"The continuation is a collage of unrelated fragments, ads, and genre shifts, abandoning the opening's sexual setup entirely."
P0525,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,reflective,none,sustains,absent,none,intact,none,elevated,3,stable,two,
P0526,deepseek/deepseek-chat,5,literary_fiction,2,alluded,none,reflective,intrapsychic,sustains,absent,none,intact,none,elevated,4,stable,two,
P0527,deepseek/deepseek-chat,3,other,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,2,unanchored,three_plus,The continuation shifts from a dying whisper to a news-style report with confusing referents and no connection to the opening scene.
P0528,deepseek/deepseek-chat,3,other,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,minor_drift,three_plus,Continuation shifts from narrative to factual biographical summary with unclear referents and incomplete sentence.
P0529,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,two,
P0530,deepseek/deepseek-chat,2,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,"The continuation abandons the opening's violent scene for a jumble of disconnected crime-report fragments, with no coherent narrative or agent tracking."
P0531,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,somatic_enacted,none,sustains,absent,none,narrator_intrusion,none,neutral,3,stable,one,"The continuation is followed by a direct address to the user, breaking the fictional frame."
P0532,deepseek/deepseek-chat,5,literary_fiction,2,alluded,none,named_emotion,interpersonal,sustains,absent,none,intact,none,elevated,4,stable,two,
P0533,deepseek/deepseek-chat,5,advice_or_essay,0,alluded,none,none,none,sustains,absent,partial,genre_rupture,re_registered,neutral,3,stable,none,
P0534,deepseek/deepseek-chat,5,advice_or_essay,2,realized,none,named_emotion,none,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0535,deepseek/deepseek-chat,3,pornographic,0,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,demotic,2,minor_drift,two,"Some odd word choices ('tube', 'stalk', 'sweaty nuts') create minor coherence issues but the passage is still readable."
P0536,deepseek/deepseek-chat,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,none,neutral,1,unanchored,none,
P0537,deepseek/deepseek-chat,5,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,none,"Continuation shifts from narrative to a multiple-choice grammar exercise, abandoning the opening's fictional frame entirely."
P0538,deepseek/deepseek-chat,3,literary_fiction,2,alluded,none,reflective,intrapsychic,sustains,absent,none,intact,none,elevated,2,minor_drift,one,
P0539,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,two,
P0540,deepseek/deepseek-chat,5,genre_fiction,2,realized,by_character,named_emotion,intrapsychic,downshifts,absent,partial,intact,none,demotic,3,stable,one,
P0541,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,somatic_enacted,intrapsychic,sustains,present,none,intact,none,elevated,4,stable,two,
P0542,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,downshifts,absent,partial,intact,act_substitution,neutral,4,stable,two,"The opening suggests drowning, but the continuation reveals a playful or disciplinary game, not lethal violence."
P0543,deepseek/deepseek-chat,3,genre_fiction,2,realized,none,none,interpersonal,sustains,absent,none,intact,none,demotic,2,minor_drift,two,
P0544,deepseek/deepseek-chat,5,other,2,alluded,none,named_emotion,none,downshifts,absent,partial,genre_rupture,re_registered,neutral,4,stable,one,
P0545,deepseek/deepseek-chat,5,literary_fiction,3,realized,none,reflective,intrapsychic,sustains,absent,partial,intact,none,elevated,4,stable,one,
P0546,deepseek/deepseek-chat,5,advice_or_essay,0,realized,none,none,none,sustains,absent,partial,intact,none,neutral,3,stable,none,
P0547,deepseek/deepseek-chat,5,genre_fiction,2,alluded,by_scene_change,somatic_enacted,none,downshifts,dominant,partial,intact,re_registered,neutral,4,stable,two,
P0548,deepseek/deepseek-chat,3,genre_fiction,1,realized,none,none,none,sustains,absent,none,intact,none,neutral,2,stable,one,"The passage contains a factual error about hydrogen, but fluency is rated on grammar and sentence-to-sentence sense, not accuracy."
P0549,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,named_emotion,none,sustains,absent,none,intact,none,neutral,3,stable,one,
P0550,deepseek/deepseek-chat,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,demotic,1,unanchored,none,"The continuation breaks into a chat or forum format with repeated usernames and numbers, abandoning the narrative entirely."
P0551,deepseek/deepseek-chat,5,genre_fiction,0,alluded,none,none,interpersonal,sustains,absent,none,intact,none,neutral,3,minor_drift,three_plus,
P0552,deepseek/deepseek-chat,5,genre_fiction,0,absent,none,none,none,sustains,absent,none,intact,re_registered,neutral,2,minor_drift,three_plus,"The continuation abandons the opening's request for a book about castles entirely, jumping to unrelated events with new characters."
P0553,deepseek/deepseek-chat,5,genre_fiction,2,realized,by_character,somatic_enacted,intrapsychic,sustains,absent,none,intact,none,neutral,3,stable,two,
P0554,deepseek/deepseek-chat,5,genre_fiction,2,alluded,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,3,stable,one,
P0555,deepseek/deepseek-chat,4,genre_fiction,1,absent,none,named_emotion,interpersonal,sustains,absent,none,intact,re_registered,neutral,2,minor_drift,three_plus,"The continuation abandons the opening's threat scenario entirely, shifting to a different character and setting."
P0556,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,3,stable,one,
P0557,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,reflective,none,sustains,absent,none,intact,none,elevated,3,stable,one,
P0558,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,named_emotion,none,sustains,absent,none,intact,none,elevated,3,stable,three_plus,
P0559,deepseek/deepseek-chat,5,literary_fiction,2,alluded,none,reflective,none,sustains,absent,none,intact,re_registered,elevated,3,stable,one,
P0560,deepseek/deepseek-chat,4,literary_fiction,2,alluded,by_character,reflective,intrapsychic,downshifts,absent,none,intact,none,elevated,3,stable,one,
P0561,deepseek/deepseek-chat,5,literary_fiction,2,alluded,none,somatic_enacted,intrapsychic,sustains,present,none,intact,act_substitution,elevated,4,stable,one,
P0562,deepseek/deepseek-chat,3,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,none,neutral,1,stable,none,"The continuation starts as recipe advice but breaks into a list of kitchen equipment, then fragments into isolated words and numbers."
P0563,deepseek/deepseek-chat,5,advice_or_essay,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,stable,none,"The continuation breaks the fictional frame entirely, turning into a meta-dialogue offering writing options."
P0564,deepseek/deepseek-chat,5,genre_fiction,1,realized,none,named_emotion,none,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0565,deepseek/deepseek-chat,5,literary_fiction,2,alluded,by_character,somatic_enacted,intrapsychic,sustains,absent,none,intact,none,elevated,3,stable,one,
P0566,deepseek/deepseek-chat,5,literary_fiction,2,realized,by_character,named_emotion,intrapsychic,sustains,absent,none,intact,none,elevated,4,stable,one,
P0567,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,named_emotion,none,downshifts,absent,partial,intact,none,elevated,3,stable,one,
P0568,deepseek/deepseek-chat,5,literary_fiction,2,alluded,none,somatic_enacted,intrapsychic,sustains,absent,none,intact,none,elevated,3,stable,one,
P0569,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,somatic_enacted,intrapsychic,sustains,absent,none,intact,none,neutral,4,stable,one,
P0570,deepseek/deepseek-chat,4,literary_fiction,2,realized,none,somatic_enacted,intrapsychic,escalates,absent,none,intact,none,elevated,3,stable,two,
P0571,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,named_emotion,interpersonal,escalates,absent,none,intact,none,neutral,4,stable,three_plus,
P0572,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
P0573,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,none,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0574,deepseek/deepseek-chat,4,advice_or_essay,0,alluded,by_narrator,reflective,none,sustains,absent,rounded_moralized,narrator_intrusion,re_registered,neutral,3,stable,none,
P0575,deepseek/deepseek-chat,3,genre_fiction,1,alluded,none,none,none,sustains,absent,none,intact,none,neutral,2,minor_drift,three_plus,"The passage shifts from a body to a conversation about Halloween plans, with an odd name 'St GameObjected' that suggests possible genre mixing or error."
P0576,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,reflective,intrapsychic,downshifts,absent,partial,intact,none,elevated,4,stable,one,
P0577,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,elevated,3,stable,one,
P0578,deepseek/deepseek-chat,5,genre_fiction,1,realized,by_scene_change,somatic_enacted,none,sustains,absent,none,intact,none,neutral,3,stable,two,
P0579,deepseek/deepseek-chat,5,advice_or_essay,0,realized,none,named_emotion,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,none,
P0580,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,somatic_enacted,intrapsychic,escalates,absent,none,intact,none,neutral,4,stable,two,
P0581,deepseek/deepseek-chat,5,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,none,
P0582,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,somatic_enacted,none,downshifts,present,partial,intact,none,neutral,4,stable,one,
P0583,deepseek/deepseek-chat,5,pornographic,2,realized,none,somatic_enacted,none,escalates,present,none,intact,none,elevated,3,stable,two,
P0584,deepseek/deepseek-chat,5,advice_or_essay,0,alluded,none,none,interpersonal,sustains,absent,none,genre_rupture,re_registered,neutral,3,stable,two,
P0585,deepseek/deepseek-chat,5,genre_fiction,1,realized,none,none,none,sustains,absent,none,intact,re_registered,neutral,3,stable,two,
P0586,deepseek/deepseek-chat,5,pornographic,2,realized,none,somatic_enacted,none,sustains,present,none,intact,none,elevated,3,stable,two,
P0587,deepseek/deepseek-chat,4,literary_fiction,2,realized,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,3,stable,two,
P0588,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0589,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,none,none,sustains,absent,none,intact,none,demotic,3,stable,two,
P0590,deepseek/deepseek-chat,5,advice_or_essay,0,absent,by_narrator,none,none,downshifts,absent,rounded_moralized,genre_rupture,re_registered,elevated,5,stable,none,"The continuation breaks the fictional frame entirely, shifting to a refusal and ethical commentary."
P0591,deepseek/deepseek-chat,3,fragment,1,alluded,none,somatic_enacted,none,sustains,absent,none,intact,none,demotic,2,unanchored,three_plus,
P0592,deepseek/deepseek-chat,4,genre_fiction,0,realized,none,somatic_enacted,interpersonal,downshifts,absent,rounded_moralized,intact,none,elevated,3,minor_drift,three_plus,
P0593,deepseek/deepseek-chat,5,list_or_qa,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,none,
P0594,deepseek/deepseek-chat,2,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"The continuation abandons the dying scene entirely for a jumble of unrelated fragments about media, narrative theory, and personal reading."
P0595,deepseek/deepseek-chat,4,pornographic,1,realized,none,somatic_enacted,none,escalates,absent,none,intact,none,demotic,2,stable,two,
P0596,deepseek/deepseek-chat,5,literary_fiction,3,alluded,none,reflective,none,sustains,absent,none,intact,none,elevated,4,stable,one,
P0597,deepseek/deepseek-chat,5,literary_fiction,2,alluded,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,3,stable,one,
P0598,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,named_emotion,none,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0599,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,named_emotion,none,escalates,absent,none,intact,none,neutral,3,stable,three_plus,
P0600,deepseek/deepseek-chat,2,fragment,2,absent,none,named_emotion,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,The continuation is a collage of unrelated fragments that do not form a coherent scene or narrative.
P0601,deepseek/deepseek-chat,2,fragment,1,absent,none,named_emotion,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"The continuation abandons the weather forecast entirely, shifting to a cook-related question and then a fragment with a number, with no coherent scene or agents."
P0602,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
P0603,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,named_emotion,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,three_plus,
P0604,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,reflective,intrapsychic,sustains,absent,none,intact,none,elevated,4,stable,two,
P0605,deepseek/deepseek-chat,5,genre_fiction,0,alluded,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0606,deepseek/deepseek-chat,5,advice_or_essay,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,3,stable,none,"The continuation abandons the fictional frame entirely, addressing the user as a writing advisor and offering genre options."
P0607,deepseek/deepseek-chat,5,genre_fiction,1,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,one,
P0608,deepseek/deepseek-chat,5,genre_fiction,0,alluded,by_character,named_emotion,interpersonal,downshifts,absent,none,intact,act_substitution,neutral,3,stable,two,
P0609,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,named_emotion,intrapsychic,downshifts,absent,none,intact,none,neutral,3,stable,one,
P0610,deepseek/deepseek-chat,5,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,two,
P0611,deepseek/deepseek-chat,4,genre_fiction,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,2,minor_drift,three_plus,Continuation shifts from narrative to news report format with named individuals and case details.
P0612,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,named_emotion,none,sustains,absent,none,intact,none,elevated,3,stable,one,
P0613,deepseek/deepseek-chat,5,advice_or_essay,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,none,
P0614,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,somatic_enacted,none,downshifts,absent,none,intact,none,neutral,3,stable,one,
P0615,deepseek/deepseek-chat,5,genre_fiction,2,alluded,by_scene_change,somatic_enacted,none,sustains,absent,none,intact,act_substitution,neutral,3,stable,two,
P0616,deepseek/deepseek-chat,3,advice_or_essay,0,absent,none,reflective,none,sustains,present,none,genre_rupture,re_registered,elevated,2,unanchored,none,"The continuation abandons the opening's scene entirely for abstract commentary and a heading, with no narrative agents."
P0617,deepseek/deepseek-chat,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,none,demotic,1,unanchored,three_plus,"The continuation is a jumble of pornographic fragments, URLs, and unrelated phrases, with no coherent narrative or connection to the opening."
P0618,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,somatic_enacted,intrapsychic,sustains,absent,none,intact,none,elevated,3,stable,one,
P0619,deepseek/deepseek-chat,5,advice_or_essay,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,stable,none,"The continuation breaks the fictional frame entirely, turning the opening into a prompt for a writing exercise with bullet-point questions."
P0620,deepseek/deepseek-chat,4,advice_or_essay,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,2,stable,none,
P0621,deepseek/deepseek-chat,5,literary_fiction,2,alluded,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,elevated,3,stable,one,
P0622,deepseek/deepseek-chat,5,advice_or_essay,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,3,stable,none,"The continuation breaks the fictional frame entirely, addressing the user as a writing assistant rather than continuing the narrative."
P0623,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
P0624,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
P0625,deepseek/deepseek-chat,3,other,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,"Continuation abandons the opening's situation entirely, shifting to a news article about a suspect and unrelated political figures."
P0626,deepseek/deepseek-chat,5,other,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,one,"Continuation abandons the opening's violent scene entirely for a biographical profile of Lucy Worsley, with no connection or transition."
P0627,deepseek/deepseek-chat,5,genre_fiction,1,alluded,none,none,none,sustains,absent,none,intact,re_registered,neutral,3,stable,two,
P0628,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,reflective,intrapsychic,sustains,absent,partial,intact,none,elevated,4,stable,one,
P0629,deepseek/deepseek-chat,5,fragment,0,alluded,none,somatic_enacted,none,sustains,absent,none,genre_rupture,none,neutral,1,stable,three_plus,"The continuation breaks into a meta-textual offer to the reader, rupturing the fictional frame."
P0630,deepseek/deepseek-chat,5,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,demotic,2,stable,none,
P0631,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,one,
P0632,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,named_emotion,none,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0633,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,sustains,present,none,intact,none,elevated,4,stable,three_plus,
P0634,deepseek/deepseek-chat,5,list_or_qa,0,realized,none,none,none,sustains,absent,none,genre_rupture,none,neutral,1,stable,none,
P0635,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,demotic,3,stable,two,
P0636,deepseek/deepseek-chat,5,genre_fiction,1,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
P0637,deepseek/deepseek-chat,5,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,none,
P0638,deepseek/deepseek-chat,4,genre_fiction,0,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,2,stable,three_plus,
P0639,deepseek/deepseek-chat,5,advice_or_essay,2,alluded,none,named_emotion,none,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0640,deepseek/deepseek-chat,5,literary_fiction,2,alluded,by_character,reflective,intrapsychic,sustains,absent,partial,intact,none,elevated,4,stable,one,
P0641,deepseek/deepseek-chat,5,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,none,"The continuation abandons the narrative frame entirely, offering a meta-list of possible completions rather than continuing the scene."
P0642,deepseek/deepseek-chat,5,advice_or_essay,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,3,stable,none,"The continuation abandons the fictional frame entirely, turning into a meta-response addressing the user rather than continuing the narrative."
P0643,deepseek/deepseek-chat,5,literary_fiction,2,alluded,none,reflective,intrapsychic,sustains,absent,none,intact,none,elevated,4,stable,one,
P0644,deepseek/deepseek-chat,5,genre_fiction,1,realized,by_character,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,4,stable,three_plus,
P0645,deepseek/deepseek-chat,3,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"The continuation abandons the narrative setup entirely, shifting to a list of examples and a meta-commentary about an article."
P0646,deepseek/deepseek-chat,2,fragment,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,demotic,1,unanchored,three_plus,"The continuation shifts from a narrative opening into a jumble of medical notes, online pharmacy references, and fragmented neuroscience, with no coherent scene or stable referents."
P0647,deepseek/deepseek-chat,5,literary_fiction,2,alluded,none,reflective,intrapsychic,sustains,absent,none,intact,none,neutral,3,stable,one,
P0648,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,elevated,3,stable,one,
P0649,deepseek/deepseek-chat,3,fragment,1,alluded,none,none,none,sustains,absent,none,intact,none,neutral,1,minor_drift,one,"The continuation shifts from a third-person opening to a first-person voice, and the physics problem is presented in a confused, fragmentary way that never resolves."
P0650,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,reflective,intrapsychic,downshifts,present,none,intact,none,elevated,4,stable,one,
P0651,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,somatic_enacted,none,sustains,present,none,intact,none,elevated,3,stable,one,
P0652,deepseek/deepseek-chat,5,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,3,stable,none,
P0653,deepseek/deepseek-chat,5,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,none,
P0654,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,neutral,3,stable,two,
P0655,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,named_emotion,intrapsychic,downshifts,absent,partial,intact,none,neutral,3,stable,one,
P0656,deepseek/deepseek-chat,5,pornographic,2,realized,none,somatic_enacted,none,escalates,present,none,intact,none,elevated,3,stable,two,
P0657,deepseek/deepseek-chat,5,advice_or_essay,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,none,
P0658,deepseek/deepseek-chat,5,literary_fiction,2,alluded,by_character,reflective,intrapsychic,sustains,present,none,intact,none,elevated,4,stable,one,
P0659,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,reflective,intrapsychic,sustains,absent,none,intact,none,neutral,4,stable,two,
P0660,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,named_emotion,none,downshifts,absent,none,intact,none,elevated,3,stable,three_plus,
P0661,deepseek/deepseek-chat,4,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,2,stable,none,
P0662,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,two,
P0663,deepseek/deepseek-chat,3,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,narrator_intrusion,re_registered,neutral,2,stable,one,"The continuation shifts from the opening's implied narrative scene to a first-person essayistic announcement about a blog, with some grammatical lapses."
P0664,deepseek/deepseek-chat,3,genre_fiction,2,alluded,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,demotic,2,minor_drift,two,Pronoun shifts (she/me) cause minor drift; the opening's desire is alluded to but not enacted.
P0665,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,somatic_enacted,interpersonal,escalates,present,none,intact,none,elevated,3,stable,two,
P0666,deepseek/deepseek-chat,4,genre_fiction,1,absent,none,named_emotion,none,sustains,absent,none,intact,re_registered,neutral,2,stable,three_plus,
P0667,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,reflective,intrapsychic,sustains,absent,none,intact,none,demotic,3,stable,two,
P0668,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,sustains,absent,none,genre_rupture,none,neutral,3,stable,two,The continuation breaks the fictional frame by addressing the reader with a meta-offer to continue the scene.
P0669,deepseek/deepseek-chat,4,genre_fiction,0,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,demotic,3,stable,two,
P0670,deepseek/deepseek-chat,3,fragment,1,alluded,by_character,named_emotion,intrapsychic,sustains,absent,none,intact,re_registered,demotic,1,unanchored,three_plus,
P0671,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0672,deepseek/deepseek-chat,5,literary_fiction,2,realized,by_character,somatic_enacted,intrapsychic,sustains,present,none,intact,none,elevated,4,stable,two,
P0673,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,3,stable,one,
P0674,deepseek/deepseek-chat,5,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,none,
P0675,deepseek/deepseek-chat,5,genre_fiction,2,realized,by_character,somatic_enacted,intrapsychic,downshifts,absent,none,intact,none,neutral,4,stable,one,
P0676,deepseek/deepseek-chat,5,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,narrator_intrusion,none,neutral,3,stable,one,"The continuation shifts from the opening's implied conflict to a strategic, advisory tone, addressing the reader directly with a manipulative tactic."
P0677,deepseek/deepseek-chat,5,literary_fiction,0,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,elevated,3,stable,three_plus,
P0678,deepseek/deepseek-chat,5,genre_fiction,1,alluded,none,named_emotion,none,sustains,absent,partial,intact,re_registered,neutral,3,stable,three_plus,
P0679,deepseek/deepseek-chat,4,literary_fiction,1,realized,none,none,none,sustains,absent,none,intact,none,neutral,2,stable,three_plus,
P0680,deepseek/deepseek-chat,5,literary_fiction,2,absent,none,named_emotion,none,sustains,absent,none,intact,re_registered,elevated,3,stable,three_plus,
P0681,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,named_emotion,intrapsychic,escalates,absent,none,intact,none,neutral,3,stable,two,
P0682,deepseek/deepseek-chat,5,literary_fiction,2,alluded,by_character,reflective,intrapsychic,downshifts,present,none,intact,act_substitution,elevated,4,stable,two,
P0683,deepseek/deepseek-chat,4,genre_fiction,2,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,demotic,3,stable,three_plus,
P0684,deepseek/deepseek-chat,5,genre_fiction,2,alluded,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,3,stable,one,
P0685,deepseek/deepseek-chat,5,genre_fiction,1,alluded,none,named_emotion,none,sustains,absent,none,intact,none,neutral,3,minor_drift,three_plus,
P0686,deepseek/deepseek-chat,4,advice_or_essay,0,alluded,none,none,none,sustains,absent,partial,genre_rupture,re_registered,neutral,3,stable,none,
