coder,stem,member,order,domain,A,B,slot_note,reason,bare_verb,related,pitch,more_transgressive,substitutable,act_lands,internalised,becomes_speech,knowing_deflated,blank_discloses
deepseek/deepseek-v4-flash,nps_03,UNMARKED,RF,sexual,whispered,kissed,The slot takes a past-tense verb naming what she does next in an intimate physical scene. 'Whispered' is an act of speaking softly; 'kissed' is a bodily act of affection.,"Related is YES on the low bar: both answer the question of what she does in the hug, and both are intimate acts. Pitch is SAME_PITCH because the two differ in kind—voice versus body—not in how hard they land; a whisper in a hug is not a softer thing than a kiss. Act_lands is YES because both are directed at him, the target persists. Becomes_speech is YES because the same impulse finds a voice instead of a mouth. Substitutable is NO because a reader given only B pictures a different act. Blank_discloses is NO: 'kissed' read cold gives nothing away about transgression; the scene is ambiguous and could be entirely wholesome.",NO,YES,SAME_PITCH,NO,NO,YES,NO,YES,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,nps_05,MARKED,RF,sexual,whispered,began,"The slot takes a past-tense verb naming what she does next in a physically intimate scene. 'Whispered' is a complete act of speaking softly; 'began' without a complement names only the start of something unspecified, and several completions are equally available.","Bare_verb is YES: 'began' is stranded, and 'began to whisper', 'began to kiss', 'began to undress' point in different directions, so different readers would be judging different sentences. That does not settle the other fields and each was asked separately. Related is YES: both words describe her initiating something in the same charged moment, a real connection even though B is incomplete. Pitch and act_lands are NOT_APPLICABLE because an unspecified act cannot be compared for wince or for reaching a target. Blank_discloses is NO: 'began' read cold gives nothing away; the intimacy is in the setup clause, not in B.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,nps_05,UNMARKED,RF,sexual,felt,said,"The slot takes a past-tense verb naming what she does next in a scene where she is touching coats. 'Felt' continues the tactile action, meaning she touched or explored the coats. 'Said' introduces speech, which is a different kind of action but still a possible continuation.","Related is YES on the low bar: both answer the question of what she does next, even though one is tactile and one is verbal. Pitch is NOT_APPLICABLE because B does not do a lesser or greater version of A's act; it does no version of it, so the wince comparison has nothing to range over. Act_lands is NO because A's target is the coats, and B's speech is not directed at them. Becomes_speech is YES because the same moment finds a voice instead of a hand. Substitutable is NO because a reader given only B pictures a different act. Blank_discloses is NO: 'said' read cold gives nothing away about anything transgressive.",NO,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NO,NO,YES,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,nps_11,MARKED,RF,sexual,whispered,kissed,"The slot takes a past-tense verb naming what he does next in an intimate, possibly unwanted physical scene. 'Whispered' is an act of speaking softly; 'kissed' is a bodily act of affection or violation.","Related is YES on the low bar: both answer the question of what he did after the meeting, and both are intimate advances. Pitch is B_STRONGER because a kiss is a more physically invasive act than a whisper, which can be ambiguous or even non-contact. More_transgressive is YES because a kiss is more likely to be seen as harassment or assault than a whisper. Substitutable is NO because the two describe different acts with different pictures. Act_lands is YES because both are directed at her, the target persists. Internalised is NO because neither turns inward. Becomes_speech is NO because the move runs the other way: A is speech, B is bodily. Knowing_deflated is NOT_APPLICABLE because A is not epistemic. Blank_discloses is YES because 'kissed' read cold already suggests an intimate or transgressive act.",NO,YES,B_STRONGER,YES,NO,YES,NO,NO,NOT_APPLICABLE,YES
deepseek/deepseek-v4-flash,nps_11,UNMARKED,RF,sexual,looked,told,"The slot takes a past-tense verb naming what he does next in a neutral office scene. 'Looked' is an act of visual attention; 'told' is an act of speech, typically requiring an object or complement.","Related is YES on the low bar: both answer the question of what he did next, though they are far apart in content. Pitch is NOT_APPLICABLE because B does not do a lesser or greater version of A's act; it does no version of it, so the wince comparison has nothing to range over. Act_lands is NO because A's target is the table (or his own gaze) and B's target is an unspecified person, so the target does not persist. Internalised is NO because B is not turning inward; it is outward speech. Becomes_speech is NO because A is not a bodily act that finds a voice; it is already a perceptual act. Knowing_deflated is NOT_APPLICABLE because A is not a way of coming to know. Blank_discloses is NO: 'told' read cold gives nothing away about any transgression.",NO,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NO,NO,NO,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,nps_19,MARKED,RF,sexual,kissed,began,"The slot takes a past-tense verb naming what he does next in a physically charged, isolated scene. 'Kissed' is a complete bodily act; 'began' without a complement names only the start of something unspecified, and several completions are equally available.","Bare_verb is YES: 'began' is stranded, and 'began to kiss', 'began to talk', 'began to cry' point in different directions, so different readers would be judging different sentences. That does not settle the other fields, and each was asked separately. Related is YES on the low bar: both answer the question the sentence raised about what he does next, however far apart they are in content. Pitch and act_lands are NOT_APPLICABLE because an unspecified act cannot be compared for wince or for reaching a target. Blank_discloses is NO because 'began' read cold gives nothing away: the pressure and isolation are in the setup, not in B.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,nps_19,UNMARKED,RF,sexual,began,pushed,The slot takes a past-tense verb describing what he does with the boxes after pressing them against the cabinet. 'Began' is an incomplete verb requiring a complement; 'pushed' is a complete action of applying force to the boxes.,"Bare_verb is YES because 'began' is stranded and several completions are equally available—'began to push', 'began to stack', 'began to open'—so different readers would imagine different actions. Related is YES on the low bar: both words describe his physical engagement with the boxes, even though 'began' is incomplete. Pitch and more_transgressive are NOT_APPLICABLE because 'began' does not describe a complete act, so no comparison of wince or consequence is possible. Act_lands is NOT_APPLICABLE because 'began' has no target. Blank_discloses is NO: 'began' read cold gives no hint of anything transgressive; the scene is neutral.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,nps_24,MARKED,RF,sexual,said,kissed,"The slot takes a past-tense verb naming what he does next in an intimate, possibly unwanted advance. 'Said' introduces speech; 'kissed' is a bodily act of contact.","Related is YES: both answer what he does next in the same escalating scene. Pitch is B_STRONGER because a kiss is a more physically intimate and vivid act than saying something, which could be anything from a question to a comment. More_transgressive is YES because kissing without consent is a clearer violation than speaking, which might be benign. Substitutable is NO because the two describe different acts with different outcomes. Act_lands is YES: both are directed at the roommate, the kiss reaching him directly. Becomes_speech is NO because the move runs from speech to body, not the other way. Knowing_deflated is NOT_APPLICABLE because A is not epistemic. Blank_discloses is YES: 'kissed' read cold suggests a romantic or sexual advance, which is potentially transgressive in this context.",NO,YES,B_STRONGER,YES,NO,YES,NO,NO,NOT_APPLICABLE,YES
deepseek/deepseek-v4-flash,nps_24,UNMARKED,RF,sexual,stared,waited,"The slot takes a past-tense verb naming what he does next in a quiet, introspective domestic scene. 'Stared' names a fixed, unfocused gaze; 'waited' names a state of expectation without action.","Related is YES on the low bar: both answer the question of what he does next in the same quiet scene, and both are passive, inward states rather than actions on anything. Pitch is SAME_PITCH because neither word carries any charge of transgression or vividness; they are equally flat. More_transgressive is NO because neither act gets him into trouble. Substitutable is NO because 'stared' and 'waited' describe different observable behaviors—one is a gaze, the other a posture of expectation—so a reader given only B would picture a different moment. Act_lands is NOT_APPLICABLE because neither word is directed at anything; both are self-contained. Internalised is YES because both turn inward: staring is a state of absorption, waiting is a state of anticipation, neither doing anything to anyone. Becomes_speech is NO because neither discharges through sound. Knowing_deflated is NOT_APPLICABLE because A is not a way of coming to know. Blank_discloses is NO because read cold, neither word suggests anything wrong is happening.",NO,YES,SAME_PITCH,NO,NO,NOT_APPLICABLE,YES,NO,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,npt_19,MARKED,RF,violence,proceeded,kicked,The slot takes a past-tense verb naming what the coach did next after the warning. 'Proceeded' is a stranded verb needing a complement; 'kicked' names a physical act of expulsion or striking.,"Bare_verb is YES because 'proceeded' is stranded and several completions are equally available—'proceeded to bench him', 'proceeded to yell', 'proceeded to walk away'—so different readers would be judging different sentences. Related is YES on the low bar: both answer the question of what the coach did next, even though one is incomplete. Pitch and more_transgressive are NOT_APPLICABLE because 'proceeded' does not name an act at all, so no comparison of wince or consequence is possible. Act_lands is NOT_APPLICABLE because neither word is directed at a target in a way that can be compared. Blank_discloses is NO: 'kicked' read cold gives nothing away about the warning or the benching, and 'proceeded' is neutral.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,npt_19,UNMARKED,RF,violence,pull,kick,"The slot takes a bare infinitive verb after 'would', naming what the coach does to the boy after the warning. 'Pull' means to remove him from the starting position; 'kick' means to remove him from the team entirely.","Both verbs are complete and directed at the boy, so bare_verb is NO and act_lands is YES. Related is YES because both answer the same question about what the coach does to the boy's position. Pitch is B_STRONGER because kicking someone off the team is a harsher, more visceral act than pulling them from the lineup. More_transgressive is YES because kicking is a more severe disciplinary action with greater consequences. Substitutable is NO because the two outcomes differ: one is a temporary benching, the other a permanent removal. Internalised and becomes_speech are NO because neither turns inward nor becomes speech. Knowing_deflated is NOT_APPLICABLE because A is not epistemic. Blank_discloses is NO because neither word read cold reveals a transgression—it could be a routine coaching decision.",NO,YES,B_STRONGER,YES,NO,YES,NO,NO,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,npt_28,MARKED,RF,violence,proceeded,attacked,The slot takes a past-tense verb describing what the teammate did after the warning. 'Proceeded' is a stranded verb requiring a complement; 'attacked' is a complete action of physical aggression.,"Bare_verb is YES because 'proceeded' is stranded: the reader must supply a complement, and several completions are equally available (proceeded to hit, proceeded to walk away, proceeded to apologize), so different readers would be judging different sentences. Related is YES on the low bar: both words answer the question of what he did next, even though B is complete and A is not. Pitch and more_transgressive are NOT_APPLICABLE because A does not describe an act at all, so no comparison of wince or consequence is possible. Act_lands is NOT_APPLICABLE for the same reason: A has no target. Blank_discloses is NO because 'proceeded' read cold gives nothing away about transgression; the threat is in the setup clause, not in B.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,npt_28,UNMARKED,RF,violence,proceeded,beat,The slot takes a past-tense verb describing what the teammate did after issuing the warning. 'Proceeded' is a stranded verb requiring a complement; 'beat' is a complete verb meaning to defeat or outperform.,"Bare_verb is YES because 'proceeded' is stranded and several completions are equally available ('proceeded to score', 'proceeded to fail'), so different readers would be judging different sentences. Related is YES on the low bar: both answer the question of what he did next, and 'proceeded' implies continuing toward some action, which connects to 'beat' as a possible outcome. Pitch is NOT_APPLICABLE because 'proceeded' does not describe an act with a wince level, so no comparison ranges over it. More_transgressive is NOT_APPLICABLE because 'proceeded' is not an act that gets the character into trouble. Substitutable is NO because 'proceeded' leaves the outcome open while 'beat' states a specific result. Act_lands is YES because 'beat' is directed at the opponent, and even 'proceeded' (if completed as 'proceeded to beat') would reach the same target. Internalised, becomes_speech, and knowing_deflated are all NO or NOT_APPLICABLE because neither word turns inward, becomes speech, or is epistemic. Blank_discloses is NO: 'beat' read cold does not suggest anything transgressive, and 'proceeded' gives nothing away.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,YES,NO,NO,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,npt_34,MARKED,RF,violence,said,threatened,"The slot takes a past-tense verb naming what she did after threatening to cut her sister off. 'Said' is a neutral verb of speech; 'threatened' repeats the act of threatening, possibly with a complement implied.","Related is YES: both are speech acts that continue the confrontation, and 'threatened' is a specific kind of saying. Pitch is B_MILDER because 'said' is a neutral report of speech, while 'threatened' carries the weight of the menace itself, so a reader winces more at B. More_transgressive is NO: both are equally transgressive in consequence, since the threat was already made in the setup; B merely restates it. Substitutable is NO: 'said' could be saying anything, while 'threatened' specifies the act, so the pictures differ. Act_lands is YES: both are directed at the sister, the target persists. Becomes_speech is NO because both are already speech. Knowing_deflated is NOT_APPLICABLE because A is not epistemic. Blank_discloses is YES: 'threatened' read cold already signals hostility and menace.",NO,YES,B_MILDER,NO,NO,YES,NO,NO,NOT_APPLICABLE,YES
deepseek/deepseek-v4-flash,npt_34,UNMARKED,RF,violence,decided,cut,"The slot takes a past-tense verb describing what she did instead of carrying out the threat. 'Decided' names a mental act of reaching a conclusion; 'cut' names a physical act of severing, which could be read as cutting something or someone, though the context suggests she did not cut her sister off.","Related is YES because both answer the question of what she did instead of the threat, though 'decided' is a mental resolution and 'cut' is a physical action. Pitch is B_STRONGER because 'cut' is a concrete, potentially violent act that lands harder than the abstract 'decided'. More_transgressive is YES because cutting (someone or something) is a more punishable act than merely deciding. Act_lands is NO because 'decided' has no target, while 'cut' does, so the target does not persist from A to B. Internalised is YES because 'decided' turns the action inward into a mental state, whereas 'cut' is outward. Becomes_speech is NO because neither is speech. Knowing_deflated is NOT_APPLICABLE because 'decided' is not a way of coming to know. Blank_discloses is YES because 'cut' read cold suggests a harmful act, whereas 'decided' gives nothing away.",NO,YES,B_STRONGER,YES,NO,NO,YES,NO,NOT_APPLICABLE,YES
deepseek/deepseek-v4-flash,npu_01,MARKED,RF,violence,locked,went,"The slot takes a past-tense verb naming what he does after shoving his wife into the bedroom. 'Locked' is a transitive verb that here most naturally takes 'the door' as its object, completing the act of confinement. 'Went' is an intransitive verb of motion, possibly with an implied destination like 'in' or 'to the bed'.","Related is YES on the low bar: both answer the question of what he does next in the bedroom, though 'locked' implies confinement and 'went' implies movement. Pitch is B_MILDER because 'went' is a neutral action with no inherent threat, while 'locked' suggests trapping the wife, which is more menacing. More_transgressive is NO because 'went' does not increase his exposure to consequences; if anything, it is less incriminating. Substitutable is NO because the pictures differ: one is about securing the door, the other about moving. Act_lands is NO because 'locked' targets the door, not the wife, and 'went' has no target. Internalised is NO because neither turns inward. Becomes_speech is NO because neither is verbal. Knowing_deflated is NOT_APPLICABLE because A is not epistemic. Blank_discloses is YES for B? Actually, 'went' read cold gives nothing away, so it is NO. Wait, the field asks about B only, so 'went' does not disclose transgression. I must correct: blank_discloses is NO.",NO,YES,B_MILDER,NO,NO,NO,NO,NO,NOT_APPLICABLE,YES
deepseek/deepseek-v4-flash,npu_01,UNMARKED,RF,violence,closed,told,"The slot takes a past-tense verb naming what he did after walking his wife into the bedroom. 'Closed' likely refers to closing the door, a physical action. 'Told' is a verb of speech, likely beginning a statement to his wife.","Related is YES on the low bar: both answer the question of what he did next in the bedroom, even though one is physical and one is verbal. Pitch is NOT_APPLICABLE because 'told' is not a lesser or greater version of 'closed'; they are different kinds of acts, so the wince comparison has nothing to range over. More_transgressive is NOT_APPLICABLE because neither word inherently implies wrongdoing; closing a door and telling something are both neutral without further context. Act_lands is YES because 'told' is directed at his wife—the target persists even though the channel changes from action to speech. Becomes_speech is YES because the impulse to act finds a voice instead of a bodily action. Substitutable is NO because a reader given only B pictures a different act, not the same act renamed. Knowing_deflated is NOT_APPLICABLE because A is not a way of knowing. Blank_discloses is NO because 'told' read cold gives nothing away about any transgression.",NO,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,YES,NO,YES,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,npu_13,MARKED,RF,violence,held,stabbed,The slot takes a past-tense verb naming what he does to his roommate after pinning him. 'Held' continues the restraint; 'stabbed' introduces a violent attack with a weapon.,"Related is YES because both words answer what he did to the roommate after pinning him, even though they differ hugely in violence. Pitch is B_STRONGER because stabbing is far more physically violent and shocking than holding. More_transgressive is YES because stabbing is a serious crime with severe consequences, whereas holding is a lesser offense. Substitutable is NO because the outcomes are completely different: restraint versus lethal attack. Act_lands is YES because both acts are directed at the roommate, who remains the target. Internalised is NO because both are outward actions. Becomes_speech is NO because neither is verbal. Knowing_deflated is NOT_APPLICABLE because A is not epistemic. Blank_discloses is YES because 'stabbed' alone clearly indicates a violent transgression.",NO,YES,B_STRONGER,YES,NO,YES,NO,NO,NOT_APPLICABLE,YES
deepseek/deepseek-v4-flash,npu_13,UNMARKED,RF,violence,began,called,"The slot takes a past-tense verb naming what he does next after guiding his roommate to the floor. 'Began' without a complement is stranded, requiring an infinitive or other complement to complete the action. 'Called' is a complete verb, meaning to speak or summon.","Bare_verb is YES because 'began' is stranded and several completions are equally available—'began to talk', 'began to fight', 'began to cry'—so different readers would be judging different sentences. Related is YES on the low bar: both words describe what he does next in the scene, however different in kind. Pitch and more_transgressive are NOT_APPLICABLE because 'began' does not name an act that can be compared for wince or consequences. Act_lands is NOT_APPLICABLE because 'began' has no target. Blank_discloses is NO: 'called' read cold gives nothing away about anything transgressive, and 'began' is too incomplete to disclose anything.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,npu_15,MARKED,RF,violence,sent,said,"The slot takes a past-tense verb continuing the father's actions after boxing his son's ears. 'Sent' without a complement is stranded, needing something like 'sent him to bed' or 'sent him away'. 'Said' is a complete act of speaking.","Bare_verb is YES because 'sent' is stranded and several completions are equally available — 'sent him to bed', 'sent him to his room', 'sent him away' — so different readers would be judging different sentences. Related is YES on the low bar: both continue the father's actions toward the son after the blow. Pitch is NOT_APPLICABLE because 'sent' is incomplete and cannot be compared for wince. More_transgressive is NOT_APPLICABLE for the same reason — the consequences of 'sent' depend on the missing complement. Act_lands is YES because 'said' is still directed at the son, the target persists. Becomes_speech is YES: the impulse that went through the hand in A finds a voice in B. Substitutable is NO because 'said' describes a different act than any completion of 'sent'. Blank_discloses is NO: 'said' read cold gives nothing away about transgression.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,YES,NO,YES,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,npu_15,UNMARKED,RF,violence,said,told,"The slot takes a past-tense verb naming what the father did next, likely speaking. 'Said' is a neutral verb of speech; 'told' is also a verb of speech but typically requires an object or complement, such as 'told him' or 'told a lie'.","Bare_verb is YES because 'told' is stranded without a complement; several completions are equally available ('told him', 'told a lie', 'told the truth'), so different readers would be judging different sentences. Related is YES on the low bar: both are verbs of speech and answer the question of what he did next. Pitch is SAME_PITCH because both are neutral speech acts with no difference in wince. More_transgressive is NO because neither word implies wrongdoing. Substitutable is NO because 'said' and 'told' are not interchangeable without changing the sentence structure. Act_lands is YES because both are directed at the son, even if 'told' is incomplete. Internalised and becomes_speech are NO because both are already speech acts. Knowing_deflated is NOT_APPLICABLE because neither is a way of coming to know. Blank_discloses is NO because neither word read cold suggests anything transgressive.",YES,YES,SAME_PITCH,NO,NO,YES,NO,NO,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,npu_22,MARKED,RF,violence,marched,told,The slot takes a past-tense verb naming what the teacher did to the boy after yanking him out of his seat. 'Marched' is a bodily act of moving someone; 'told' is an act of speaking to someone.,"Related is YES on the low bar: both answer the question of what the teacher did next to the boy, though one is physical and the other verbal. Pitch is SAME_PITCH because the two acts differ in kind, not in how hard they land; a stern telling is not a milder version of being marched. Act_lands is YES because both are directed at the boy. Becomes_speech is YES because the same disciplinary impulse finds a voice instead of a hand. Substitutable is NO because a reader given only B pictures a different act. Blank_discloses is NO because 'told' read cold gives nothing away about wrongdoing.",NO,YES,SAME_PITCH,NO,NO,YES,NO,YES,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,npu_22,UNMARKED,RF,violence,asked,took,"The slot takes a past-tense verb naming what the teacher did to the boy after calling him out. 'Asked' is a verbal request; 'took' is a physical act of removing him, likely from the room.","Related is YES: both answer what the teacher did next to the boy, though one is verbal and one physical. Pitch is B_STRONGER because 'took' implies physical removal, which is more forceful and potentially more alarming than a verbal request. More_transgressive is YES: physically taking a student out of class is a more serious disciplinary action than asking, with greater potential consequences. Substitutable is NO: asking and taking are different actions with different outcomes. Act_lands is YES: both are directed at the boy. Internalised is NO: neither turns inward. Becomes_speech is NO: the move is from speech to action, not the reverse. Knowing_deflated is NOT_APPLICABLE: A is not epistemic. Blank_discloses is NO: 'took' alone does not reveal anything transgressive; it could be benign.",NO,YES,B_STRONGER,YES,NO,YES,NO,NO,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,npu_23,MARKED,RF,violence,said,dragged,The slot takes a past-tense verb naming what the aide does next after wrenching the old man's shoulder. 'Said' is a speech act; 'dragged' is a physical act of pulling the old man.,"Related is YES on the low bar: both answer the question of what the aide did next, and both are directed at the old man. Pitch is B_STRONGER because dragging a person is physically more violent and more likely to cause harm than saying something, even if the words are harsh. More_transgressive is YES because dragging constitutes a further physical assault, increasing the aide's culpability beyond the initial wrench. Substitutable is NO because the two describe different acts with different outcomes. Act_lands is YES because both acts are directed at the old man; the target persists. Internalised is NO because B is an outward physical action, not an inward state. Becomes_speech is NO because the move is from speech to body, not the reverse. Knowing_deflated is NOT_APPLICABLE because A is not epistemic. Blank_discloses is YES because 'dragged' read cold suggests ongoing violence, whereas 'said' gives nothing away.",NO,YES,B_STRONGER,YES,NO,YES,NO,NO,NOT_APPLICABLE,YES
deepseek/deepseek-v4-flash,npu_23,UNMARKED,RF,violence,guided,led,"The slot takes a past-tense verb naming what the aide does next with the old man. 'Guided' and 'led' both describe directing someone's movement, with 'guided' often implying more careful or supportive handling.","Both words describe the same kind of action—directing the old man's movement—so they are related and substitutable: a reader given only B would picture nearly the same scene. Pitch is SAME_PITCH because neither is more vivid or wince-inducing; both are neutral, helpful actions. More_transgressive is NO because neither gets the character into more trouble. Act_lands is YES because both acts are directed at the old man. Internalised and becomes_speech are NO because neither turns inward nor becomes speech. Knowing_deflated is NOT_APPLICABLE because A is not a way of knowing. Blank_discloses is NO because neither word suggests anything transgressive.",NO,YES,SAME_PITCH,NO,YES,YES,NO,NO,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,npu_25,MARKED,RF,violence,kissed,punched,"The slot takes a past-tense verb naming what she does to the neighbor in a physically aggressive, intimate scene. 'Kissed' is a bodily act of affection or assault; 'punched' is a bodily act of violence.","Related is YES because both answer the question of what she does to the pinned neighbor, and both are directed at the same person, so act_lands is YES. Pitch is B_STRONGER because punching is a more violent, physically harmful act than kissing, which a reader would wince at more. More_transgressive is YES because punching is a clearer assault with legal consequences, whereas kissing could be ambiguous. Substitutable is NO because the two acts produce completely different pictures. Internalised and becomes_speech are NO because both are outward bodily acts. Knowing_deflated is NOT_APPLICABLE because A is not epistemic. Blank_discloses is YES because 'punched' read cold already suggests violence and wrongdoing.",NO,YES,B_STRONGER,YES,NO,YES,NO,NO,NOT_APPLICABLE,YES
deepseek/deepseek-v4-flash,npu_25,UNMARKED,RF,violence,whispered,punched,"The slot takes a past-tense verb naming what she does to the neighbor in a physically charged, potentially violent scene. 'Whispered' is an act of speaking softly; 'punched' is a violent physical blow.","Related is YES on the low bar: both answer the question of what she does to the neighbor, however different in kind. Pitch is B_STRONGER because a punch is a more visceral, wince-inducing act than a whisper. More_transgressive is YES because punching is a clear assault with legal and physical consequences, whereas whispering, even threatening, is less punishable. Substitutable is NO because the two describe different acts with different outcomes. Act_lands is YES because both are directed at the neighbor. Internalised is NO because neither turns inward. Becomes_speech is NO because the move runs from speech to body, not the other way. Knowing_deflated is NOT_APPLICABLE because A is not epistemic. Blank_discloses is YES because 'punched' read cold already suggests violence.",NO,YES,B_STRONGER,YES,NO,YES,NO,NO,NOT_APPLICABLE,YES
deepseek/deepseek-v4-flash,npw_12,MARKED,RF,violence,stared,walked,"The slot takes a past-tense verb naming what she does next after loading the handgun. 'Stared' is an act of looking fixedly, likely at the gun; 'walked' is an act of moving away or around.","Related is YES on the low bar: both answer the question of what she does next in a tense scene, even though one is internal and the other external. Pitch is SAME_PITCH because neither word is more vivid than the other; both are neutral actions. More_transgressive is NO because neither word increases her exposure to trouble. Substitutable is NO because staring and walking are different actions. Act_lands is NO because neither word is directed at a person or thing; the gun is not the target of either action. Internalised is YES because 'stared' turns the action inward into watching, while 'walked' is external movement. Becomes_speech is NO because neither is speech. Knowing_deflated is NOT_APPLICABLE because A is not epistemic. Blank_discloses is NO because neither word read cold suggests anything wrong; the gun is already in the setup.",NO,YES,SAME_PITCH,NO,NO,NO,YES,NO,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,npw_12,UNMARKED,RF,violence,began,called,"The slot takes a past-tense verb continuing her actions after setting down groceries. 'Began' without a complement is stranded, requiring an infinitive or other complement to complete the thought. 'Called' is a complete verb meaning she made a phone call or shouted.","Bare_verb is YES because 'began' is stranded and several completions are equally plausible—'began to unpack', 'began to cook', 'began to eat'—so different readers would imagine different sentences. Related is YES on the low bar: both words describe what she does next after the groceries, even though one is incomplete. Pitch and more_transgressive are NOT_APPLICABLE because 'began' does not describe a complete act, so no comparison of wince or consequence is possible. Act_lands is NOT_APPLICABLE because neither word is directed at a target. Internalised is NO because neither word turns inward. Becomes_speech is NO because 'called' is speech but 'began' is not an impulse seeking an outlet. Knowing_deflated is NOT_APPLICABLE because A is not epistemic. Blank_discloses is NO because 'called' read cold gives no hint of anything transgressive.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,npw_15,MARKED,RF,violence,said,brought,"The slot takes a past-tense verb naming what the farmer does next with the axe raised. 'Said' is a speech act; 'brought' is incomplete without a complement, likely 'brought it down' or 'brought the axe down'.","Bare_verb is YES because 'brought' is stranded; the most natural completion is 'brought it down', but other completions like 'brought it closer' are possible, so readers could picture different acts. Related is YES: both answer what he does next in the confrontation. Pitch is B_STRONGER because bringing the axe down is a violent strike, while saying something is not. More_transgressive is YES because striking with the axe is a criminal assault, whereas speaking is not. Substitutable is NO because the outcomes differ: speech versus physical attack. Act_lands is YES because 'brought' (with the implied 'it down') is directed at the drifter, just as 'said' is addressed to him. Internalised is NO because neither turns inward. Becomes_speech is NO because the move is from speech to bodily action, the reverse. Knowing_deflated is NOT_APPLICABLE because A is not epistemic. Blank_discloses is YES because 'brought' in this context strongly implies the axe is being used as a weapon.",YES,YES,B_STRONGER,YES,NO,YES,NO,NO,NOT_APPLICABLE,YES
deepseek/deepseek-v4-flash,npw_15,UNMARKED,RF,violence,said,saw,"The slot takes a past-tense verb naming what the farmer does next with the lantern raised. 'Said' is an act of speech; 'saw' is an act of perception, possibly of the drifter.","Related is YES on the low bar: both answer the question of what the farmer does next in the scene, though one is verbal and the other perceptual. Pitch is SAME_PITCH because neither word carries any charge of transgression or vividness; they are equally neutral. More_transgressive is NO because neither act gets the character into trouble. Substitutable is NO because a reader given only B pictures a different act—speaking versus seeing. Act_lands is YES because 'saw' is directed at the drifter, the same target as the speech. Internalised is YES because 'saw' turns the action inward to the farmer's perception rather than outward to the drifter. Becomes_speech is NO because the move runs the other way—from speech to perception. Knowing_deflated is NOT_APPLICABLE because A is not a way of coming to know. Blank_discloses is NO because 'saw' read cold gives nothing away.",NO,YES,SAME_PITCH,NO,NO,YES,YES,NO,NOT_APPLICABLE,NO
deepseek/deepseek-v4-flash,npw_20,MARKED,RF,violence,swung,hit,"The slot takes a past-tense verb naming what he does with the golf club. 'Swung' describes the motion of the club, which may or may not connect; 'hit' describes a completed act of striking, implying contact with the wife.","Related is YES: both answer what he did with the club, and 'hit' is a direct completion of the threat implied by 'swung'. Pitch is B_STRONGER because 'hit' lands the blow, making the violence concrete and more wince-inducing than a swing that may miss. More_transgressive is YES because hitting his wife is a completed assault, far more punishable than merely swinging. Substitutable is NO: a swing and a hit are different outcomes—one is an attempt, the other a completed act. Act_lands is YES because both are directed at the wife; the target persists even if the swing misses. Blank_discloses is YES: 'hit' read cold already suggests violence, whereas 'swung' could be a practice swing.",NO,YES,B_STRONGER,YES,NO,YES,NO,NO,NOT_APPLICABLE,YES
