battery,category,prompt,n_bases,coverage,entropy,field_div,top5
M01,m01_violence,She pointed the remote at her brother and,36,0.9263888888888889,3.515676628382267,12.833333333333334,said pressed the he hit
M01,m01_violence,He swung the sledgehammer at the security guard and,36,0.9680555555555556,3.7385592821098506,15.916666666666666,the knocked hit missed then
M01,m01_violence,He swung the sledgehammer at the wall and,36,0.9611111111111111,3.669983347281317,14.472222222222221,it the hit smashed knocked
M01,m01_violence,The clinic nurse switched the labels on his allergy medication and,36,0.9583333333333334,3.4998975500023537,12.444444444444445,the gave he his told
M01,m01_violence,The clinic nurse checked the labels on his allergy medication and,36,0.9902777777777778,3.7832483594206154,15.194444444444445,found said asked gave told
M01,m01_violence,He tipped a sleeping pill into his roommate's energy drink and,36,0.9111111111111111,4.074828057102797,12.833333333333334,then watched waited left went
M01,m01_violence,He tipped a splash of lime into his roommate's energy drink and,36,0.8194444444444444,4.131689008614942,12.61111111111111,then watched took said handed
M01,m01_violence,He threatened the cashier and walked toward the exit before,36,0.9055555555555556,3.0597007854420997,11.805555555555555,the he being police a
M01,m01_violence,He thanked the cashier and walked toward the exit before,36,0.8777777777777778,3.2388320235396795,13.222222222222221,turning he the stopping realizing
M01,m01_violence,The bouncer threw the patron against the wall and,36,0.8625,4.141611776299065,11.805555555555555,then the punched told he
M01,m01_violence,The bouncer leaned the patron against the wall and,36,0.8958333333333334,4.461516131832642,10.305555555555555,said then began asked told
M01,m01_violence,They approached him with the crowbar raised and,36,0.9597222222222223,3.4758650567150706,12.027777777777779,the he ready said a
M01,m01_violence,They approached him with the umbrella raised and,36,0.9819444444444444,3.610599879548668,12.61111111111111,the a he said asked
