stratum,labeling,category,delta,edges_pos,n_edges,lo,hi,mde,p,bonferroni,coverage,category_name
ALL,TOKEN,leaned,0.002449810998288867,35,43,0.0013885822707784235,0.003511039725799311,0.0015160410393006338,4.903011026321596e-05,True,1.0,
ALL,TOKEN,learn,-2.2956766864083402e-05,17,43,-0.00021018165654430673,0.0001642681228161399,0.0002674641281146047,0.811245692805274,False,1.0,
ALL,TOKEN,learned,1.5823045096377517e-05,19,43,-0.0001307468682343901,0.00016239295842714513,0.00020938559047252512,0.8334479949476761,False,1.0,
ALL,TOKEN,leave,-0.0005641295232958456,19,43,-0.0014965370459420098,0.0003682779993503187,0.0013320107466373776,0.24234785462511435,False,1.0,
ALL,TOKEN,leaving,0.00017605623196258945,24,43,5.929126075206585e-05,0.00029282120317311307,0.0001668071017293194,0.005104251149977036,False,1.0,
ALL,TOKEN,led,0.0005772344343658525,28,43,0.00015874931458956059,0.0009957195541421444,0.0005978358853947027,0.009861914298068456,False,1.0,
ALL,TOKEN,left,0.0015895870252665269,26,43,-0.0005372072967423189,0.003716381347275373,0.0030382776028697795,0.15038799025663535,False,1.0,
ALL,TOKEN,leg,-0.00010212595681490148,13,43,-0.0001766425234318294,-2.7609390197973568e-05,0.00010645223802418274,0.010306921352913839,False,1.0,
ALL,TOKEN,let,0.0023256286221503093,31,43,0.000519924592749819,0.004131332651550799,0.002579577184857843,0.015458062175123024,False,1.0,
ALL,TOKEN,lick,-0.0003048587358667589,7,43,-0.00042348104389973494,-0.00018623642783378283,0.00016946044004710864,9.434021285853334e-06,True,1.0,
ALL,TOKEN,licked,-0.00015079796988069714,14,43,-0.00025080762329669483,-5.078831646469946e-05,0.00014287093345142525,0.0051028808186609044,False,1.0,
ALL,TOKEN,lied,0.0005293083370370203,33,43,0.00028852416674624953,0.0007700925073277911,0.00034397738612967254,9.685581999389377e-05,False,1.0,
ALL,TOKEN,lifted,-0.0020583509270469843,12,43,-0.0031674663482009558,-0.0009492355058930127,0.001584450601648531,0.0007467890660276611,False,1.0,
ALL,TOKEN,like,-0.011295395091674553,5,43,-0.022013959173825,-0.0005768310095241071,0.015312234403072066,0.04508435270402928,False,1.0,
ALL,TOKEN,listen,2.7883526756030027e-05,25,43,-5.290141167647082e-05,0.00010866846518853087,0.00011540705490357262,0.5024265944872893,False,1.0,
ALL,TOKEN,listened,0.00037440943394636167,26,43,6.796892292862584e-06,0.0007420219755998607,0.0005251607737907129,0.05241785019502232,False,1.0,
ALL,TOKEN,lit,0.0009222661526743198,27,43,0.0004489255999902603,0.0013956067053583793,0.0006762007895486564,0.0004353634157109128,False,1.0,
ALL,TOKEN,live,5.470196215387846e-05,17,43,-0.00026147898844423515,0.0003708829127519921,0.0004516870722830195,0.7362267242572352,False,1.0,
ALL,TOKEN,locked,0.001561531874481112,40,43,0.0011052460378319579,0.002017817711130266,0.0006518369094987914,3.812691059017486e-08,True,1.0,
ALL,TOKEN,long,-0.00028354935592112305,11,43,-0.0005529214580732146,-1.4177253769031542e-05,0.0003848172887887022,0.04531508313702031,False,1.0,
ALL,TOKEN,look,0.0006320186931388247,30,43,-0.0001575164273906499,0.0014215538136682993,0.0011279073150421066,0.12415919853659506,False,1.0,
ALL,TOKEN,looked,0.0015852190233452154,22,43,-0.000595702198967283,0.003766140245657714,0.003115601746160712,0.1616496838807292,False,1.0,
ALL,TOKEN,looking,-4.2232127568753444e-05,13,43,-0.00011997810831664222,3.551385317913532e-05,0.00011106568678269824,0.2931014012664108,False,1.0,
ALL,TOKEN,lose,8.061642055656783e-05,25,43,-3.8114421882584566e-05,0.00019934726299572023,0.0001696154891987891,0.19043156725171217,False,1.0,
ALL,TOKEN,lost,0.0001446725570739632,30,43,-2.2815446665557545e-06,0.00029162665881448215,0.0002099344310578842,0.060433592066686505,False,1.0,
ALL,TOKEN,love,-0.00014877918413615173,13,43,-0.00031181098514918324,1.425261687687979e-05,0.00023290257287575934,0.08088535265018958,False,1.0,
ALL,TOKEN,lowered,-0.0002811802220080461,21,43,-0.0005889838546453953,2.6623410629303163e-05,0.0004397194751962131,0.08058832550324697,False,1.0,
ALL,TOKEN,lunged,0.00016341528205320746,23,43,6.251375414965359e-05,0.00026431680995676134,0.00014414503986221982,0.0028102196425102135,False,1.0,
ALL,TOKEN,made,0.0026743771313064825,28,43,-0.0004866789028729053,0.005835433165485871,0.004515794334541983,0.10472104452470114,False,1.0,
ALL,TOKEN,mailed,-9.433958985628909e-05,16,43,-0.00019933834474141317,1.0659165028834979e-05,0.00014999822126446295,0.08551346035080525,False,1.0,
ALL,TOKEN,make,0.0014097152937557593,27,43,0.000275603171440341,0.0025438274160711778,0.0016201601747363116,0.019159020499369545,False,1.0,
ALL,TOKEN,making,0.0001305263814399195,27,43,4.765940009525948e-05,0.00021339336278457954,0.00011838140192094287,0.003571403526535974,False,1.0,
ALL,TOKEN,managed,0.0003969135076934697,30,43,0.00017640419444077046,0.000617422820946169,0.00031501330464671324,0.0010288425218743127,False,1.0,
ALL,TOKEN,many,-9.747582401472252e-05,15,43,-0.00018976979230886032,-5.181855720584713e-06,0.00013184852613448258,0.04463397897433985,False,1.0,
ALL,TOKEN,marched,-2.1451686722700154e-05,21,43,-0.00020244887232655586,0.00015954549888115555,0.00025856740800550814,0.8174347090900207,False,1.0,
ALL,TOKEN,marry,-0.0002290100990196171,15,43,-0.00046655005010106125,8.529852061827059e-06,0.000339342787259206,0.06572475137946357,False,1.0,
ALL,TOKEN,may,-9.037138910320561e-05,17,43,-0.00025086306551890686,7.012028731249567e-05,0.0002292738234510018,0.27602492030809583,False,1.0,
ALL,TOKEN,maybe,0.00026549811403575265,17,43,-8.27994237772218e-05,0.0006137956518487271,0.0004975679111613921,0.1426363396667902,False,1.0,
ALL,TOKEN,me,-5.9930100576052726e-05,13,43,-0.00020894594369149852,8.908574253939307e-05,0.00021287977587920826,0.43497221353311794,False,1.0,
ALL,TOKEN,means,-5.2406391474769464e-05,17,43,-0.00018698454641640706,8.217176346686812e-05,0.00019225450705948223,0.4495815438396934,False,1.0,
ALL,TOKEN,meant,-0.00011963557580770203,16,43,-0.00029744365835684164,5.817250674143759e-05,0.0002540115464987709,0.19439606495103404,False,1.0,
ALL,TOKEN,meet,0.00043028601836016803,34,43,0.00018338492970463243,0.0006771871070157037,0.00035271584093647944,0.0014224010414481665,False,1.0,
ALL,TOKEN,mention,0.0005296550630263549,20,43,-0.0003078254673752227,0.0013671355934279325,0.0011964007577165395,0.22201265490158278,False,1.0,
ALL,TOKEN,mentioned,0.0005180086065447114,35,43,0.0003561054372183502,0.0006799117758710726,0.00023129024189480176,1.6179895681110465e-07,True,1.0,
ALL,TOKEN,met,9.468891981839492e-06,18,43,-7.667884747459962e-05,9.56166314382786e-05,0.00012306819922348447,0.830472859597117,False,1.0,
ALL,TOKEN,might,0.00022654913899115207,26,43,1.4450919239699685e-05,0.00043864735874260443,0.0003029974567877891,0.04237750123657159,False,1.0,
ALL,TOKEN,missed,0.0004995646609435589,36,43,0.00032864052492574745,0.0006704887969613703,0.000244177337168302,9.75321413627076e-07,True,1.0,
ALL,TOKEN,mixed,0.00020511224502336664,31,43,0.00011870296711639617,0.0002915215229303371,0.0001234418255813864,3.262333093725649e-05,True,1.0,
ALL,TOKEN,motioned,4.7131067625230245e-05,21,43,-9.352439579474669e-05,0.00018778653104520716,0.0002009363763142527,0.5149179294365465,False,1.0,
ALL,TOKEN,move,-0.0004301670738189698,17,43,-0.0009177782635615205,5.7444115923580984e-05,0.0006965874139179296,0.09113661799619635,False,1.0,
ALL,TOKEN,moved,-0.0009104826416736878,12,43,-0.0015893059622258967,-0.00023165932112147885,0.0009697476007888698,0.011916524920413972,False,1.0,
ALL,TOKEN,mr,-0.00010638877451246916,14,43,-0.0003194925735152868,0.00010671502449034847,0.0003044339985754538,0.33343010262162864,False,1.0,
ALL,TOKEN,ms,-0.00046524267550550254,12,43,-0.0008047814558505736,-0.00012570389516043147,0.0004850554004929586,0.010322047623045323,False,1.0,
ALL,TOKEN,murder,-0.000237282248145637,4,43,-0.00031478612137991524,-0.00015977837491135875,0.00011071981890611175,3.9635250159072733e-07,True,1.0,
ALL,TOKEN,murmured,0.0007457598837579999,29,43,0.0003817348049399951,0.0011097849625760045,0.000520035826882864,0.00024003944823942133,False,1.0,
ALL,TOKEN,must,0.0004136740918841107,36,43,0.0002365469437115292,0.0005908012400566923,0.00025303878310368793,4.144037252253338e-05,True,1.0,
ALL,TOKEN,muttered,0.0012952588947559784,33,43,0.0007841137650566346,0.001806404024455322,0.0007302073281419196,1.186005059067935e-05,True,1.0,
ALL,TOKEN,my,4.4120258775899436e-05,23,43,-0.00025738491638333693,0.00034562543393513583,0.00043072167879890913,0.7756654606075538,False,1.0,
ALL,TOKEN,nearly,0.00019903699351447345,22,43,-9.4360643632325e-06,0.0004075100513921794,0.00029781865411100845,0.06828224978250351,False,1.0,
ALL,TOKEN,neck,-0.00019681156000214957,11,43,-0.00030280261579861524,-9.082050420568389e-05,0.00015141579399495096,0.0007424034310462959,False,1.0,
ALL,TOKEN,need,0.0013356059546595714,41,43,0.0009839867428686113,0.0016872251664505314,0.0005023131597013714,3.3803040787729524e-09,True,1.0,
ALL,TOKEN,negotiate,0.00025751806902792247,37,43,0.0001718768179263652,0.00034315932012947973,0.00012234464443079609,5.649783059545847e-07,True,1.0,
ALL,TOKEN,never,-0.001959362774516982,11,43,-0.0026644214472641954,-0.0012543041017697683,0.0010072266753531622,2.469387780316738e-06,True,1.0,
ALL,TOKEN,no,0.001198542776949296,35,43,0.0007891257816795763,0.0016079597722190157,0.0005848814218138853,9.460105718959291e-07,True,1.0,
ALL,TOKEN,nodded,0.000721215698070355,32,43,0.00021407700644902623,0.0012283543896916837,0.0007244838451733267,0.00794620679404681,False,1.0,
ALL,TOKEN,not,-0.0033564779777308707,16,43,-0.00656080765220411,-0.00015214830325763163,0.004577613820676056,0.0463292983725394,False,1.0,
ALL,TOKEN,note,0.0006146774540405379,22,43,-4.3247144926793495e-05,0.0012726020530078692,0.0009398922842390449,0.07417603736237352,False,1.0,
ALL,TOKEN,noted,0.0004467547284457663,29,43,0.00020025356139457282,0.0006932558954969598,0.0003521445243588479,0.0009585615947164469,False,1.0,
ALL,TOKEN,nothing,9.207356647512355e-05,26,43,-6.395976207330553e-05,0.0002481068950235526,0.00022290475506918437,0.2539824691655598,False,1.0,
ALL,TOKEN,noticed,0.0023592441077629534,41,43,0.0018316857450398731,0.0028868024704860338,0.000753654803890115,4.922230637748432e-11,True,1.0,
ALL,TOKEN,notify,0.00038155812631093604,28,43,0.00015894278465053823,0.0006041734679713338,0.00031802191665771115,0.0016709370877713164,False,1.0,
ALL,TOKEN,now,0.003716594264901893,36,43,0.0023951416481576425,0.005038046881646144,0.0018877894524917864,1.989431202540236e-06,True,1.0,
ALL,TOKEN,observed,0.0005902905843137026,32,43,0.00038897660470172486,0.0007916045639256804,0.00028759139944568244,9.173359614808761e-07,True,1.0,
ALL,TOKEN,of,-0.0014288235564000945,6,43,-0.0025174298854223577,-0.0003402172273778315,0.0015551518986032327,0.013720160017038602,False,1.0,
ALL,TOKEN,off,-5.121302299457392e-05,14,43,-0.0001581318284858182,5.570578249667035e-05,0.0001527411507017775,0.35319107194404387,False,1.0,
ALL,TOKEN,offer,0.00010892640208007412,26,43,1.0495587512889155e-05,0.00020735721664725908,0.0001406154493816928,0.03579364674477182,False,1.0,
ALL,TOKEN,offered,0.0019817916512352425,36,43,0.0014066046217623062,0.0025569786807081787,0.000821695756389909,3.28071269079867e-08,True,1.0,
ALL,TOKEN,on,-0.0031996263943147043,6,43,-0.004149289341685535,-0.002249963446943873,0.0013566613533869017,5.376777158846436e-08,True,1.0,
ALL,TOKEN,once,-9.17001530697174e-05,16,43,-0.00034208411949662493,0.00015868381335719015,0.0003576913806098679,0.4768381238886952,False,1.0,
ALL,TOKEN,one,-0.0006586437262075878,8,43,-0.0008744839123062378,-0.0004428035401089377,0.0003083431229980715,4.2299172372021465e-07,True,1.0,
ALL,TOKEN,only,3.006300620142656e-05,21,43,-0.00036225631064651045,0.0004223823230493636,0.0005604561669256243,0.8813315751432087,False,1.0,
ALL,TOKEN,onto,0.000859837915559054,33,43,0.0003675358986378883,0.0013521399324802198,0.0007032885956016653,0.0013921868452095572,False,1.0,
ALL,TOKEN,open,-0.0003051102509878348,5,43,-0.0004629564722999776,-0.00014726402967569195,0.00022549460187448975,0.00047676385584012376,False,1.0,
ALL,TOKEN,opened,-0.002124492330633007,11,43,-0.0032110795607222108,-0.0010379051005438033,0.0015522674715560054,0.0004183315042973959,False,1.0,
ALL,TOKEN,ordered,-0.0005313821122239136,11,43,-0.0009449587358424033,-0.00011780548860542393,0.0005908237480264138,0.015690011228022938,False,1.0,
ALL,TOKEN,other,-4.807459652843141e-05,21,43,-0.0002387653780680237,0.00014261618501116086,0.0002724154021994175,0.6237883073174593,False,1.0,
ALL,TOKEN,out,-0.00020265546916956034,18,43,-0.0005575583447715491,0.0001522474064324284,0.0005070041080028411,0.26941798536977934,False,1.0,
ALL,TOKEN,over,-0.0025800983082306535,9,43,-0.00482411102890903,-0.00033608558755227665,0.003205732458111967,0.029503971025161637,False,1.0,
ALL,TOKEN,packed,8.788697931465104e-05,31,43,2.1023640024887748e-05,0.00015475031860441433,9.551905612823326e-05,0.013593513980169402,False,1.0,
ALL,TOKEN,paid,-0.000353139670780623,18,43,-0.000697577047629738,-8.702293931507903e-06,0.0004920533954987358,0.05093595370458872,False,1.0,
ALL,TOKEN,painted,0.00021706798088388983,27,43,3.713476556220762e-05,0.00039700119620557204,0.000257047450459546,0.022751826863089172,False,1.0,
ALL,TOKEN,parked,0.0002972468924990547,32,43,0.0001663041169192396,0.0004281896680788697,0.0001870611079711644,6.222927528285493e-05,False,1.0,
ALL,TOKEN,passed,-0.00034186984717250935,19,43,-0.0009963757164761237,0.000312636022131105,0.000935008384719449,0.31180361921594835,False,1.0,
ALL,TOKEN,patted,0.0002492789814796045,34,43,0.00012718566160710326,0.0003713723013521057,0.00017441902838928746,0.0002502302874718389,False,1.0,
ALL,TOKEN,paused,0.0008890550560751594,36,43,0.0005191208187181498,0.001258989293432169,0.000528477481938585,2.71028172767023e-05,True,1.0,
ALL,TOKEN,pay,-0.0011903480521961115,9,43,-0.0018465137107682404,-0.0005341823936239826,0.0009373795122458984,0.0009492211604721968,False,1.0,
ALL,TOKEN,peered,0.0005294270481627008,31,43,0.0002137225295561923,0.0008451315667692093,0.0004510064551521549,0.0020519061283453006,False,1.0,
ALL,TOKEN,people,-1.8712217357563615e-05,21,43,-0.00010688310441103938,6.945866969591217e-05,0.00012595841007639397,0.6795539403671627,False,1.0,
ALL,TOKEN,performed,0.0005129692013208353,38,43,0.00038832844280525705,0.0006376099598364135,0.000178058226450826,4.5185949741627093e-10,True,1.0,
ALL,TOKEN,picked,-0.0005177633693636808,15,43,-0.0010797740034679745,4.4247264740612975e-05,0.0008028723344347052,0.07813766309825823,False,1.0,
ALL,TOKEN,pinned,9.596400133991794e-05,20,43,-0.0001598316606269868,0.0003517596633068227,0.00036542237423843534,0.46623636819867204,False,1.0,
ALL,TOKEN,placed,-0.00016454404204714902,23,43,-0.001867686082135163,0.001538597998040865,0.002433060057268591,0.8507231239902915,False,1.0,
ALL,TOKEN,plan,0.00023166751919187934,28,43,0.00012517039118783996,0.0003381646471959187,0.0001521387542914848,0.00011145631683837814,False,1.0,
ALL,TOKEN,planned,0.0002170482217413829,32,43,0.00010254538052857449,0.0003315510629541913,0.00016357548744686914,0.0005931946072809652,False,1.0,
ALL,TOKEN,planted,0.00014408418413651555,28,43,-7.381766238807446e-06,0.0002955501345118385,0.00021637992910760424,0.06925311818947556,False,1.0,
ALL,TOKEN,play,-0.00019068336365869406,18,43,-0.000352973162345418,-2.8393564971970124e-05,0.0002318425695524628,0.026305458506591488,False,1.0,
ALL,TOKEN,played,0.00012651927904731302,24,43,9.459703132108776e-06,0.00024357885496251728,0.00016722796559314889,0.04010053732080886,False,1.0,
ALL,TOKEN,plugged,8.541159901280293e-06,23,43,-8.986717055120937e-05,0.00010694949035376997,0.0001405833292178424,0.8657369802077677,False,1.0,
ALL,TOKEN,plunged,0.00014895547340760678,27,43,-5.2733644390757074e-06,0.00030318431125428923,0.0002203269112095464,0.06526419558507333,False,1.0,
ALL,TOKEN,pocketed,0.0007104162471816511,29,43,0.00029604394847234657,0.0011247885458909555,0.0005919604267275777,0.0016666551522261984,False,1.0,
ALL,TOKEN,point,-0.00040773928890942086,10,43,-0.0010928717309537043,0.00027739315313486245,0.0009787606314918332,0.2500155222100877,False,1.0,
ALL,TOKEN,pointed,0.00021106363951414576,22,43,-0.00042638182122324314,0.0008485091002515347,0.0009106363724819843,0.5198891278946145,False,1.0,
ALL,TOKEN,police,-2.1413842147034206e-05,20,43,-0.0001299812442886858,8.715355999461739e-05,0.000155096288773788,0.7010111115662734,False,1.0,
ALL,TOKEN,pondered,0.0002116306229564095,29,43,9.595783022922302e-05,0.000327303415683596,0.00016524684675312353,0.0008687535231163469,False,1.0,
ALL,TOKEN,popped,7.456900143646679e-05,24,43,-2.2195375890350056e-05,0.00017133337876328362,0.0001382348247525955,0.13842284677734015,False,1.0,
ALL,TOKEN,post,-0.00046630844962101774,6,43,-0.0006420218989930592,-0.00029059500024897623,0.0002510192133886307,5.52233866975048e-06,True,1.0,
ALL,TOKEN,posted,-0.0002457987884218382,19,43,-0.0005332598802234601,4.166230337978368e-05,0.0004106587025737456,0.10118123762487645,False,1.0,
ALL,TOKEN,poured,-0.00011730404727700225,24,43,-0.000781667310472851,0.0005470592159188465,0.0009490903759940697,0.7310180551782982,False,1.0,
ALL,TOKEN,pray,-6.409152429204377e-05,20,43,-0.00018309520600524157,5.4912157421154026e-05,0.00017000525959028255,0.29718891173754697,False,1.0,
ALL,TOKEN,prayed,1.0393605145004594e-05,24,43,-0.0005656706472285319,0.0005864578575185411,0.000822948931962195,0.9719576817346134,False,1.0,
ALL,TOKEN,prepare,0.001183392688179792,37,43,0.0008932513311489925,0.0014735340452105912,0.00041448765290114196,5.700805360848499e-10,True,1.0,
ALL,TOKEN,prepared,0.0008274324066027831,34,43,0.0005678566308746278,0.0010870081823309385,0.0003708225367545076,1.747596239014645e-07,True,1.0,
ALL,TOKEN,present,0.0003458799610252971,34,43,0.00023115523191300747,0.0004606046901375867,0.00016389247016041376,5.366463488409738e-07,True,1.0,
ALL,TOKEN,presented,0.0004341838183312229,31,43,0.0001965574813279431,0.0006718101553345028,0.0003394661957189711,0.0008807570950840892,False,1.0,
ALL,TOKEN,pressed,0.0022429059981240655,33,43,0.001252425375878061,0.00323338662037007,0.0014149723174942922,6.441978249295663e-05,False,1.0,
ALL,TOKEN,pretended,0.0004710104006911848,31,43,0.00010078925168869267,0.000841231549693677,0.0005288873557178459,0.016669750790570172,False,1.0,
ALL,TOKEN,prioritize,0.0002823161015195455,33,43,0.00017420506774736471,0.0003904271352917263,0.0001544443339602583,7.2456712205201936e-06,True,1.0,
ALL,TOKEN,probably,0.0011649233554274913,32,43,0.0006636556301725554,0.0016661910806824271,0.000716096750364194,4.452348182759916e-05,True,1.0,
ALL,TOKEN,proceed,0.0012398053737749876,34,43,0.0008669531566659948,0.0016126575908839804,0.0005326460244414183,7.154044880806299e-08,True,1.0,
ALL,TOKEN,proceeded,-0.00015289065914796148,23,43,-0.0013898557675816867,0.001084074449285764,0.001767093012048179,0.8097587178760369,False,1.0,
ALL,TOKEN,promised,0.00040684182450398843,26,43,0.00010716282667297118,0.0007065208223350056,0.00042811285404431034,0.010991609318121475,False,1.0,
ALL,TOKEN,promptly,0.00046451917436572557,27,43,0.0001964391637489381,0.000732599184982513,0.0003829714437382678,0.0015043621664975115,False,1.0,
ALL,TOKEN,protect,0.0003399269889565689,30,43,0.000189610137176352,0.0004902438407367859,0.00021473835968602415,6.565046508652464e-05,False,1.0,
ALL,TOKEN,prove,0.0001916183535687694,27,43,5.318070673523777e-05,0.00033005600040230103,0.00019776806690504516,0.009627187864386561,False,1.0,
ALL,TOKEN,provide,0.001935856155916331,42,43,0.0015867527586889986,0.0022849595531436633,0.000498719138896189,8.806585496561878e-14,True,1.0,
ALL,TOKEN,provided,0.0009718640255398718,36,43,0.0006531685383533064,0.0012905595127264372,0.00045527926740937915,4.285963903124332e-07,True,1.0,
ALL,TOKEN,pull,-0.0002245449404312624,14,43,-0.00042375546448612984,-2.5334416376394963e-05,0.0002845864629355249,0.03266375303384074,False,1.0,
ALL,TOKEN,pulled,0.0009032931725619466,25,43,-0.00101034823618306,0.002816934581306953,0.002733773441064295,0.36016004374965443,False,1.0,
ALL,TOKEN,pulling,3.480706418431029e-05,19,43,-4.1861825193285615e-05,0.0001114759535619062,0.000109526984825137,0.37862888182103016,False,1.0,
ALL,TOKEN,punch,0.0001344393893537937,22,43,-9.972807784091198e-05,0.0003686068565484994,0.0003345249531352938,0.2668649102727072,False,1.0,
ALL,TOKEN,punched,-0.0013976050576854685,7,43,-0.0019806516067976936,-0.0008145585085732433,0.0008329236415888932,2.8180158305240503e-05,True,1.0,
ALL,TOKEN,punish,5.664592780531853e-05,20,43,-6.065584510383219e-05,0.00017394770071446926,0.00016757396129878674,0.3493080920499525,False,1.0,
ALL,TOKEN,pursue,0.0002742100887452383,28,43,6.335366581443051e-05,0.0004850665116760461,0.0003012234613297254,0.014549305349953133,False,1.0,
ALL,TOKEN,push,7.182008459904583e-05,26,43,-2.1814708489333558e-05,0.00016545487768742523,0.00013376399012625625,0.14022748728139883,False,1.0,
ALL,TOKEN,pushed,-0.001957984636145513,12,43,-0.003306652403620205,-0.0006093168686708203,0.0019266682392495606,0.006827228355028857,False,1.0,
ALL,TOKEN,put,-0.008312748846393768,9,43,-0.011068092746730178,-0.005557404946057358,0.003936205571909157,5.294285666674137e-07,True,1.0,
ALL,TOKEN,question,0.00034939922414482945,36,43,0.00024160915645551228,0.00045718929183414663,0.0001539858109847388,1.231849080039211e-07,True,1.0,
ALL,TOKEN,quickly,0.0016867190468555107,32,43,0.0008156210711395697,0.0025578170225714516,0.0012444256795942014,0.000467469064042375,False,1.0,
ALL,TOKEN,quietly,0.000499353266757131,29,43,0.00021658228860429887,0.0007821242449099632,0.0004039585402183317,0.0012482116386754055,False,1.0,
ALL,TOKEN,quit,-0.0008324702211530634,10,43,-0.0012434015848746263,-0.00042153885743150053,0.0005870448053165183,0.00027517520963633537,False,1.0,
ALL,TOKEN,raced,-0.00021578345011648176,11,43,-0.00041508889176037993,-1.6478008472583556e-05,0.0002847220594912831,0.039774612101461486,False,1.0,
ALL,TOKEN,raise,3.038375089515839e-05,20,43,-0.00012337328032902654,0.00018414078211934334,0.00021965290174883563,0.7004800386245058,False,1.0,
ALL,TOKEN,raised,0.00023122128312058943,23,43,-0.00019519769842847712,0.000657640264669656,0.0006091699736415236,0.29395012563815,False,1.0,
ALL,TOKEN,ran,-0.004402000933973557,11,43,-0.006881247287819239,-0.001922754580127875,0.0035417805054938317,0.0011821401019658406,False,1.0,
ALL,TOKEN,rang,7.505661720898125e-05,20,43,-1.8239768624496704e-05,0.0001683530030424592,0.00013328055119068277,0.12234181227607341,False,1.0,
ALL,TOKEN,raped,-0.00028617717840317394,10,43,-0.00048823890259588085,-8.411545421046701e-05,0.0002886596059895813,0.008185688206150154,False,1.0,
ALL,TOKEN,re,0.00032693564961402076,24,43,0.0001507940964665646,0.0005030772027614769,0.00025163079021065166,0.0007457254170543636,False,1.0,
ALL,TOKEN,reach,0.00039399762390314024,28,43,0.00019973372298668995,0.0005882615248195905,0.00027751985845207185,0.00027135160997877926,False,1.0,
ALL,TOKEN,reached,0.0003098146282340978,28,43,-7.35213836613174e-05,0.000693150640129513,0.0005476228741363074,0.120676278221046,False,1.0,
ALL,TOKEN,read,-0.00012036236238881242,21,43,-0.0008055958596300975,0.0005648711348524725,0.0009789049960589784,0.7323557438900099,False,1.0,
ALL,TOKEN,realised,-0.00029377348536307384,4,43,-0.0004121976169673308,-0.00017534935375881688,0.0001691773308632242,1.6634476358908164e-05,True,1.0,
ALL,TOKEN,realize,0.00023108099729197095,34,43,0.0001562977500415463,0.0003058642445423956,0.00010683321035774947,3.2948078949340015e-07,True,1.0,
ALL,TOKEN,realized,0.0012916812959761533,33,43,0.0007534802355528384,0.0018298823563994682,0.0007688586577475929,2.7667250912924452e-05,True,1.0,
ALL,TOKEN,realizing,6.606322853183764e-05,26,43,-2.1119959556998826e-05,0.0001532464166206741,0.00012454741155548067,0.14496020225697656,False,1.0,
ALL,TOKEN,really,-0.000975649203922539,8,43,-0.0013315672543153588,-0.0006197311535297192,0.0005084543577040283,3.1499678593072065e-06,True,1.0,
ALL,TOKEN,receive,-0.0027394742478655575,15,43,-0.005199203316832223,-0.0002797451788988919,0.0035138986699523793,0.0346830920600372,False,1.0,
ALL,TOKEN,received,0.00087201541394677,32,43,0.0004494830737427435,0.0012945477541507963,0.0006036176288628949,0.00021919834924949067,False,1.0,
ALL,TOKEN,recited,0.0008580130877652951,38,43,0.0005027192254394891,0.001213306950091101,0.0005075626604654371,2.5187049453502364e-05,True,1.0,
ALL,TOKEN,reconsider,0.0008350988379409646,39,43,0.0005708877925406897,0.0010993098833412395,0.0003774443505718212,2.0813632970400395e-07,True,1.0,
ALL,TOKEN,recorded,6.971981390218538e-05,24,43,5.909108867388317e-08,0.00013938053671569688,9.951531830501643e-05,0.05645221303115844,False,1.0,
ALL,TOKEN,refer,0.0002629280991087824,31,43,0.0001181159883938202,0.00040774020982374456,0.0002068744438785174,0.0009408282915875914,False,1.0,
ALL,TOKEN,refuse,0.00024175340812733283,30,43,6.422789721841123e-05,0.00041927891903625447,0.0002536078727270308,0.010764419657018897,False,1.0,
ALL,TOKEN,refused,0.00031648921389147586,24,43,-2.3797512814053635e-05,0.0006567759405970053,0.00048612389529361353,0.07543748234767139,False,1.0,
ALL,TOKEN,reject,0.00013176328109983576,29,43,3.358888943780557e-05,0.00022993767276186596,0.0001402491309457574,0.011865549580665992,False,1.0,
ALL,TOKEN,release,0.00015009346558444712,30,43,9.251535697050985e-05,0.0002076715741983844,8.225444087705324e-05,7.460504567464685e-06,True,1.0,
ALL,TOKEN,released,0.0003587798653515111,34,43,0.0001937315336495239,0.0005238281970534982,0.00023578333100283881,0.00011252009592901143,False,1.0,
ALL,TOKEN,remain,0.00030240980484445964,33,43,0.00018133411199243422,0.0004234854976964851,0.00017296527550289342,1.4936493735479209e-05,True,1.0,
ALL,TOKEN,remember,5.7666079729144246e-05,21,43,-3.6463229034206144e-06,0.00011897848236170911,8.75891466179498e-05,0.07232907934816273,False,1.0,
ALL,TOKEN,remembered,4.8955317761382414e-05,20,43,-5.439570395790833e-05,0.00015230633948067318,0.0001476443167418439,0.35849859377175775,False,1.0,
ALL,TOKEN,remind,0.00045884842848286327,29,43,0.00019991361043567713,0.0007177832465300495,0.0003699068829245516,0.001205655163765938,False,1.0,
ALL,TOKEN,remove,-7.329159778760036e-05,18,43,-0.00023038734778227827,8.380415220707755e-05,0.000224422499992397,0.36571612722359587,False,1.0,
ALL,TOKEN,removed,-0.00016718077837367198,18,43,-0.0006480021717352049,0.000313640614987861,0.00068688770480219,0.4993030812525148,False,1.0,
ALL,TOKEN,repeated,9.847873327276758e-05,20,43,-2.0113275728421962e-05,0.00021707074227395712,0.00016941715571598505,0.11109331092375865,False,1.0,
ALL,TOKEN,replace,-4.689727565547562e-05,20,43,-0.00021745093433958815,0.00012365638302863692,0.00024364808383444647,0.5927718124516321,False,1.0,
ALL,TOKEN,replaced,0.0014094749191313329,36,43,0.000994009328176758,0.0018249405100859077,0.0005935222727922496,4.623143918037562e-08,True,1.0,
