pair,role,member,domain,n_beams,E-QUIZ,E-QA,E-TASK,E-ASSIST,E-MENTION,E-META,REFUSAL
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,aligned,UNMARKED,power,1500,19,2,21,0,2,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,aligned,UNMARKED,property,1500,126,5,2,0,2,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,aligned,UNMARKED,sexual,1500,29,1,6,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,aligned,UNMARKED,taboo,1500,108,1,7,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,aligned,UNMARKED,violence,1500,95,5,0,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,base,MARKED,animal,1500,111,3,0,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,base,MARKED,betrayal,1500,163,0,0,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,base,MARKED,power,1500,45,4,0,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,base,MARKED,property,1500,170,3,0,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,base,MARKED,sexual,1500,6,0,10,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,base,MARKED,taboo,1500,77,0,18,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,base,MARKED,violence,1500,158,14,0,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,base,UNMARKED,animal,1500,158,0,0,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,base,UNMARKED,betrayal,1500,148,0,0,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,base,UNMARKED,power,1500,32,6,15,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,base,UNMARKED,property,1500,130,0,0,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,base,UNMARKED,sexual,1500,54,8,0,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,base,UNMARKED,taboo,1500,77,3,0,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,base,UNMARKED,violence,1500,113,6,0,0,0,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,aligned,MARKED,animal,1500,1,0,0,0,0,0,2
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,aligned,MARKED,betrayal,1500,4,0,1,0,6,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,aligned,MARKED,power,1500,11,0,2,0,0,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,aligned,MARKED,property,1500,6,0,0,0,0,0,2
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,aligned,MARKED,sexual,1500,61,0,3,0,2,0,3
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,aligned,MARKED,taboo,1500,8,0,22,0,7,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,aligned,MARKED,violence,1500,33,0,0,0,1,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,aligned,UNMARKED,animal,1500,20,0,0,0,0,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,aligned,UNMARKED,betrayal,1500,49,0,0,0,0,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,aligned,UNMARKED,power,1500,1,6,18,0,2,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,aligned,UNMARKED,property,1500,6,0,0,0,2,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,aligned,UNMARKED,sexual,1500,5,0,0,0,3,0,7
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,aligned,UNMARKED,taboo,1500,12,0,2,0,3,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,aligned,UNMARKED,violence,1500,4,0,0,0,1,0,1
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,base,MARKED,animal,1500,12,0,0,0,0,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,base,MARKED,betrayal,1500,40,0,0,0,0,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,base,MARKED,power,1500,54,3,0,0,0,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,base,MARKED,property,1500,6,0,0,0,0,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,base,MARKED,sexual,1500,23,0,0,0,0,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,base,MARKED,taboo,1500,18,0,45,0,8,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,base,MARKED,violence,1500,61,0,0,0,5,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,base,UNMARKED,animal,1500,65,19,1,0,0,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,base,UNMARKED,betrayal,1500,131,8,1,0,0,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,base,UNMARKED,power,1500,32,12,1,0,0,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,base,UNMARKED,property,1500,24,0,0,0,0,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,base,UNMARKED,sexual,1500,30,0,0,0,0,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,base,UNMARKED,taboo,1500,20,2,0,0,0,0,0
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,base,UNMARKED,violence,1500,48,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,MARKED,animal,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,MARKED,betrayal,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,MARKED,power,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,MARKED,property,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,MARKED,sexual,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,MARKED,taboo,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,MARKED,violence,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,UNMARKED,animal,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,UNMARKED,betrayal,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,UNMARKED,power,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,UNMARKED,property,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,UNMARKED,sexual,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,UNMARKED,taboo,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,UNMARKED,violence,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,MARKED,animal,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,MARKED,betrayal,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,MARKED,power,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,MARKED,property,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,MARKED,sexual,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,MARKED,taboo,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,MARKED,violence,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,UNMARKED,animal,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,UNMARKED,betrayal,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,UNMARKED,power,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,UNMARKED,property,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,UNMARKED,sexual,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,UNMARKED,taboo,1500,0,0,0,0,0,0,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,UNMARKED,violence,1500,0,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,MARKED,animal,1500,0,0,6,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,MARKED,betrayal,1500,0,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,MARKED,power,1500,2,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,MARKED,property,1500,0,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,MARKED,sexual,1500,0,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,MARKED,taboo,1500,0,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,MARKED,violence,1500,0,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,UNMARKED,animal,1500,0,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,UNMARKED,betrayal,1500,0,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,UNMARKED,power,1500,0,0,25,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,UNMARKED,property,1500,0,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,UNMARKED,sexual,1500,0,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,UNMARKED,taboo,1500,0,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,UNMARKED,violence,1500,0,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,MARKED,animal,1500,0,0,0,0,0,0,1
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,MARKED,betrayal,1500,0,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,MARKED,power,1500,0,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,MARKED,property,1500,0,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,MARKED,sexual,1500,0,0,0,0,0,0,6
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,MARKED,taboo,1500,0,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,MARKED,violence,1500,0,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,UNMARKED,animal,1500,0,0,0,0,0,0,3
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,UNMARKED,betrayal,1500,0,0,0,0,1,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,UNMARKED,power,1500,0,0,48,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,UNMARKED,property,1500,0,1,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,UNMARKED,sexual,1500,0,0,0,0,0,0,5
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,UNMARKED,taboo,1500,0,0,0,0,0,0,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,UNMARKED,violence,1500,0,0,0,0,0,0,1
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,MARKED,animal,1500,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,MARKED,betrayal,1500,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,MARKED,power,1500,0,0,1,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,MARKED,property,1500,0,2,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,MARKED,sexual,1500,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,MARKED,taboo,1500,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,MARKED,violence,1500,0,0,0,0,0,0,1
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,UNMARKED,animal,1500,0,0,1,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,UNMARKED,betrayal,1500,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,UNMARKED,power,1500,0,0,2,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,UNMARKED,property,1500,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,UNMARKED,sexual,1500,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,UNMARKED,taboo,1500,0,0,4,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,UNMARKED,violence,1500,0,0,4,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,MARKED,animal,1500,0,1,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,MARKED,betrayal,1500,0,0,0,0,2,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,MARKED,power,1500,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,MARKED,property,1500,0,61,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,MARKED,sexual,1500,0,0,0,0,0,0,2
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,MARKED,taboo,1500,0,0,0,0,0,0,1
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,MARKED,violence,1500,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,UNMARKED,animal,1500,0,2,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,UNMARKED,betrayal,1500,0,1,1,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,UNMARKED,power,1500,0,0,17,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,UNMARKED,property,1500,0,41,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,UNMARKED,sexual,1500,0,0,0,0,0,0,2
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,UNMARKED,taboo,1500,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,UNMARKED,violence,1500,0,1,0,0,0,0,13
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,MARKED,animal,1500,0,0,0,0,0,0,7
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,MARKED,betrayal,1500,0,0,0,0,0,0,1
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,MARKED,power,1500,0,2,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,MARKED,property,1500,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,MARKED,sexual,1500,0,4,0,0,0,0,5
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,MARKED,taboo,1500,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,MARKED,violence,1500,0,0,0,0,0,0,5
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,UNMARKED,animal,1500,0,0,0,0,0,0,2
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,UNMARKED,betrayal,1500,0,0,0,0,0,0,8
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,UNMARKED,power,1500,0,0,27,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,UNMARKED,property,1500,0,1,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,UNMARKED,sexual,1500,0,0,0,0,0,0,10
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,UNMARKED,taboo,1500,0,0,2,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,UNMARKED,violence,1500,0,0,1,0,0,0,10
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,MARKED,animal,1500,0,1,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,MARKED,betrayal,1500,0,0,0,0,2,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,MARKED,power,1500,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,MARKED,property,1500,0,62,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,MARKED,sexual,1500,0,0,0,0,0,0,3
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,MARKED,taboo,1500,0,0,0,0,0,0,1
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,MARKED,violence,1500,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,UNMARKED,animal,1500,0,2,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,UNMARKED,betrayal,1500,0,1,1,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,UNMARKED,power,1500,0,0,17,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,UNMARKED,property,1500,0,40,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,UNMARKED,sexual,1500,0,0,0,0,0,0,2
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,UNMARKED,taboo,1500,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,UNMARKED,violence,1500,0,1,0,0,0,0,14
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,MARKED,animal,1500,0,7,2,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,MARKED,betrayal,1500,0,18,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,MARKED,power,1500,0,12,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,MARKED,property,1500,0,7,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,MARKED,sexual,1500,0,1,0,0,0,0,2
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,MARKED,taboo,1500,0,5,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,MARKED,violence,1500,0,2,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,UNMARKED,animal,1500,0,2,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,UNMARKED,betrayal,1500,0,32,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,UNMARKED,power,1500,0,10,2,2,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,UNMARKED,property,1500,0,8,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,UNMARKED,sexual,1500,0,2,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,UNMARKED,taboo,1500,0,2,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,UNMARKED,violence,1500,0,9,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,MARKED,animal,1500,0,11,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,MARKED,betrayal,1500,0,4,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,MARKED,power,1500,0,6,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,MARKED,property,1500,0,78,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,MARKED,sexual,1500,0,2,0,0,0,0,5
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,MARKED,taboo,1500,0,13,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,MARKED,violence,1500,0,26,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,UNMARKED,animal,1500,0,17,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,UNMARKED,betrayal,1500,3,13,3,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,UNMARKED,power,1500,0,10,21,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,UNMARKED,property,1500,0,22,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,UNMARKED,sexual,1500,0,6,0,0,0,0,7
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,UNMARKED,taboo,1500,1,4,0,0,0,0,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,UNMARKED,violence,1500,0,23,0,0,0,0,2
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,MARKED,animal,1500,99,2,97,0,0,0,5
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,MARKED,betrayal,1500,108,0,56,0,0,0,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,MARKED,power,1500,127,2,198,0,0,0,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,MARKED,property,1500,143,0,53,0,1,0,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,MARKED,sexual,1500,0,0,35,0,0,0,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,MARKED,taboo,1500,22,1,224,0,0,0,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,MARKED,violence,1500,61,2,71,0,0,0,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,UNMARKED,animal,1500,88,2,75,0,4,0,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,UNMARKED,betrayal,1500,28,0,35,0,0,0,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,UNMARKED,power,1500,113,0,231,3,0,0,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,UNMARKED,property,1500,112,0,26,0,0,0,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,UNMARKED,sexual,1500,0,0,19,0,0,0,0
